rna	protein	methylation
MBOAT7	0.00165771115094092	0.108760291731593	0.00454316398026708
SPHK2	0.0378783343398783	0.619077858526091	1.65605885032395e-08
TCF25	0.354673732294213	0.798778650308696	2.92480615078643e-05
POLR2C	0.000242457452796103	0.638224520577462	0.86886062194424
RHEB	0.0103627237101123	0.509627363282033	0.0109696888970785
CTSL	3.18883314232096e-06	0.00282872703992095	0.00221618813187656
CALCOCO1	0.36712440380544	0.92520398580332	0.529043838419818
EIF4B	0.000276628713712314	0.903919884354322	0.729575326412009
RAB34	1.90900746188916e-14	0.000956719967680092	1.34063804809855e-11
ZC3HC1	0.00145867332213757	0.337339851276747	0.000782609283480066
ISCU	0.394707808692415	0.600176829319052	0.109717653484461
HNRNPUL1	0.406083251739533	0.69700565276909	0.00447026576341584
TRIM28	0.000754661393992123	0.946536253591906	3.57955420195942e-09
IQGAP1	5.34207131806127e-07	0.00196970902536148	2.87266101061944e-06
EMC3	4.63894930426497e-07	0.509627363282033	3.00119341362979e-08
ATP13A1	0.0054916284761912	0.432775151574194	0.000155600098902402
CCAR2	0.0263044772051644	0.143981966274657	3.06023459300895e-09
PCM1	0.000626967269385248	0.737204567361536	0.71027387188489
CLIC4	0.000295359962289343	0.115230920621756	1.23470136525951e-06
IKBKB	0.000336439982070447	0.819589606524758	0.000140234086014856
BPHL	0.610532971588623	0.196339861537261	0.000578656091932596
RANBP1	0.370731177950112	0.0380185746286904	0.412005219935119
POR	4.51173769630302e-05	0.0506378458495154	1.4685613460862e-08
DYNC2H1	0.11285985589596	0.314890787753163	1.33268525093548e-05
ACAD9	0.0191029525656933	0.840525547422646	0.158586276732837
PICALM	0.072070970668623	0.0186609718875455	0.000782609283480066
BAG6	0.0962515981562432	0.92520398580332	0.000907954271982657
ATP1A3	0.00018316924775222	0.151916015559586	1.30175225255689e-08
ARHGAP23	0.00196949285425956	0.136350311774444	3.08329412638254e-07
GDI2	2.44801014793473e-06	0.00397914366520677	0.0106498751674677
ATG4B	7.14855900183827e-05	0.226944149696647	0.000612658525972208
OPLAH	3.11578237003251e-08	0.0109579196942444	5.34597007767697e-06
ARIH1	0.0110917195962177	0.0439707571465935	5.59279347931053e-07
TAOK1	0.000692329844607687	0.475416330054034	0.000356415709105902
GLS	0.45350369630579	0.581524840221526	2.91400249102555e-08
SART1	2.77415218302188e-05	0.108760291731593	0.080275338045194
RFTN1	6.00295973737765e-06	0.022045470341015	4.52241683620178e-08
CTTN	0.00137569358265218	0.69700565276909	1.26815647699589e-07
TUBB4A	0.407998012904967	0.196339861537261	4.19098852328641e-05
CMBL	0.534606605391768	0.0707968528485415	1.02851405460725e-06
ZNF207	0.003999392249375	0.563137456240358	0.825717645929175
ACADVL	1.40203927230785e-05	0.115230920621756	0.386048301178606
DHRS7B	0.0391475739197387	0.527180586796886	2.06665333787378e-06
ATG3	0.00572466327375734	0.563137456240358	0.00091093894241715
MOG	0.223757303581848	0.903919884354322	1.48035745487982e-06
PDIA5	0.0062176690635809	0.00745974248431835	1.27130042306572e-05
PRPF31	0.000553335240900884	0.967908324432821	4.73862334235129e-09
PRKCSH	9.08714598093517e-05	0.545017852327191	0.00210433707133895
VPS4B	0.00119398778286805	0.946536253591906	0.000248998929416867
RPL5	7.99302860961556e-06	0.0439707571465935	2.43739641316924e-05
DHX29	0.58005346804913	0.395388731206077	0.00189601499368053
HNRNPH1	0.18075737370466	0.527180586796886	1.10115374491327e-07
TECPR1	0.0100635732237912	0.882704857463063	5.20064278171548e-09
IDE	0.141451254801711	0.249049634367535	0.000699358000379371
ATP6V1A	0.000112005791062197	0.237826335178484	0.000102602907833903
SLC3A2	2.61925642467808e-07	0.108760291731593	0.587988146292978
MRPS35	0.00469206943760489	0.600176829319052	0.745141520482608
ALDH18A1	0.0764615729437588	0.323683222684332	0.000116112893433202
TFRC	0.000125094706142139	0.136350311774444	3.51041787087937e-06
IPO9	0.0073942683527811	0.226944149696647	7.0294674891282e-12
DNAJC11	0.218646820571425	0.545017852327191	9.33362764608032e-06
EXOC6B	0.0369495288973496	0.351338600268361	0.0080013303037152
PSMF1	0.00225672970736492	0.475416330054034	4.48015260461225e-05
ATP2C1	0.222471745181826	0.92520398580332	1.34036308712447e-09
RPS3A	0.00417439909460559	0.0506378458495154	1.33268525093548e-05
CAST	4.994380034748e-05	9.53259871921676e-05	5.08982780521525e-06
AP3S1	0.000226896655830837	0.717013501094681	0.00484564812565942
FLNA	1.81909798818547e-05	0.0303128121108143	3.87818744021678e-06
ERMP1	0.718540000091115	0.757573276044816	1.26815647699589e-07
TPPP3	1.87243938311687e-07	0.160162216797701	8.8398999694053e-11
EIF3B	7.67379713541777e-05	0.967908324432821	0.000165566298365206
SRPK3	5.21572179961709e-05	0.458771762212384	0.00903472952431575
ALDH3A2	0.16684261970303	0.619077858526091	0.00159046107331486
CEP41	0.790505030297401	0.946536253591906	0.000165566298365206
DHX30	0.020167821178341	0.297413982525763	0.00196325205217234
SORL1	0.148926122494921	0.819589606524758	2.06665333787378e-06
RPS14	0.129068342387143	0.102566348261607	0.00245639726184338
VAMP1	0.0877667148198197	0.819589606524758	9.01976866198318e-07
SYNE2	0.000906165677914671	0.42642976881125	3.47543069798912e-11
U2SURP	0.0366442685686121	0.237826335178484	0.000100117071562364
FER	8.47071129497182e-05	0.066337439668659	0.000165566298365206
DMD	0.0125672714973607	0.0580748216074045	8.62177936563724e-05
EBNA1BP2	0.793112732239783	0.323683222684332	3.27506199904677e-05
APP	0.925852872222311	0.395388731206077	1.41915832546975e-07
GPS1	0.0136881463327726	0.226944149696647	0.00076812385737694
KPNB1	0.176387064659003	0.168721421805297	0.631341844275338
KIF1B	0.00126682155439453	0.36568326411358	0.235346479059036
USP11	0.987849786777419	0.102566348261607	1
DDHD2	0.00175619771942251	0.066337439668659	0.000704422770411111
DTNA	0.156698838049197	0.432775151574194	0.157444322221793
PTPRC	0.532382306897402	0.000568471220128109	5.96050799534559e-10
SLC25A11	0.00175619771942251	0.297413982525763	1.72773941934738e-06
DDX5	0.0105665286430866	0.989299135232226	0.198886526498107
PPP6R3	2.46120111890402e-05	0.0966387135405686	1.17204920496733e-06
PFDN1	0.000650774510024795	0.0909747546817469	8.89688938859883e-06
MFGE8	0.0366442685686121	0.351338600268361	1.46404132323352e-05
B2M	5.9677165016793e-10	0.819589606524758	0.670286757855889
FAH	1.23852948658847e-07	0.0259133358229601	1.55876904437101e-06
GNB5	0.620052269692244	0.717013501094681	1.50104103052828e-07
PACS2	0.443374487707965	0.121980867818826	2.66692164162893e-08
CPM	0.000153610488922028	0.121980867818826	0.420882404920657
RPS9	0.525737642508774	0.102566348261607	0.518962855742065
TNS3	0.00370908530428337	0.323683222684332	3.79596146439886e-08
SIK3	0.550306824363375	0.260621094107696	0.0219724094064201
TNS1	0.0518728464296292	0.545017852327191	8.77293087529767e-08
USP8	0.00459382882823965	0.492372352908265	1.76470777473991e-05
PGM2	0.00746932882074607	0.284802455089438	3.13042796027703e-05
SEC23IP	0.00391441080485993	0.861566339162661	0.00741049176697149
ASPH	7.78313318119711e-05	0.861566339162661	4.02454089324319e-08
ATP6V1H	0.000413446825761084	0.337339851276747	3.53399957869862e-07
PTK2	1.03426903578233e-06	0.337339851276747	1.45954440819371e-07
CCT7	0.404173866478457	0.380365866714368	0.432891631356193
COPS4	0.0184206491116983	0.882704857463063	0.729575326412009
KIF5C	0.000128585285864161	0.177602535934548	6.97787409183931e-08
SF3B1	0.0460483814002174	0.882704857463063	0.115564756101076
SLC12A9	7.74411207297138e-06	0.0439707571465935	3.42602974352393e-05
AKR1A1	0.000198545394395233	0.840525547422646	0.0776361612084348
TXNL1	0.0391475739197387	0.600176829319052	0.463767368389998
PDE4D	0.0228560041961101	0.989299135232226	5.74454042581548e-07
IFT27	0.00140834869698783	0.638224520577462	0.53242617197432
PPIP5K2	0.00261083394760359	0.160162216797701	2.53221647349887e-06
EML3	8.96056611547313e-05	0.284802455089438	0.595117618714623
ATP1B3	0.0694332538280626	0.819589606524758	5.0709732617302e-13
NACC1	0.109819408815237	0.395388731206077	1.21261917191838e-05
RBBP4	0.0309754297737848	0.882704857463063	0.0119809284631263
REPS1	0.051466241932086	0.410742719922996	0.00229375484897015
CHL1	0.651425699319922	0.903919884354322	0.00654622009597059
DST	0.000121693584209393	0.284802455089438	1.26722351735812e-06
COA3	0.304379974726767	0.216405710808755	0.0238282567089595
TIMM44	0.000873776956805095	0.840525547422646	0.00012630565892973
PEPD	2.44801014793473e-06	0.527180586796886	8.28622395198708e-08
EXOC6	2.48114682813531e-07	0.737204567361536	9.75973012786083e-07
MYO18A	0.279593836029693	0.638224520577462	5.34597007767697e-06
TAF15	0.129068342387143	0.92520398580332	2.54161842171841e-10
APOA2	0.910423431695585	0.509627363282033	5.23019605731084e-05
COL1A2	1.78890853631644e-07	0.458771762212384	0.000636349979250973
CTTNBP2NL	0.0177597715253659	0.196339861537261	2.23068724912655e-06
ERAP1	0.0871398436916899	0.967908324432821	1.02155195567713e-08
KATNB1	0.21113918084944	0.967067154076786	0.0283208652220334
RAD23A	0.011639972121794	0.284802455089438	0.00418915268338815
TIMM50	0.139628360364968	0.545017852327191	0.901450327843756
ABCF1	0.893660788667144	0.778100035369736	0.0499218882052962
CBS	0.374359869310788	0.00251355501078032	0.991766680127484
MCM7	0.0108789225918777	0.160162216797701	4.39001323929107e-06
GART	0.394707808692415	0.657599701709421	0.00176784332065032
CAPZB	0.0010223375621448	0.967908324432821	0.00903472952431575
IST1	0.115966260638968	0.0472123053381972	0.148548715877992
AP1G1	0.026534200784656	0.249049634367535	4.38172450386334e-05
BCR	0.304379974726767	0.00251355501078032	0.000102267389086921
BDH1	8.222936167689e-08	0.563137456240358	1.30175225255689e-08
DGKB	1.54412490080498e-08	0.143981966274657	3.91959111628285e-05
SLC25A12	0.385377095094162	0.563137456240358	8.52621538377231e-08
MAGI1	7.56591448991527e-05	0.69700565276909	1.34036308712447e-09
COPA	0.000884451989837824	0.249049634367535	0.0283208652220334
CFB	4.15823696742548e-08	0.323683222684332	0.00371454334593694
NRBP2	0.00142494289949704	0.882704857463063	0.000753887683838523
ETFA	0.0156074984288232	0.0303128121108143	1.14188154809412e-06
BCS1L	0.014214038869082	0.0067480886887895	0.0330975345682606
PLD3	2.53612965486483e-05	0.395388731206077	3.27506199904677e-05
ISYNA1	0.0578530787299292	0.0380185746286904	6.34319823922271e-06
PPP1R18	6.47009903512753e-05	0.151916015559586	1.86672088994061e-08
PAK1	0.159691615855621	0.819589606524758	2.53221647349887e-06
RRM1	0.636864476699698	0.92520398580332	2.60784838004e-10
DOCK4	0.245052104317104	0.129019967929116	2.32821353328564e-05
RGS10	0.0175978345982765	0.395388731206077	6.92353264629782e-07
GNB1	0.0339923285540581	0.121980867818826	4.17796120161872e-06
MYO9B	0.885637965994462	0.0542572907247079	2.03976612561199e-07
PFKL	0.000683826467788781	0.717013501094681	6.23282435394646e-05
PLCG1	0.00135962922407545	0.0157135326312431	0.0493226154978922
PRPF8	0.695894823170777	0.819589606524758	0.0625184181215469
RNF213	0.0139489049039267	0.177602535934548	3.47652754455655e-08
BTN3A3	7.35443720423557e-05	0.69700565276909	0.00367450165313342
LSM2	0.322242323892942	0.284802455089438	0.0052493257466797
CLTC	0.287187604363437	0.492372352908265	4.04797819094969e-07
NTM	0.00885424903574362	0.080403094958351	2.76319903983275e-07
ACBD6	0.620052269692244	0.819589606524758	1.20298294086818e-06
DDAH2	0.194350206197019	0.168721421805297	4.09860071837522e-05
BZW2	0.0781632810637043	0.600176829319052	5.08982780521525e-06
CAPN1	0.00215697597788755	0.108760291731593	1.26815647699589e-07
XPOT	0.41377448257295	0.509627363282033	0.0335250325457642
DPYSL4	0.0187590874923758	0.0186609718875455	0.0157493019324079
PIP4K2C	0.000581764402268332	0.482755388916638	1.98085232654649e-11
NDRG1	3.08564930780111e-06	0.442439114010384	1.04049374690705e-07
TXNRD1	0.0156074984288232	0.967908324432821	0.0119809284631263
MRPS18B	0.00112503977429224	0.778100035369736	0.000506031474552881
PTPN12	0.499589616407017	0.0109579196942444	8.11675504821672e-07
CHCHD3	0.135150246133051	0.677199220278339	0.00272021587382084
AP2B1	0.0942374795961193	0.442439114010384	0.0138507908252561
SRR	0.0596633812504027	0.819589606524758	7.25090949601073e-10
LCMT1	0.668583047551117	0.737204567361536	1.46404132323352e-05
GBF1	0.182972451003024	0.903919884354322	0.000292321819106529
SREK1	0.008094838785092	0.160162216797701	0.000525863285983242
ATP6V1C2	0.982449832550556	0.196339861537261	0.0487293902533934
STRN4	0.00647823264583018	0.284802455089438	3.74801862606849e-05
ATRX	0.00387253807155118	0.989299135232226	0.0725698126476937
EIF4A2	0.120751394564998	0.967908324432821	0.213408917067939
DLG4	0.171035548989618	0.581524840221526	0.580898419076553
HDAC6	0.00165771115094092	0.657599701709421	0.505677549705524
MARK1	0.0146200774334725	0.581524840221526	0.158965376268107
AOX1	9.4770958363333e-05	0.272536610193182	0.000118585754360768
RAI14	0.226344338587953	0.226944149696647	4.88800610030791e-09
OTUD7B	0.177472186421812	0.798778650308696	4.14378068579984e-08
VPS45	0.222471745181826	0.186805714061144	5.34659676560421e-05
LMNA	5.03052755482639e-06	0.0909747546817469	3.1567039280165e-12
CD47	0.00104716635649966	0.323683222684332	2.12365167923073e-05
AGL	0.716011191350528	0.395388731206077	9.28726531862957e-08
CSTF3	0.000928372530236765	0.249049634367535	0.00214519495067869
NUP88	0.85898429600896	0.600176829319052	4.87149512383797e-05
KPNA2	0.243680895102458	0.242082954926755	0.235346479059036
RAD23B	0.314039949921583	0.00397914366520677	3.20196917351357e-05
MOGS	0.00145867332213757	0.186805714061144	3.42384021863916e-06
ADD2	0.00252488169629494	0.237826335178484	1.77504190070988e-07
ECM1	0.0094882188649155	0.819589606524758	2.29960143064573e-08
AIDA	0.000113568223483812	0.638224520577462	0.000560727082975904
ACOX1	0.0510623084900553	0.840525547422646	0.000907954271982657
RAVER1	0.181862410447953	0.798778650308696	0.987650294156452
NDUFS4	0.0699543585800103	0.323683222684332	0.0693450649969868
SLC25A3	0.459643362970776	0.69700565276909	2.15600930101576e-07
DDX17	0.0673806178789556	0.177602535934548	1.05579521203715e-06
ARPC2	0.115966260638968	0.0327268594907726	0.000131712826603659
FKBP10	1.4893214431757e-07	0.0017366985497634	3.91959111628285e-05
MLF2	0.243680895102458	0.442439114010384	2.01459762872798e-06
ADCY2	0.226344338587953	0.297413982525763	2.21650619175928e-07
DDB1	0.0354446216895955	0.020295220168377	0.717972982782947
CELF2	0.000311193446405529	0.337339851276747	6.56477868545495e-07
VAMP3	0.00370908530428337	0.0280428765603968	0.0352825744144169
BID	0.000164403879542661	0.0707968528485415	7.30029358274192e-09
AMPD2	0.00279081367012927	0.177602535934548	0.856693653797712
PALM	0.668583047551117	0.509627363282033	0.000959576296688512
COASY	0.00903141345014589	0.410742719922996	0.00037807022939802
PKN1	0.00351359797477298	0.310376148524238	1.1124617813701e-06
GIPC1	3.51708847869892e-05	0.619077858526091	3.66492979278841e-05
DIP2A	0.00948824782807645	0.861566339162661	3.93131787084654e-09
MYOF	2.84151293281545e-06	0.196339861537261	6.34319823922271e-06
HK1	0.00435632551055125	0.563137456240358	2.34245885864472e-07
WASF2	0.598725970980424	0.0855640175760677	1.10509792382383e-09
CELSR2	0.0759010959324117	0.778100035369736	1.86587895710632e-06
GPC1	0.0342786474051035	0.677199220278339	0.000146200558631529
AGPAT3	0.0414556808699414	0.380365866714368	1.30175225255689e-08
SEC13	0.00228231994883576	0.798778650308696	0.0425901661245937
UBR4	0.0323170038131282	0.778100035369736	0.00316472061402355
GNG2	0.221191483375791	0.0439707571465935	5.20064278171548e-09
PLIN2	4.02106372184126e-09	0.249049634367535	1.64564482522305e-05
HNRNPC	0.000397857669707951	0.509627363282033	0.0244763808481761
COQ6	0.58005346804913	0.151916015559586	0.174792588629176
HCFC1	0.181862410447953	0.458771762212384	0.0268665612926293
LAIR1	1.19399740685754e-08	0.108760291731593	7.51701492549831e-06
PRPF3	0.693394910315144	0.527180586796886	0.000363501582021962
ARHGAP25	1.84278045837325e-06	0.00317673271534061	1.34036308712447e-09
VPS52	0.80880659196375	0.42642976881125	1.12942031577287e-05
TKT	0.000792579878007646	0.151916015559586	4.09860071837522e-05
SLC25A10	0.00238736128436494	0.85800032045015	0.00107106980561554
NDUFAB1	0.790505030297401	0.143981966274657	0.00824924151416382
APEX1	0.0256255895018803	0.0909747546817469	0.00302057394327857
OCIAD1	0.079895694143083	0.115230920621756	2.92480615078643e-05
DCTD	1.77205975914485e-08	0.0017366985497634	3.8342733839635e-07
PGM3	0.242315085123877	0.0506378458495154	3.73154549899552e-07
BAIAP2	0.000634811478786762	0.92520398580332	8.80852006882758e-05
NBAS	0.756828148759768	0.297413982525763	0.184837433871033
GLB1	0.000424154561639581	0.206203739357378	4.48015260461225e-05
TWF2	4.994380034748e-05	0.0067480886887895	1.26722351735812e-06
RAP1A	0.272137730771782	0.882704857463063	1.963802699222e-06
AUH	0.0565255132637422	0.619077858526091	0.0876708143553637
COPS2	0.429413133112365	0.509627363282033	0.00225689546697973
SYP	0.307577804884605	0.395388731206077	1.51907691161322e-06
CAMK2A	0.685915267071055	0.819589606524758	0.000111312344097183
PLSCR1	9.59105584316253e-09	6.17179624631662e-05	5.229204008643e-08
PSMA5	0.00387253807155118	0.757573276044816	0.0326747109619685
HECTD3	0.00688751718024348	0.151916015559586	3.68991252809575e-06
C4A	0.003999392249375	0.351338600268361	4.58322923321084e-10
SH3KBP1	0.000295359962289343	0.0171348268383309	0.0542899678888959
GCA	2.94447367893111e-05	0.0239155168598644	1.73122115945589e-09
PPP1R7	0.36712440380544	0.442439114010384	0.0251397261060933
SOD2	8.95613231254519e-10	0.0259133358229601	1.03602412978198e-09
DNAJB2	6.60672420723824e-06	0.882704857463063	2.0752514727658e-05
SON	0.0243131687842748	0.861566339162661	0.850593368347168
ABCA2	0.726144842446453	0.42642976881125	0.000100117071562364
XRN1	8.12004589772014e-05	0.840525547422646	1.10509792382383e-09
TMED5	0.488901977610233	0.237826335178484	5.58680183680648e-05
RPA3	0.00145867332213757	0.509627363282033	0.00124365875066273
CSDE1	0.620052269692244	0.160162216797701	0.0176252868787631
PLOD1	0.000220938876443693	0.143981966274657	4.39262251861133e-08
SRSF10	7.44799717780253e-07	0.638224520577462	0.624021979539948
DLST	0.0124478896273433	0.260621094107696	0.280878497151723
SRP54	0.0179230127991572	0.989299135232226	0.010121202107072
EFEMP1	5.83256484999509e-07	0.108760291731593	3.37596410475711e-08
LRCH3	0.000115151197383048	0.237826335178484	0.00367450165313342
PHKG1	2.29040738412515e-06	0.778100035369736	0.930105173001024
CHMP2B	0.051466241932086	0.527180586796886	3.1762208666951e-06
CCDC90B	0.0736926159987894	0.757573276044816	0.217729788803234
LACTB	0.00332753069961819	0.757573276044816	0.975303546759304
INPP4A	0.591691853966173	0.442439114010384	1.12257098199054e-10
MPP2	2.6159708078301e-06	0.42642976881125	5.58680183680648e-05
TRAP1	0.93661325681874	0.226944149696647	3.599092516226e-06
MANF	4.48869894107861e-08	0.136350311774444	0.0905820094921122
PMM2	0.0134317026981349	0.0352940789281363	0.000712635786042149
RPSA	0.0187590874923758	0.442439114010384	6.1905602616003e-06
SERPINF2	3.26733971887815e-06	0.395388731206077	1.02155195567713e-08
RALB	4.72169280025765e-07	0.989299135232226	4.72753247317677e-06
OSGEP	0.00785497753675083	0.380365866714368	2.23068724912655e-06
PSMC1	0.0483084791901062	0.600176829319052	0.316848770050028
MAP7	0.100383104723687	0.92520398580332	5.71070390475072e-05
ECHDC1	0.0148964183940345	0.677199220278339	0.000567718143081098
RPH3A	0.439359284596569	0.967908324432821	4.63372275193165e-07
RGN	0.000463705237143471	0.0855640175760677	1.07040795333412e-07
DKC1	0.0256255895018803	0.717013501094681	0.768685387227937
OAT	0.203819753821533	0.216405710808755	0.000183522506208145
DBI	0.190883663260489	0.410742719922996	0.00850400366779825
GOT2	6.94814082235777e-05	0.410742719922996	0.000304984842002804
TUBB	0.282614803806239	0.164530928622126	7.07957640228558e-09
AKT1	0.000280283505729455	0.0621001956660749	2.43739641316924e-05
CTNNA2	0.082852293681642	0.600176829319052	5.70637649271289e-09
PSMD11	0.443374487707965	0.92520398580332	0.000111312344097183
PPP1CB	0.0309754297737848	0.967067154076786	6.71704002183184e-11
TEP1	0.000773404928788788	0.840525547422646	0.208054692765065
ACIN1	0.00266961278186918	0.882704857463063	0.184837433871033
TECR	0.190883663260489	0.395388731206077	0.816398067453687
HERC4	0.24642871834614	0.310376148524238	0.00559387640812322
LRBA	0.003790011000576	0.351338600268361	1.18887809220519e-08
GYG1	0.260493276938219	0.168721421805297	4.88800610030791e-09
RUFY1	0.201421465824836	0.0352940789281363	0.00776011149127034
SHROOM3	1.21793226461357e-08	0.657599701709421	5.70347807598692e-08
ANK2	0.671048557080917	0.903919884354322	1.81869362912568e-06
CCDC88A	1.76450215684885e-05	0.798778650308696	0.147104183820997
GALE	0.00641216544775479	0.102566348261607	4.39001323929107e-06
PPA2	0.0816591844367883	0.108760291731593	0.000275308344566009
SND1	0.00431018224368197	0.581524840221526	2.27538311338917e-05
MFSD10	0.0147576778642151	0.0754819199087473	9.28726531862957e-08
IL1RAP	3.57667261204275e-06	0.0380185746286904	0.69115650068671
SAMHD1	0.851018008926438	0.717013501094681	0.181442757235356
RRAS2	0.985150022832676	0.0327268594907726	7.10145110037509e-05
GTPBP1	0.104654761687451	0.216405710808755	0.525672472059357
RAP2A	0.000195901185350503	0.0439707571465935	0.101927432383208
RABGAP1	9.50469820093538e-06	0.00745974248431835	0.00286161150941954
RAB3GAP1	0.146088469069925	0.0303128121108143	0.00258523105576705
CHN1	0.827213353051116	0.177602535934548	3.1762208666951e-06
GNL1	0.00661216304055539	0.168721421805297	2.46894088393449e-06
NCAM1	2.21533727810006e-06	0.020295220168377	0.109717653484461
NAPA	6.75304679980312e-05	0.946536253591906	7.33744520937818e-06
RPL10A	0.0166531264395336	0.0707968528485415	0.0867173582058639
MCAM	9.16855199078476e-07	0.36568326411358	2.23068724912655e-06
SLC8A1	0.0104641847518066	0.475416330054034	3.34656655642713e-07
VSNL1	0.0328674089249137	0.717013501094681	9.55526180632899e-08
KDSR	0.00190313160881667	0.492372352908265	9.04391092491644e-09
AP3D1	0.893660788667144	0.778100035369736	1.55876904437101e-06
CIRBP	0.0032556505894166	0.00355888848040426	1.62419343625185e-09
SF3B5	0.0337080566648309	0.151916015559586	0.369311710862684
ATP6AP1	1.18618963341601e-06	0.600176829319052	0.0867173582058639
TPP2	0.0148964183940345	0.0855640175760677	0.00176784332065032
STIM1	0.00192502034055688	0.946536253591906	7.07957640228558e-09
MICAL3	0.486779329685641	0.177602535934548	0.019158109620065
THOP1	0.139628360364968	0.00906990759535551	1.60768780859588e-05
SMC3	5.64014402858297e-08	0.0472123053381972	0.000191205125292441
EMC2	0.113630240268162	0.177602535934548	1.86587895710632e-06
SORBS3	0.000658895278454426	0.216405710808755	6.7997218851413e-14
BNIP1	0.00128187178336254	0.237826335178484	0.792444568250301
HMGN1	0.530162703304703	0.840525547422646	0.000104461245967895
RAN	0.856327229690676	0.310376148524238	1.72773941934738e-06
DBN1	0.33226803412687	0.022045470341015	0.717972982782947
PKIG	1.29787960553415e-05	0.903919884354322	0.000106699464200257
AGPAT5	0.885637965994462	0.0580748216074045	0.00199768512740494
