rna	protein	methylation
PRKCSH	-0.770917529860735	-0.000184451023535729	0.0221567323514556
VPS4B	0.592567509541466	-2.45147558943789e-05	0.040589249031668
RPL5	0.922700027395812	-0.000595665822176882	0.0710924786014187
DHX29	0.0974625595840669	-0.000209692816375931	0.0899093994420708
HNRNPH1	-0.0767800197155366	-0.000130813705942853	0.106877988074052
TECPR1	-0.749527508990237	0.000126288915754626	0.0387533456908232
IDE	0.131512607333184	-0.000480201482611215	0.0860569799669222
ATP6V1A	1.27797682037293	0.000475061492421628	0.088841678742188
SLC3A2	-0.925775352925318	0.000442145262095792	0.00600099771816705
MRPS35	0.301915430918078	-0.000252775002467425	-0.00292152807158037
ALDH18A1	-0.153754068105338	0.00016665510505298	0.084995019032621
TFRC	-1.0769971808671	-0.0003542164415552	0.0731445452765174
IPO9	0.46283583325991	-0.000169336286246436	0.128716267097522
DNAJC11	0.0558716623603388	0.000168570278436729	0.104652151545929
EXOC6B	0.13107440709001	-0.000126473098180345	0.0469530235363449
PSMF1	-0.414679152071581	-9.12060600570164e-05	0.0642087337132488
ATP2C1	-0.181258304886769	-1.60848345065267e-05	0.088819510168562
RPS3A	0.892093182747686	-0.000656485145102364	0.161841009374967
CAST	-0.773326838888251	-0.000997123595927977	0.222129809255352
AP3S1	-0.416092949810341	-5.79799676222846e-05	0.037525836478716
FLNA	-1.16924499095466	-0.00109434514211556	0.0873356921466788
ERMP1	-0.11584615285403	-0.000112038758046808	0.133339627255887
TPPP3	-2.00712541740014	-0.0010958318110293	0.968886925565623
EIF3B	-0.779221702463082	1.00395191798932e-05	0.0573155575451441
SRPK3	-1.72011182216635	0.000104177731963362	0.104125431990388
ALDH3A2	0.144669500214363	-9.10179765770383e-05	0.0522117811123617
CEP41	-0.155388182803836	-2.61301379094862e-05	0.0580739797216393
DHX30	-0.390314214924611	0.000136649384459185	0.0407790206723936
SORL1	-0.172535702510255	8.23463421758503e-05	0.117020708681768
RPS14	0.378815934820387	-0.000357665125269441	0.288217450354456
VAMP1	-0.267076945332326	0.00010869063377035	0.211644358586422
SYNE2	0.814234063693801	0.000183695782987358	0.156452363391243
U2SURP	0.358246397208132	0.000149924281035254	0.0447306650985109
FER	0.768860507615382	0.000432844831915571	0.0693585751888471
DMD	0.394977029315784	-0.000378759633847849	0.128030018710691
EBNA1BP2	-0.0206457719420207	-0.000288717498176577	0.0460834990809622
APP	-0.0619237467028246	0.000468567343718907	0.0533744320778446
GPS1	0.364339950635055	-0.000126486614106692	0.0365542510761017
KPNB1	-0.0794612237031647	0.000240685639138646	-0.022461595175165
KIF1B	0.73047961442284	-0.00027439849035608	0.0214235307940017
USP11	0.052898023913709	0.000334002211515388	-0.011912044086
DDHD2	0.430856936017747	0.000313468583644399	0.0557354027035133
DTNA	-0.403215985362993	-0.000292992247407102	-0.10584482486435
PTPRC	-0.0970248802698455	-0.000818276365524798	0.161239157986514
SLC25A11	-0.566263066253361	0.00026019563260556	0.0605525406797708
DDX5	-0.338276870405493	-3.51334683442136e-05	0.0189253471857112
PPP6R3	0.474724278139597	0.000280684882457852	0.112369051826785
PFDN1	-0.659942401091775	0.000237629078762902	0.124917510250806
MFGE8	-0.43357558146085	-0.00031514700154656	0.118350275631463
B2M	-1.88817543537778	-2.14727192974075e-05	0.0234724992362193
FAH	-1.10161013732056	-0.000463524601274637	0.103863032805531
GNB5	0.143733698705678	-2.8168347092123e-05	0.0399028583900624
PACS2	-0.0162689048211362	0.00028798610589565	0.085608511045012
CPM	-1.40217482099764	-0.000368270653154432	0.0193408169165487
RPS9	-0.0262616587049182	-0.000718896055673487	-0.00148281429386607
TNS3	-0.467453040538874	-0.000300106458139044	0.140300617570486
SIK3	-0.032195234110635	0.000191306630147075	0.0366626540137077
TNS1	-0.918485641583884	-0.000142691746116776	0.107215485212977
USP8	0.453028776141874	1.06981531938239e-05	0.0920168023996102
PGM2	-0.513181860338229	-0.000181146943291742	0.113169998662144
SEC23IP	0.439842151732712	-4.26797974851661e-08	0.0184010137138208
ASPH	0.592191861513805	-3.29059986081447e-05	0.104055515029115
ATP6V1H	0.598943937120743	0.000420725342508436	0.089638068567424
PTK2	1.1517705080595	0.000123628014620908	0.161001114639686
CCT7	-0.1399883273754	0.00010327818807507	0.0448346203245553
COPS4	0.367259551425096	3.91260592899411e-05	-0.0447137682588192
KIF5C	1.33857331981626	0.00037918698603266	0.0872938107886275
SF3B1	0.176102647276744	8.12443005523963e-05	0.0342771436470987
SLC12A9	-1.0507172699637	-0.000316249793161837	0.185443988014898
AKR1A1	-0.539171413964902	2.79475079400475e-05	0.0496557476373658
TXNL1	0.29897567361581	3.00166131791742e-05	0.0512921729328131
PDE4D	0.316776230579201	-0.000136398816336034	0.127155651180942
IFT27	0.56215430052654	-0.000158827908078697	-0.00804912157230212
PPIP5K2	0.341543698595163	-0.000496660142611779	0.0570658181344205
EML3	-0.800264859668953	-0.000188985814031174	-0.00193935863180537
ATP1B3	-0.257544821276318	2.38490273472834e-05	0.161123618274177
NACC1	-0.38193109159335	0.000111312639275943	0.0808825302745606
RBBP4	-0.251600344258323	0.000135019117116807	0.101231454354797
REPS1	0.313493339594829	-8.34716820947674e-05	0.115474661362437
CHL1	-0.317840988408542	1.30433234454196e-05	0.0652786217248794
DST	0.605056679005774	-0.000385572184350349	0.0870484783909356
COA3	-0.10807132146802	0.000218680562590134	0.0703218203727915
TIMM44	-0.640961377391409	-4.02009445029835e-06	0.0803665302529038
PEPD	-0.786293256700236	-6.74241016942017e-05	0.0959185121897611
EXOC6	1.18234288062861	0.000148159147507216	0.0765559328873938
MYO18A	-0.342591855928649	6.82509385546192e-05	0.0862979026035551
TAF15	-0.135243816262229	0.000231334667171667	0.100014228536845
APOA2	-0.456480342598842	-0.00033326961578227	0.105096011272209
COL1A2	-2.00092232055034	-0.000569614903805282	0.0948963086677496
CTTNBP2NL	0.415932688356937	-0.000385711177120093	0.0860706668563225
ERAP1	-0.434240018121484	-9.19407457922697e-06	0.254507719604185
KATNB1	-0.154020933463269	-3.93481510040788e-05	0.023246743764744
RAD23A	-0.375451973988484	0.000125667088436757	0.0199176545131616
TIMM50	-0.160819731682128	-0.00016137508568336	-0.0194092957906856
ABCF1	0.0355172890419966	7.07453921653694e-05	0.0391294170607139
CBS	0.142011718617098	0.00133347209125158	-0.015506490993584
MCM7	-0.231383544502504	-0.000397402630947774	-0.610218599561959
GART	-0.119430050435152	0.000182445132981855	0.0183593519559681
CAPZB	-0.482345867312189	5.10167391223181e-05	0.0341045478371658
IST1	-0.124362685147261	0.000238296092002072	0.0594650299800311
AP1G1	0.199994283804715	0.000135514120218626	0.0371971651076002
BCR	0.26411332966557	0.000742822007806483	0.113985626056905
BDH1	-0.966340583446989	-0.000318000623863749	0.112745032577853
DGKB	1.7773562905185	0.000695978817063129	0.0993884317152255
SLC25A12	-0.0195811278565967	0.000183039043837801	0.0857656360674347
MAGI1	0.820277823337708	0.000128412647665314	0.0943803395184131
COPA	-0.314667388328342	-0.000348861915432566	0.027945412284031
CFB	-1.41109126025226	-0.000443982165017756	-0.0200091979176028
NRBP2	-0.715665608736218	-3.22163423090458e-05	0.0636586730258672
ETFA	-0.333258479298397	0.000460323362702836	0.220014610686611
BCS1L	-0.263540549112776	0.000317347272140908	-0.169267982112301
PLD3	-0.820076792224411	-0.000264766284044394	0.254114817982737
ISYNA1	-0.429796489297096	-0.000528913648797332	0.221192066808267
PPP1R18	-0.758516914838858	-0.000429775278628597	0.235490980660206
PAK1	0.0997261165179756	-0.000137892169534341	0.199322281340023
RRM1	0.048927939175153	7.06814686681894e-05	0.177502986236356
DOCK4	-0.037659478408129	-0.000168664894879335	0.0458413984683995
RGS10	-0.478035347386542	-0.00014647337027082	0.147555659639823
GNB1	-0.237214798293867	0.000747426101290748	0.0509901705753272
MYO9B	-0.0962059272007605	-0.000334300292359126	0.0486824246985357
PFKL	-0.71055023425052	-1.59401950378741e-05	0.0512770763605079
PLCG1	-0.578497030163632	-0.00043645239161768	0.0970741409106951
PRPF8	0.170128796979613	4.81840470499138e-05	0.0100355894028196
RNF213	-0.656867560604894	-0.000362000413396407	0.0771958807541933
BTN3A3	-0.734265233701266	0.000137718526922038	0.0788979539170693
LSM2	-0.134404253605786	0.000245983900517205	0.0419187480943229
CLTC	-0.118333343742918	0.000139885988006922	0.145461281337094
NTM	0.683523760473117	0.0010868767301178	0.0984879156419226
ACBD6	0.0268596268839008	-5.72080505330704e-05	0.160271077960247
DDAH2	-0.240517516146784	0.00025400339711808	0.0992259367651902
BZW2	0.117611770504736	0.000225954655774801	0.0391795758031195
CAPN1	-0.54454507514112	-0.000333312362953807	0.112511731231868
XPOT	-0.28693953936234	0.000114930962745789	0.0355870367340511
DPYSL4	0.58797479488329	0.000588300090359033	0.0224001633115914
PIP4K2C	0.521101994009505	-0.000291663342103032	1.05277212649954
NDRG1	-1.60295937813473	-0.000419928447314999	0.172012145874339
TXNRD1	-0.425418871171684	-2.74193698105102e-05	0.0705638824489844
MRPS18B	-0.519991167810171	-1.17683344623365e-05	0.0342895108872513
PTPN12	-0.287305449016197	-0.000547178464084622	0.138676839508523
CHCHD3	-0.232989860905032	-0.000126556893771846	0.0391034738596566
AP2B1	0.356867171683025	0.00015070300369343	0.058786042889724
SRR	0.371939480878079	-8.69748914032565e-06	0.159733155761656
LCMT1	0.057837120655865	-2.56035365714506e-06	0.0335254641032954
GBF1	0.468661204285241	4.57797568209139e-05	0.09685824242021
SREK1	0.478985358980246	0.000247011298212411	0.131039396689759
ATP6V1C2	0.046138173773676	0.000417950023214368	0.0430784741465475
STRN4	-0.44181705330663	0.000131746171048987	0.0762935210649485
ATRX	0.396826884255638	-5.23895336908922e-05	0.0909239704486568
EIF4A2	-0.40058380282976	8.03429248064039e-05	-0.172991628543631
DLG4	-0.0710666686421971	0.000101893005346459	0.0102632298828805
HDAC6	-0.465218775613635	-4.84003587712204e-05	-0.0669101106525451
MARK1	0.694936633740798	0.000134015723210731	0.0173398356337807
AOX1	-1.46526284937777	0.0004396483780805	0.265328378314263
RAI14	-0.302737932186995	-0.000179401040817519	0.0948428806995083
OTUD7B	-0.406303963598587	-3.3329154221631e-05	0.122245919346284
VPS45	-0.0659894750981389	0.000142026768426254	0.0825727241053664
LMNA	-1.09487714395393	-0.000553151594246103	0.36958461882755
CD47	-0.394461998067906	0.000432262049628778	0.0898268440986848
AGL	0.0856030808001124	-0.000190317078998618	0.163451359808252
CSTF3	0.590311746374389	0.000277325084951034	0.0559784584618588
NUP88	0.10902342174315	0.000118361115125546	0.0302283232411108
KPNA2	-0.248392386267409	-0.000211647422976389	0.036685004401772
RAD23B	-0.136869101770158	0.000417597833474711	0.0394827364236302
MOGS	-0.672071773474635	-0.000267690691245338	0.238457662713334
ADD2	0.874385798681793	0.00043233853009869	0.075555936712284
ECM1	-0.826546384829289	5.14909995864632e-05	0.184728937216714
AIDA	-0.556827870730634	-6.98261703347516e-06	0.0598310522107389
ACOX1	0.11332638671074	-8.80529601989435e-05	-0.156050568753319
RAVER1	-0.220341463842396	1.73229759998494e-06	-0.00219502452051972
NDUFS4	-0.176271529249676	0.000222203661363347	0.00764641477350522
SLC25A3	-0.117708303615427	0.00011335108899287	0.0698415068178445
DDX17	-0.237663327657191	0.000405647557932081	0.0625359173036125
ARPC2	-0.218071304291278	-0.000264321742359362	0.0846894728451059
FKBP10	-1.41584893641651	-0.00126173452607475	0.0851616401141478
MLF2	-0.0329689829227755	0.000336100514626983	-0.106557308065555
ADCY2	0.194835955654956	0.00039536575035852	0.173042120603003
DDB1	-0.322091842511294	0.000256670946605904	-0.0162563574588395
CELF2	0.746421136512188	0.000242834225941798	0.105880829165535
VAMP3	-0.458635158822148	-0.000380458141069149	0.0337808968363016
BID	0.774909815587313	0.000528897040908149	0.156343857031539
AMPD2	-0.579078233825358	-0.000207632388802152	-0.00284760509559474
PALM	-0.00882419835835837	0.000370199928738811	0.07563792237933
COASY	-0.378980478129121	0.000217909201456336	0.14560076510157
PKN1	-0.585702401647544	-0.000283459202582705	0.125866487570723
GIPC1	-0.902620142609165	-9.36834497988754e-05	0.0985108859483973
DIP2A	-0.196728398913735	3.60749437260286e-05	0.0752760353489276
MYOF	-1.18928463617597	-0.000432323314137405	0.105337142907879
HK1	-0.295003759460349	0.000251259765547495	0.11822880633384
WASF2	0.0588422028158538	-0.000372771481564628	0.404561591166415
CELSR2	-0.195400922804483	5.44718635670313e-05	0.103962594270705
GPC1	-0.748008222969804	8.01743465917043e-05	0.0486832636924125
AGPAT3	-0.282848794916004	-0.00013982128247576	0.0780464205732134
SEC13	-0.421495305010319	-2.34519917162766e-05	0.0205388275416038
UBR4	0.00418256666769735	-6.41901105841563e-05	0.0571806985177496
GNG2	0.149044751282416	0.00103354945500508	0.143378333625089
PLIN2	-1.79194726552826	-0.000439445577310899	0.205766716381272
HNRNPC	-0.514445765963563	0.000313726801035573	0.0408465318934369
COQ6	-0.0916665873794347	0.000288093087874658	0.0368929891944527
HCFC1	0.583156821131349	0.000191353696850846	0.0310891771703134
LAIR1	-1.4499544938148	-0.000479180680439186	0.272641944250249
PRPF3	0.0514787839405541	6.90945068379548e-05	0.0391654086496668
ARHGAP25	-0.902548067404737	-0.00067252542017042	0.313780291890493
VPS52	0.0884760992772162	-0.000161949247381188	0.0379015118237339
TKT	-0.658936472367834	0.000415805896252889	0.0797386372810105
SLC25A10	-0.436168888350481	-7.94080239877307e-05	0.106155432942825
NDUFAB1	0.0379692807536774	0.000348611145864248	0.00123408572150197
APEX1	0.332777689528085	0.000831282192908296	0.0166413274449947
OCIAD1	-0.255313270889905	-0.000182534873005343	0.0880391731579151
DCTD	-0.965045535036573	-0.00093422257109833	0.231592863287311
PGM3	0.0339054446351321	0.000633801254283943	0.0975171462149774
BAIAP2	-0.554832199157586	-6.38361473265798e-05	0.0675753388587663
NBAS	-0.00996768360993486	-0.000119346237948192	0.0134204439441028
GLB1	-0.731320481889892	-0.000264088683427957	0.0616965591828688
TWF2	-0.863144248596205	-0.000395902004132282	0.147473285907173
RAP1A	0.370337416973588	-7.1298230782546e-05	0.0755288566407197
AUH	-0.228360988136374	0.000150167912680773	0.044957217880333
COPS2	0.0490242780152007	7.43560901981211e-05	0.143100110193458
SYP	0.389669013771539	0.000555342062755268	0.144787043814203
CAMK2A	0.979680316786949	0.000347233681946261	0.116234668950498
PLSCR1	-1.4479266233172	-0.00121741396057268	0.160733100533496
PSMA5	-0.482517311803681	-4.88141355819778e-05	0.01027392950112
HECTD3	-0.338948824003	-0.000221663861091397	0.0241213104543234
C4A	-0.979116291747527	-0.000562617553138807	0.122712144592593
SH3KBP1	0.611389514191861	-0.000409094551197718	0.0912164051916538
GCA	-0.747614626180316	-0.000707708829036506	0.0963160656804157
PPP1R7	-0.0823869817854595	0.000244572829961322	0.0219767104181005
SOD2	-2.370212180934	-0.00149471275783683	0.184986230385379
DNAJB2	-1.15051323842449	-4.92745416465743e-05	0.113751847296617
SON	0.288786804336329	-1.21989978140723e-05	-0.0172049702058848
ABCA2	-0.610520981732472	0.000157164194104874	0.0318522339843523
XRN1	0.8072231188734	-5.85191311636074e-05	0.269027279443205
TMED5	0.0537493709214185	-0.000306513126386108	0.0884041393020895
RPA3	-0.790324149278948	0.00017114803842959	0.0272015872893904
CSDE1	-0.0325085522753035	-0.000234806886317411	0.0432627548494366
PLOD1	-0.511514744220645	-0.000549970380470648	0.161468118752978
SRSF10	1.20768329577342	0.000186453609454616	0.00829067411028551
DLST	-0.282482794441623	0.000265095098428186	0.037947505912563
SRP54	-0.432791037416782	-1.52236296573368e-05	0.0490196386068827
EFEMP1	-1.82743497662454	-0.00057604323721692	0.362507585672963
LRCH3	0.278668425048803	0.000295485517068617	0.0561532179067267
PHKG1	-1.52433292522571	-0.000122863733952026	-0.0582016212508355
CHMP2B	-0.296108541074561	-0.000114661408086091	0.0560118617552969
CCDC90B	0.290474752562168	2.2924485423091e-05	0.0209072759445524
LACTB	-0.416063234900274	-0.000185995500919845	0.0111164672474447
INPP4A	0.0550200309507337	0.000102340452330589	0.099644527045539
MPP2	-1.12076874362512	0.00019747407810801	0.121609436109792
TRAP1	0.0102502629838162	0.000212795036109897	0.176741830347228
MANF	-1.25615486147653	-0.000421417446769423	0.036003712879577
PMM2	-0.522520256204843	-0.00068720553247146	0.156137932643932
RPSA	0.631936203902998	-0.0001147127745026	0.0626741341536865
SERPINF2	-1.44442445887268	-0.000493352057501844	0.113645398082626
RALB	-0.73819854129991	3.2951241140008e-05	0.0703418174186359
OSGEP	-0.318908220429381	-0.000140057240390593	-0.0343429681629797
PSMC1	0.212944229374815	-8.305799688131e-05	-0.0322936011854777
MAP7	-0.490775928438637	5.03817893491706e-05	0.0870888306673473
ECHDC1	-0.331425741206422	-0.000163978009686557	0.0760619490648309
RPH3A	0.72318269826757	-2.35094220275724e-05	0.125951689525603
RGN	-0.789766664915929	-0.000582332586412128	0.27617378897378
DKC1	0.305332838821265	-1.19614012300482e-05	-0.00696321635296658
OAT	-0.0240700153209864	0.000219455682048167	0.0504724899267583
DBI	-0.361280059550721	0.000360707701233543	0.231300707151399
GOT2	-0.458135461395129	0.000545622794832867	0.0456783010936162
TUBB	0.234191144385989	0.000275305178639988	0.158829689657999
AKT1	-0.770267998806738	-0.00031376344449144	0.0836344395062524
CTNNA2	-0.302676023412306	0.000176780691491015	0.157732031824449
PSMD11	-0.153212983114785	-1.73453833549744e-06	0.0455583014632425
PPP1CB	-0.477240293366903	-2.49916335410162e-05	0.165014080034825
TEP1	-0.739130205360299	0.000247821771801553	0.00634825653959555
ACIN1	-0.384671321336285	2.40059101192561e-05	0.0362486019987548
TECR	-0.199784533920497	-7.91266365213682e-05	0.00217147108083667
HERC4	-0.0157966479681597	0.000160386684559274	0.0540189589358904
LRBA	0.325418945802564	-0.000184623415296476	0.174564421914344
GYG1	-0.110841287715909	0.000418376923557642	0.147587284057888
RUFY1	-0.131971555829866	-0.000465428075672693	0.0448630149557968
SHROOM3	-1.92178747670057	0.000495744941965314	0.204300487131547
ANK2	0.020393419474418	-1.66334513854091e-05	0.116888772335559
CCDC88A	0.745776200741854	6.8904644996887e-05	0.00375519179256788
GALE	-0.343519248743321	-0.000430381848966188	0.156169914384735
PPA2	-0.292102011543333	5.78897925934743e-05	0.0897035157701803
SND1	-0.457035841454346	-0.000113965327134921	0.0713614230394031
MFSD10	-0.315041217302313	-0.00040298952674771	0.151341124441725
IL1RAP	-1.68928607397619	-0.000789152312481243	0.0276711190343101
SAMHD1	0.182342081632919	-2.54166386766219e-05	0.112781219052952
RRAS2	0.122964520693095	0.000825517568006708	0.126675869324674
GTPBP1	-0.1378498390964	0.000173664605477099	0.0101434239665594
RAP2A	0.715337154044913	0.00086188221384147	0.0357407303548716
RABGAP1	0.851557944157993	0.000331325335842559	0.0478068893730123
RAB3GAP1	-0.0143238399143396	-0.00019223810791405	0.00672902723034073
CHN1	0.555591920787144	-0.000227656492348933	0.093923537381805
GNL1	-0.501155906027865	0.000237215873714374	0.0738075462583666
NCAM1	0.971423202663654	0.00128660785036988	-0.0322533629313745
NAPA	-0.761324343502641	-1.40768885376538e-06	0.139031671747605
RPL10A	0.476186919314129	-0.000456442051287157	0.229164368544931
MCAM	-1.31877248609702	-0.000211868232132352	0.326136304785998
SLC8A1	0.731840348005109	0.000332787190825818	0.141980186431031
VSNL1	1.39598016385117	0.000288369717949575	0.111032660460605
KDSR	-0.510252259160615	-5.88748966740554e-05	0.0391098590801773
AP3D1	-0.0363990464771504	-6.26685465807722e-05	0.0374982508151375
CIRBP	-0.507047167293499	0.000901223636030187	0.301689649205934
SF3B5	-0.322406455483753	0.000356599607337233	-0.103748333673523
ATP6AP1	-0.995298188956145	0.000244960132151689	-0.00744233426841141
TPP2	0.475997058789612	0.000352639128313707	0.0866507133139149
STIM1	-0.5325828691108	-2.47510568124322e-05	0.142792452905863
MICAL3	-0.188144587581022	0.000185092421385398	0.0422170181284512
THOP1	-0.262274361899966	0.000356639098612846	0.0452341502878599
SMC3	0.995437414747936	0.000507349059011496	0.0682210526703678
EMC2	-0.0540403522489963	-0.000202641684864074	0.0535946656254195
SORBS3	-0.553703628325122	0.000346782574191003	0.485850821101676
