gene	pvalue	FC	fdr
GALNT9	0.05126064736126883	1.816928021099675	0.09454296649157132
TANK	0.005434723918145981	0.752048780145706	0.014643837151099246
LILRB4	0.0008844519898378241	0.5495498782170075	0.0032888992251702844
RDH13	0.00034977013243615325	0.6335141665237201	0.0015359546410498635
SERPINF1	0.0003927845246469513	0.6425877357122637	0.0016823178613051316
ZNF213	0.044591660221739854	0.9291069478915209	0.08434240259062857
CORO7	0.0218621869451874	0.616760363890071	0.046733754431388046
PECR	0.9905496898600169	0.9757841260256059	0.9971904979620272
EIF2D	0.05228213495798596	0.8898044065076683	0.09602170600973524
LTB	0.049071258864089584	0.6608344757417893	0.09120055273375964
KCNIP3	1.6933973288147732e-07	3.0239107450050486	3.779005953308434e-06
ZNF814	0.09693057497443769	1.0491643850449885	0.1598876240897469
OCEL1	5.6057913367755346e-05	0.6202744094966067	0.0003501223310907055
GNA12	9.011672891241823e-07	0.48814579632214455	1.349770346237649e-05
CD99L2	0.00020946124788283083	0.6959671890404112	0.0010101915762754164
ERLIN1	0.0047418995485173825	1.4621246440941782	0.013093613542181626
RPS11	0.6933949103151436	1.0462928102610924	0.7695267703791826
LTBP4	0.695894823170777	1.135897078879305	0.7713831949804816
NLRP8	0.02516381605216867	0.35364817848289726	0.05260438195975251
IRF3	2.2488465001022254e-05	0.5821368530235242	0.00016644657951257866
USP29	0.06470891355418669	0.45071973500849866	0.1142114375251679
CYLC1	0.2023407551103098	1.932856469588328	0.29375467757472995
SRD5A2	1.0	nan	1.0
TRIM61	0.001351656008813337	0.5360869842761128	0.004672257670730299
YBEY	0.0678890366985915	1.2610478590531582	0.11879575758071724
MT1B	0.8213779175874896	0.7833450406374319	0.8734573409568398
FLRT1	5.534171727924161e-08	2.339486797448178	1.6705279190304634e-06
EIF2B3	0.7852966840226394	0.9582849286728297	0.8451061004674855
NPAS1	0.025399363918752096	0.611869830001094	0.053022760329026426
ARHGEF4	0.032867408924913695	0.717413154043235	0.06559783946165193
SCLT1	1.1077257597089369e-06	2.09719943706862	1.5803375794108418e-05
DRG2	5.24886336962924e-07	0.5187649644105555	8.840742399853661e-06
ANKRD35	4.0735242462878905e-05	0.4773641442906066	0.0002684209015609576
OAZ3	0.7697300907025353	1.073118860231655	0.8324491868382704
CACNB1	0.708443533546427	1.1003356266163387	0.7817928511568537
CRYZL1	0.21486936735330986	1.2581012484683194	0.3078572265006305
KSR1	0.7363266534700827	1.1677692719348516	0.8046236184296266
AKR1C1	0.00016664647796007636	2.1743711400105874	0.000843177882060135
ADAP1	0.0010725520874296426	0.5536012860675453	0.0038548783848206566
SENP2	3.1247045874154885e-05	1.5327740486535941	0.0002167840273469657
EIF2AK3	0.04111905629541457	0.7628882542808161	0.078885725259685
SAG	0.052694120516428834	0.5847029068727944	0.09663497427350472
LIMS3	0.4118436353895517	0.5955635286329432	0.5165610090937544
GPT	0.0028343421713814265	0.5007003160672934	0.008513597039279114
CYB5R1	6.0401698594517315e-09	0.42783460465042633	3.5794571819272655e-07
CARF	4.978553223973216e-07	2.8557830467774585	8.490373876379348e-06
NCALD	0.019276942278165142	1.5780627121753128	0.042049506367943884
YTHDF3	0.0010854573287301852	1.275168940158502	0.003890214079241536
ERICH1	0.012567271497360661	0.8278259186722395	0.029423821836909825
APOL4	4.403772939577563e-08	0.3500339038561344	1.4317514259885292e-06
BSDC1	0.0070290208785783155	0.8034037248710221	0.018134423550892426
HNRNPK	0.13078392209288547	0.8671046607244556	0.204713808795392
TCF19	3.188833142320955e-06	1.2947472954478327	3.533641929254847e-05
GGACT	3.9064357771108365e-11	0.22379975461596904	1.0990973307050539e-08
CACNA1F	0.038508195869297226	0.5988344824026944	0.07479253389585344
ZNF180	0.24642871834614033	1.1544429189292764	0.34341096817737005
NFATC1	7.3845864894130006e-06	0.46212320326025935	6.857834801148269e-05
ZNHIT3	0.8457155330124942	0.9987981101603982	0.8922437350073466
POP4	0.0009861143852001179	0.7229694041697096	0.003593780500074226
NCLN	0.012809080190994257	0.7141970421533335	0.029891227697119355
TNFRSF1B	4.6389493042649676e-07	0.49425928636937316	8.042812399439428e-06
TMEM41B	0.003551928673355632	0.737936462166048	0.01025193421781861
GAGE12E	0.07153163625011547	2.1616597825395827	0.12410058913444098
CRTC1	0.24781074266584657	1.2354004548758593	0.34492997245059975
EPC2	0.000532868476879802	1.46611345282165	0.0021566689223008707
GPAA1	0.037566549987116886	0.7427982543275851	0.07328434429392536
PAK4	0.0010346781713813614	0.6663452596907484	0.003740014035739216
PKD1L2	7.673797135417772e-05	0.35328149932464387	0.0004481608814847314
EIF2B5	0.002729598694642927	0.7832777345584963	0.008252134323558782
CHN2	0.9124216702906506	1.3095214088996665	0.9407191653601791
NLRP4	0.05939177738977253	0.3363436879859038	0.10656358827072106
MFAP2	0.0014581284698630837	0.4803991139774631	0.004953283364307337
ASB18	0.21359015900230116	0.906747982798028	0.30658883203840115
MAPK13	0.0011250188795666719	0.5618780651242905	0.004006145450298273
STK25	0.017277839493770483	0.7909355001480651	0.038378593204227054
PODXL	0.4157106773888879	0.8076673997726854	0.5203320255883644
HM13	1.5854531434052032e-05	0.590546535443793	0.00012485619665776352
STAG3	0.7439936277607726	1.0818104827171398	0.810851463297646
FLOT1	0.0011521649417013634	0.7262305405924561	0.00408140955657866
DSN1	0.00046370523714347095	0.8082762064372288	0.0019197180133049443
SDK2	0.006346747564711973	0.5699547002903154	0.01666044742209355
STAB1	4.0255156821032716e-07	0.37552238026793155	7.183092887330098e-06
AFF4	0.00016218969767658133	1.7656092965927472	0.0008248677534820163
PTGER3	0.5905216982286906	1.1589481477269892	0.6814806546120991
SLC12A8	0.002014906729231586	0.5812466105758313	0.006430499339923356
CNTNAP3B	0.4699788045658785	0.6222217129175486	0.5710062011864235
HIVEP3	0.0011939877828680457	0.5480575658846607	0.004205181777904771
TSPAN33	0.000658895278454426	0.5939891345893255	0.002571011988314022
LRWD1	0.0018814716701053109	0.611197789299581	0.006083539511422628
NRG2	0.14988129941961983	0.7926350145915171	0.22929949442378209
BTBD10	0.25763683934747483	1.220798762464963	0.35653445457653127
AASDHPPT	0.5823725428986266	1.0780618007907763	0.6739197418770092
POU2AF1	1.6599583963835412e-05	0.46116657693461066	0.00012962892386743046
PSMD13	0.0140809211598456	0.8018740905736611	0.03228935447538556
TP53I11	0.0026696127818691805	0.612342834469576	0.008094262300126626
PABPC4	0.46582929341623835	0.9397242087606642	0.5672482475460331
FMR1	0.0022567297073649226	1.4015502406268492	0.007047408122100645
RASAL3	5.112283126309296e-06	0.4323125771397286	5.10048112134428e-05
XRCC1	0.6933949103151436	1.0750873969843822	0.7695267703791826
IL13RA2	0.0034008533389691003	0.31015708995782854	0.009901367123429755
KLK6	0.298049982080694	0.49944621374141673	0.4003609648802376
MAP2K5	0.5346066053917682	0.9766444209296016	0.6312604585456978
RNF31	0.027708992202853847	0.7857887066101388	0.05699078732935198
SLTM	0.006281909893295749	1.4289875164971768	0.0165196143364956
ALDH1A2	0.0032202436083542856	2.1028373260084927	0.009468884250984
MARK3	0.708443533546427	0.9396267773734858	0.7817928511568537
MYO1E	2.0697632652788748e-07	0.37877671493339937	4.345276694013789e-06
IL2RG	0.0001167549644540018	0.49551110869172194	0.0006305337443341841
SETD4	0.0004756220982976492	0.6878869645013382	0.001960806877556083
SNTB2	0.5104000453371574	0.8100329866589947	0.6089266363674315
ZDHHC12	0.00010233308817543203	0.4633012028417181	0.0005680576407833585
HOXB7	1.7363157178349333e-08	0.2253264295923815	7.261460201669458e-07
SPAG11B	0.7078430984067452	0.5033983268779062	0.7817928511568537
TMEM163	0.03370805666483085	1.239295847479368	0.06692884984806564
TMEM14B	0.8776268494380973	1.0371574135654895	0.9150682679294837
DDX56	3.517088478698921e-05	0.584523317954956	0.0002382235885094273
MSH5	0.6661211072836425	1.6496078951539381	0.746883496801801
TRMT44	0.04078475028412949	0.820682910430316	0.07837165061104982
IMMP1L	0.7185400000911154	1.0515356468892703	0.7902066944894782
MBP	0.5257376425087739	0.6065962899494662	0.6234470142961427
IL32	9.03271361816963e-09	0.3966900927693284	4.707372135304343e-07
DCBLD1	0.001992081015671852	0.6513449443996802	0.00637027314865359
MYB	0.16736229882969555	2.147752476256906	0.2516541558862335
ARHGAP29	0.004894277021533939	0.7615345316039167	0.013430648063273947
BRD4	0.0008952478162735894	1.3714510767326291	0.0033234644995918145
CPA5	0.17366033465356812	0.5226500828650229	0.25899229608000784
TYK2	0.0005533352409008837	0.6286116155225975	0.0022257768748065285
VAV3	3.0796011713439465e-07	0.3427096481504942	5.8236342748178646e-06
L3MBTL3	0.015607498428823158	1.496315248776301	0.03521574744178244
TM7SF2	0.4195990800768631	1.1243608363941442	0.5239518040790653
LRRC24	0.8429398987346063	1.5497275353301418	0.8901383838370592
RASSF10	8.011941122854886e-06	0.15045542083018654	7.298898959170475e-05
PTPRF	0.9554706371957398	1.1790524128285802	0.9720379066699956
GPR107	0.000303179923971368	0.6695858985569719	0.001368325286003227
SPATC1	0.0002877725614587154	0.3284026175867233	0.0013087890186054872
KCNMA1	0.4041738664784571	1.2579069366678797	0.5089224516864541
SEMG1	0.8732591412669235	0.44025156775252927	0.9122857569782806
MICA	1.550771514265482e-09	0.2030886281947325	1.4237368114647707e-07
NDUFAF2	0.04495214636859969	1.3459425358511847	0.08487927126014683
PCIF1	0.9662581666316779	1.0252449392601575	0.9801985718524475
RUFY3	0.00010449313617959098	1.455155774507567	0.0005767956012355677
RNF114	0.00019071173228196904	0.6935734721203041	0.0009340025385030983
GNAI2	0.0009861143852001179	0.6883508123043847	0.003593780500074226
EIF4G1	0.0001339936902826757	0.6026756401331055	0.0007093618757450644
USO1	0.1966867624302039	1.1242919906733906	0.28672091678328115
ORC3	0.0016386342084533483	1.2308397213045743	0.005437258340746232
USP54	0.026534200784656042	1.43000727070515	0.05498941563781525
MCMBP	0.7286858440579855	1.0124556544354162	0.798095220105294
IL17RC	3.553615330075007e-07	0.4656637425459378	6.518272260206942e-06
CDHR3	0.3617554064234161	0.8799647127840728	0.4665849502414114
HLA-DMA	0.00025226876861693647	0.695543116017734	0.00117568393243648
ZSWIM3	0.869628246381308	1.0536365841448962	0.9091894558431908
LANCL2	0.017437193435502617	0.7357612424979234	0.038688909401912205
UBFD1	0.05146624193208599	0.8375696950095066	0.09478540076859282
RPF1	0.0648853127589627	1.172950622021886	0.11445523711060827
ZNF782	0.0004187687338770304	1.7005179607754362	0.0017709220037152988
DDR1	3.576672612042749e-06	0.4666165466460013	3.8643330495600894e-05
CMC1	0.19904382528807318	1.3483765842843316	0.28956137440717317
SPATA13	0.0015643293519696276	0.5186987515766905	0.005239764043015091
PTP4A1	0.22119148337579064	1.1230457138138528	0.3149290392877167
NFKB1	0.888310979515776	0.9411224774839517	0.9230578375580598
TMEM237	0.22247174518182578	0.9306465462497874	0.3163198353067508
TTK	0.5916918539661729	1.6492327099224324	0.6820314832439902
PLEKHG4B	0.3124161015764655	0.8570536020439551	0.4144419333557979
CTSA	0.0082583680430339	0.7272839221096307	0.02079733134657727
NT5C3B	0.6685830475511172	1.0561660346766186	0.7486963925651423
KRIT1	0.0004241545616395806	1.3589022243540974	0.0017894273042123165
ANKRD49	0.0009861143852001179	1.4136237716681013	0.003593780500074226
MOGAT3	0.0015082209363273607	0.46905264615966025	0.005096444921064021
PLD1	0.46376219407313823	1.0558818804291497	0.5653527565725446
ODF2	0.010362723710112322	0.7886829468189607	0.025091158980524764
CCHCR1	0.00203797222903893	0.9520505964511096	0.006493585672782018
ST3GAL3	0.0070290208785783155	0.9065117895362469	0.018134423550892426
PGAP3	0.0006348114787867622	0.6434296677218213	0.0024924051833863595
ARL6IP1	0.0016197594789283	0.69453461475705	0.0053897686773954085
GPR27	0.5548339428606811	0.7918174897351202	0.649217634124573
KHNYN	4.9083780427671335e-11	0.2777594945698662	1.2710201210696644e-08
PSMB10	0.06058600749199107	0.8168843384419985	0.1080982244235817
PLEKHG1	4.079381655050554e-08	0.34967836168642485	1.3510759541278648e-06
MAX	0.00010304882183768302	1.4049952251284006	0.0005706006481693454
COL6A6	0.007925021051291276	2.142043822393458	0.02012950802864537
BCL11A	0.2706629953488259	1.3006287666965672	0.3703380397363587
PRKRA	0.038826924876542164	0.8129228726485673	0.07525424216664305
TAPBP	0.173161378143721	0.7708660543009125	0.2582916457049072
XIAP	0.7210718950473884	0.865655546860739	0.7918607318465867
NCR1	3.4568805598642017e-06	0.2461766809860059	3.767435583423201e-05
PHACTR3	7.993028609615558e-06	2.011658580788518	7.285415325811628e-05
ULK3	0.001034683040983895	0.6799240222639718	0.003740014035739216
NIPAL4	0.014147302807178455	0.44417907293552544	0.032433181322343775
ZNF689	0.16684261970303038	0.88925758916645	0.25093662494847596
ATP6V0D1	0.2026180245796778	0.9452788316453945	0.2939885995354824
SCFD1	0.4952997327844344	0.9104843823809002	0.5945542961321992
CSNK2A2	3.033317236223514e-05	1.6346011064066588	0.0002116037327111986
SNX29	0.008680195763804122	1.1260255557730054	0.021714582625842898
RGS7	0.00015361048892202804	3.0105774013984505	0.0007893921848055147
TRAF6	0.017923012799157235	1.1924421075376181	0.03953907666686592
IMPDH1	2.733059202779365e-05	0.5274389331321478	0.0001954280710817093
PAM	2.9009848676346582e-05	0.583604860063297	0.00020430266641342809
PATZ1	0.798335054818018	1.1484988511919378	0.8552934782224113
EDC4	0.006217669063580896	0.7252750989973535	0.016399356674246784
SRRD	0.0070290208785783155	0.751295563501108	0.018134423550892426
MTM1	0.08528088664608964	1.2263543284582004	0.14376291794140067
PIK3IP1	0.6465568125594251	0.8852467062811155	0.7301682703467466
TRIM38	3.498610537600529e-08	0.3680998751587344	1.2131637279905147e-06
PELI3	0.04679164419770239	0.9963887026047135	0.08767990096648567
CD8B	0.0005885823868127902	0.5041648667761689	0.0023466567376248036
OPRL1	0.00020944884580604442	0.8108020563484489	0.0010101915762754164
CCDC74B	0.7261447361012761	1.045790954164369	0.795902540103223
ADCY6	0.00016218969767658133	0.5490123947724518	0.0008248677534820163
ZNF655	0.20142146582483622	1.0001745717834114	0.29249196467384636
STMN1	0.14892612249492082	1.1185141766333633	0.22799567690405234
ARL6IP4	0.019276942278165142	0.7767152416102252	0.042049506367943884
FN1	5.4466418820924315e-05	0.4435930851696596	0.0003419881201587377
KANSL2	0.09160470375088388	1.1988330412888633	0.1527089797499211
PARP12	2.6104134224836592e-09	0.34549366780403973	2.0376174199554168e-07
ATP2C2	0.007621502936377891	1.6930075620971896	0.019450584837920185
RAB27A	3.553615330075007e-07	0.446733793339103	6.518272260206942e-06
NOL3	9.372994573488866e-08	0.40133018222670636	2.4531771173951137e-06
SCNN1B	0.00017879446660046296	0.321357933261776	0.0008906548084603889
C12orf57	0.01394890490392668	1.5212015555130114	0.03206131093432051
LRRC9	0.15126258351416194	0.1808839633592253	0.23115323133138727
TFAP2A	0.0007273356414525284	2.2839350126068245	0.0027980333519210115
HIF3A	0.1966867624302039	1.491219675828031	0.28672091678328115
PSMD5	0.18746284804243907	0.8592158268615391	0.2759536599205764
ALG5	0.8061854163535953	1.0773074133737364	0.8611006927704717
COL15A1	0.3027893674905606	0.8219649840113433	0.4049456413740844
CCT3	0.7800979321953194	0.9516184748028789	0.8410950018600989
CYP21A2	0.017437011530889703	0.8646520479467977	0.038688909401912205
COL24A1	0.5435497821020358	1.076374166158702	0.6392652426865415
CENPL	0.8963375241803869	1.0752115429860178	0.9288382122318426
GGT1	0.6636627592654534	0.8646730453281002	0.7448340785042163
MBOAT7	0.0016577111509409174	0.6484526214679579	0.005490277361406002
SPHK2	0.03787833433987833	0.7857019471565935	0.07378696197980478
GTF2I	3.8983989166745525e-05	2.514943673673045	0.00025919598650865443
PDGFA	0.16684261970303038	0.8139236027362462	0.25093662494847596
RHOT2	0.05785307872992924	0.8104376375005967	0.10443140811080034
ADAT1	0.00023300498021108798	0.6253374571611956	0.0011033178098236952
ATXN2L	0.011199498343036074	1.366243906224354	0.026715658473378593
COQ9	0.00029535996228934264	0.7387886128266097	0.0013388291562560406
CNGB1	0.05522143198622967	0.9885122683436915	0.10057343546147551
COG4	0.009772137833180759	0.7559463756428475	0.0239227010591503
TCF25	0.3546737322942125	1.0702011032199532	0.45935705449317676
POLR2C	0.00024245745279610255	0.6764201268969254	0.0011407603839867608
RHEB	0.010362723710112322	0.7176565168481533	0.025091158980524764
PGAP1	2.6526031463499178e-05	1.6078034527100853	0.00019044357840427144
CTSL	3.188833142320955e-06	0.5606167971996284	3.533641929254847e-05
CALCOCO1	0.36712440380543987	0.9844462983164366	0.4717584531893965
EIF4B	0.0002766287137123144	1.4279507983145323	0.0012688543044961167
ABHD16A	0.00010162336393497222	0.6215495955634756	0.0005648257169271558
CD36	0.0218621869451874	0.280325854359732	0.046733754431388046
SLC11A2	0.016197694659208825	0.7230345765675865	0.03637603950146022
ATF1	0.08839721832117459	1.1310071680030351	0.14821255785701104
RAB34	1.9090074618891644e-14	0.15092942862363515	3.38257032172141e-10
ZC3HC1	0.0014586733221375746	0.7059923577845022	0.004953283364307337
SYNE1	0.05696518914554103	1.1282060506352698	0.10318607508381124
ZCCHC7	4.009515468041265e-06	2.2317058640962646	4.211298433801018e-05
PHF11	5.68416354772431e-09	0.4696360875185152	3.437463955703995e-07
SSBP1	0.0010597889030728974	0.6702942476598313	0.003819853452715352
SHANK2	2.085320431352452e-05	1.7841791902047697	0.00015597210942648417
MEST	0.017759771525365873	0.5408799760746594	0.039247367380638304
AMN1	0.007854977536750825	1.3987766462485671	0.019957319611942626
PIGT	0.0016197594789283	0.67737001478535	0.0053897686773954085
ISCU	0.3947078086924153	0.9991935945962865	0.49959480407321283
CDCA3	0.16945387478706564	1.1915417449839487	0.2540876032285704
MYEOV	0.0009954112752571138	0.7566948504082353	0.0036269159749703476
POLH	0.049082254690960656	1.276536510164843	0.09120055273375964
NNMT	3.0164137637995955e-09	0.2504403016181277	2.2269931450318763e-07
B4GALNT3	0.3476782783860245	0.9434613904754878	0.45168604576711824
TMLHE	1.6028253359876842e-07	2.624867603621218	3.622507924536451e-06
HNRNPUL1	0.4060832517395333	1.2184255742909258	0.5107822203146725
TTC9B	2.328797822009595e-06	2.704572225568	2.7510346583759758e-05
HAMP	8.786499945201847e-06	0.4415836073584796	7.843223804988994e-05
TRIM28	0.0007546613939921228	0.7185497714718351	0.0028874638825623893
IQGAP1	5.342071318061274e-07	0.4780993908585232	8.938258893741994e-06
FAM81A	0.3356542442656846	1.237608268605045	0.4396730652874743
SLC12A6	3.241658215046059e-06	1.9555073241971366	3.574296323111457e-05
RPS17	8.712386505710861e-05	2.4981001469035893	0.000498143841544662
GPALPP1	0.05785307872992924	1.163026627577067	0.10443140811080034
TBL1X	0.9986499247717548	0.9025553717482412	1.0
MGAM	0.23158227518841434	0.460033213041516	0.326366526212003
EMC3	4.6389493042649676e-07	0.5658148984213625	8.042812399439428e-06
ATP13A1	0.005491628476191205	0.7512169504046822	0.014763490361042627
FOXP1	1.1268599086986379e-06	1.8098813315294038	1.596069602096816e-05
PRRT1	0.653865745360285	0.9155428662290844	0.7363105905331356
SYNE4	0.0012518203719409013	0.5924039790089118	0.00438746623860895
DTNB	0.9473852312972718	1.0845062311636646	0.9659197257239404
CCAR2	0.026304477205164396	0.8010151354791778	0.054583561494122024
LNP1	0.4783387589504242	1.13647778259417	0.579019297024359
PA2G4	0.0012372093385234163	1.3653641078995058	0.004343592682642444
PCM1	0.0006269672693852484	1.4982798875333256	0.0024714645264153983
PEX2	0.18297245100302373	0.9335953386935807	0.27053478465642333
CLIC4	0.00029535996228934264	0.6306083592121641	0.0013388291562560406
IL7	0.0004350974677398545	0.4859361290049213	0.0018256939452397328
IKBKB	0.0003364399820704475	0.6648408110095825	0.0014873702700364919
RANBP9	0.0002624515008072315	1.4807529372500579	0.0012148323257062004
NAA10	0.003291411909029103	0.7358538904904274	0.0096445390468144
JAG1	6.198397544111474e-05	0.4711241140444733	0.0003791142771284474
BPHL	0.6105329715886232	1.1678251631214933	0.6993363322502304
BOC	0.07534397548868674	0.7973917485246134	0.12962616775260127
ZNF789	0.008766836444854315	0.7307553060536234	0.02189114641577982
RANBP1	0.37073117795011246	0.9798712567510132	0.47532458336454725
SERAC1	0.010063573223791245	0.7433896053576675	0.024507484050626315
TMOD4	0.6636602048502054	0.889898069681036	0.7448340785042163
POR	4.5117376963030244e-05	0.580058694356667	0.00029208432678404564
PHF14	0.006281909893295749	1.2569298637703472	0.0165196143364956
USP35	0.0011385276867948563	0.5659690717527156	0.004043610359253971
DYNC2H1	0.11285985589595958	1.1806561923114924	0.18166458817410136
ACAD9	0.019102952565693287	0.8733386020769321	0.04174191842539393
PICALM	0.07207097066862297	1.1665722366311948	0.12488061394425831
EI24	0.0004296050143450674	0.6973346138122337	0.0018081166862660924
BAG6	0.09625159815624322	0.861344484489858	0.15895938102486915
CERKL	0.3424930658367994	0.7794556979923151	0.4462559477580887
UBE2G2	0.012931521448437506	0.8129064427351961	0.03012933971661593
ATP1A3	0.00018316924775222022	1.8077836805715684	0.0009058263748036812
ARHGAP23	0.0019694928542595643	0.8761852733225722	0.00631399382750592
GDI2	2.448010147934726e-06	1.563590766605757	2.857463228672952e-05
VSTM1	1.2904801964807232e-08	0.2731145957582329	5.97989787509785e-07
TMC4	0.5987259709804245	1.2356764390001378	0.688527095002735
NDUFA3	0.047544976315243695	0.7787846108950284	0.08881912865891439
PDE10A	0.0004463512800441691	1.4390041801142845	0.0018626703558885145
NDRG4	0.4910296026276926	1.0172501662117197	0.5904284425190068
ATG4B	7.148559001838271e-05	0.5484673201418498	0.00042433942027997427
GAST	0.0118389564354589	0.4374843908348228	0.02802598117299883
RPL4	0.7414351057110855	1.1017596871582798	0.8090102360671863
TIPIN	0.03314560819933043	1.1556723740185328	0.06601922568389566
MCM3AP	0.10179127283563921	0.8616567608180253	0.16652567291798462
OPLAH	3.115782370032507e-08	0.16688158337284442	1.106666470066755e-06
ARIH1	0.011091719596217688	1.0989377878792865	0.026540739976418797
TAOK1	0.0006923298446076866	1.4595589586152435	0.002683156718417235
GNL2	0.0759010959324117	1.2403105132438128	0.13042004643390254
BTN2A2	8.123299845006287e-07	0.5079568831193734	1.2408340513247103e-05
TTLL6	0.012930790647701853	0.7249593908923377	0.03012933971661593
C2	1.426943596925491e-08	0.3279224652499657	6.368769167234955e-07
GSTM1	0.6392324688233467	0.5324523226359654	0.7243531577920496
HSF1	0.22504816570496256	0.9548978243252316	0.3191890217022518
CYP3A43	0.37344387596199236	1.149117215920133	0.4781797975264158
GLS	0.45350369630579024	0.8675922826698221	0.5562915884279888
LST1	0.0027908136701292733	0.6721174179428858	0.008392808455706143
