gene	protein	rna	methylation
LGALS8	-0.0273685331340006	-0.8336260311790561	0.0
POGLUT3	-0.0256399624730165	-1.1992819824845478	0.7789979055680099
ZBED3	0.0273560584849315	1.0668962217909772	0.0
KLHL26	-0.0239830157603413	-2.1371046037799513	0.0
CUL2	0.0227128833636923	0.5645994271811308	0.0
PDCD4	0.0232498770972599	1.0020482180886974	0.0
ERICH3	-0.0241478053535309	-2.6910802140379992	0.0
APOBEC3F	-0.0202049464657273	-1.4317296632010652	0.0
CD63	-0.0248067465657576	-1.0249973266821149	0.8494824269815605
CHST9	0.02068487970236	2.024214441428735	0.0
MARVELD1	-0.0253057905873421	-0.7096482290474553	0.776019231369155
VAV3	-0.0208963340561377	-2.901253918889917	0.0
CUTC	0.0239010238161542	0.763051020194088	0.0
FRMD5	0.0195324237081501	0.7043825500329592	0.0
POLR1A	-0.0180912817551567	0.4620623915802216	0.0
RAMP1	0.0219933941851652	-0.807307517781021	0.0
ACSS3	-0.0212362700355088	-3.033029617157677	0.34940770259551723
ERBB2	-0.0214678007977912	-1.419030621063215	0.6686919314745934
OPLAH	-0.0199620433951275	-2.230213358492519	0.0
ABHD6	0.0214620914270498	1.1863228935983179	0.0
ACADS	-0.0219307964927846	-0.6995362323782003	0.3028793649232137
ALCAM	0.0270920447447912	1.394666415373383	0.0
HMGN3	0.0238917539722584	0.30565132520798866	0.0
SEC24D	-0.020417281719411	-0.7316542396391922	0.0
SHROOM3	-0.0251773368296141	-2.2822775010365652	0.0
SUPV3L1	0.0242389213744418	0.7145004124719766	0.0
ARAP1	-0.0213719570542345	0.26977167754817927	0.31682569771393726
CDH11	0.0218088638642917	0.3828752836066602	0.0
CLIC1	-0.0287488797320457	-1.49042175958515	0.6319954646005456
FRA10AC1	0.0229153223833763	0.8332948677295892	0.0
IFIT5	0.020895663719512	0.8107468035152253	0.0
TTC12	-0.0254967457211583	-2.2374282740582303	0.0
BCAT1	-0.0222082642830382	-1.6393042135546774	0.0
CACNA2D1	0.0216303044609514	0.5008552721647564	0.0
FKBP10	-0.023737578024394	-0.48909814802260265	0.0
KIF1BP	0.0271506731748176	0.0	0.0
PHYHIPL	0.0234416687032074	1.5692013315251037	0.0
CCDC120	0.0193215028754562	1.0946237771661522	0.0
CRIP1	-0.0195538999438947	-0.4510527948604536	0.0
MDGA2	0.0179995187973155	1.6489960479287742	0.0
MYO9B	-0.0208896644430699	-0.16706656937864886	0.0
SOX13	0.0213987499284216	0.2240115767668974	0.0
TLE3	0.0168994751234255	0.7708759702861969	0.0
IGFBP2	-0.019798646045237	-1.2209498162683052	0.0
MCC	-0.0227442191421643	-0.3687343655050334	0.0
CSDC2	0.0241101144632916	2.622720781225828	0.0
FLNC	-0.020035251985281	-2.154605165491379	0.0
SYT6	0.0244266917426843	1.0641698592240263	0.6768737147513844
TRAF3IP1	-0.0179990488744742	-0.1475207414151213	0.0
ADGRE5	-0.0209616275902206	-1.3325291506817336	0.0
RAI14	-0.0195773349608992	-0.47719812650399773	0.0
RLBP1	-0.0183104775559371	-0.15905316147148624	0.0
SEPHS1	0.025937351655109	0.6940189840012888	0.5655131963664055
SQSTM1	-0.0180483243803404	-0.36068290097693684	0.0
USO1	-0.0225030667085543	-0.053260298640174265	0.0
CYB5R2	-0.0177684024033289	-2.366548935303228	0.41395648550479547
HMGN5	0.0234728712298979	0.8299064089780231	0.0
STBD1	-0.0249556775552436	-0.49267808613533826	0.0
CLIC2	0.0229715987166138	0.5559883347573964	-0.5074247901985833
GOLGA2	-0.0178524451274514	0.16873559705739666	0.0
NMT2	0.0234888283426858	0.4986101916643156	0.0
NUDT5	0.0244316866957062	0.6500341500755303	0.0
PARD3	0.0219115548881441	0.7093426914776723	0.0
TIMP1	-0.0186298411670603	-2.8912861442617173	0.0
UNC45A	-0.0214810036406131	-0.21392130727788386	0.615438609677213
SFRP4	-0.0218448869324246	-1.8813397209918732	0.0
DPP10	0.0218323484945439	2.452050295454451	0.0
LRRFIP1	-0.0204218906817476	-0.5656679904806411	0.31617725661025137
SGPL1	0.0216698107105296	0.5601898677008728	0.0
SLC25A20	-0.0228584038466535	-1.6672874236073312	0.7365944909834112
ASCC2	-0.0195714274357474	0.009687063148710671	0.33892366686705994
CSTF2T	0.022827968901695	0.709640282155283	0.0
EEPD1	0.0209827518060172	0.9594462390312768	0.0
FKBP5	-0.0243001710788155	-1.1939577304798403	0.3183893826794198
KLF16	-0.0163945790651066	-0.561517714288313	1.0304932093661838
RIPK1	-0.0198872837957604	-0.39815919146090734	0.27386894399474604
SGCB	0.0195093522147824	-0.8419292529512722	0.0
STEAP3	-0.0190504223234807	-2.019859600603193	0.519271258403389
FCHSD2	0.0210168961896332	0.8934021751797303	0.0
GRIK2	0.0187447994234519	1.1253660077257166	0.0
LMNB2	0.0191583276200671	0.5488578361178276	0.0
TSTD1	-0.0186651118387012	-3.7254606533521506	0.0
COQ8A	0.0226586713956196	0.6327557533465111	0.0
LIMS2	-0.0193524359397823	0.8069256363019378	0.0
MARCHF5	0.019944262195612	0.5894081095937033	0.0
PARP12	-0.0209151954316609	-0.7743826613557978	0.0
POLR1B	-0.0228306876852978	0.4522191693533298	0.0
TMEM94	0.0194687142841518	0.19749586646204279	0.0
UBQLN4	0.0170985732854835	0.6962585314450718	0.34408054622720124
BCS1L	0.0171896001272455	0.28815133093367545	-0.6620282599644252
CASP3	-0.019334113757549	-0.6736207145320091	0.0
CIRBP	0.0203216567296909	0.38212889395851857	0.30156156338905704
LGALS1	-0.0223919378609298	-1.898474767538367	0.6809858519202855
RWDD1	-0.020606547146696	0.11390768975826798	0.0
TWISTNB	-0.0146290624839901	0.0	0.0
ARL3	0.0212513501369901	0.5362156629675323	0.0
BCAN	0.0251754758505813	1.3308872692306484	0.0
LENG9	-0.020340182148284	-1.317798737868389	2.535024041247602
LRRC8A	0.0193518274845611	0.7784106522112999	0.0
MGARP	-0.018107290797944	-1.716301339218255	1.4426694188706048
SOS2	0.0185210085548234	0.3512097774301923	0.0
FRY	0.0224472359974656	1.1969057991849819	0.0
NUCB2	-0.0201836450854289	-0.3270905902135025	0.0
DGCR2	0.0169906520628534	0.38695499248176146	0.0
ASAP3	0.0194352590595853	0.1753761106079811	0.0
DCAKD	0.0211786640200864	0.44411700911364427	0.0
PHF20L1	0.0203631774308257	0.40738915245798246	0.0
S100A16	-0.0206730224421217	-1.2015488442901605	0.5395970133818723
SMYD2	-0.014194470103264	-1.0070819369674506	0.0
ARAP3	-0.0182250397983044	-1.664601889285462	0.0
ATAD1	0.0155761965355777	0.5743861916148232	0.0
FERMT1	0.0199825214838088	2.448892502116052	-0.6234110737823446
FRMPD3	0.0220199115689651	1.3306970554154356	0.0
HMGN4	0.0264409196346069	0.19093421930691418	0.0
PIAS2	0.0179062646027664	0.05747816205199502	0.0
PLD4	0.0175526672824309	0.8600885824148179	0.2938282118937792
STAM	0.0212522191171677	0.6493213318332731	0.0
TCEAL2	0.0208556145300956	0.860377316602706	0.0
TGFB3	-0.0180270301201783	-0.7490716276252646	0.0
TRIM22	-0.0156986845739642	-0.8332335597740126	0.0
MMP2	-0.0160923359170044	-0.6003189955083489	0.0
NAA10	-0.018251143572444	0.27269246865999264	0.0
NARS2	0.0198852794649135	0.6746298690904463	0.0
TAGLN	-0.0201465321449488	-1.4384661315704024	0.783439099842828
WDR62	-0.0185336195729194	0.4804007721026609	0.0
ARSE	-0.0255558517236837	0.0	0.0
MAB21L1	-0.0193572458395437	-2.4068551211706315	0.0
ALG14	0.0174214978947258	-0.1188059279462271	0.0
DEPTOR	0.0225669637454237	0.1579434151547125	0.0
DLG5	0.0235021294187608	1.062199862241288	0.0
NUDT3	0.0178541475449637	0.42160211775042805	0.0
RELA	0.0183186192487562	0.28656181160058497	0.0
SSFA2	-0.0192172658406857	0.0	0.0
TRIP6	-0.0181185141079584	-1.2871779078526395	0.39321851724510026
CDH8	0.0208388686313168	-0.25915352339326514	0.0
LARP1	-0.0180456776458623	0.011518907765196035	0.0
MACF1	-0.0185578655430035	-0.009679674190390288	0.26607492586853704
MAPKAP1	0.0188163071830459	0.2779956018775104	0.0
NOL3	-0.0190074439268354	-1.004254239739374	0.8045454152960702
PCGF2	0.0172784540991378	0.5789433885264036	0.0
PHLDA3	-0.0163242624174989	-1.3643446858190502	0.4616807123466189
SPRY4	-0.0175763454611257	-2.0688167325744153	0.5048620615848091
ARHGAP12	0.0200258396319089	0.4953009029974451	0.0
ASCC3	-0.0188165809218427	0.13374144907136495	0.0
DGKZ	-0.016123179108222	-0.6413835275373531	0.271619287813037
FSTL1	-0.0160824885293247	-1.1995994975733444	0.0
INF2	-0.0171991110600339	-0.46043642217508074	0.0
RBPMS	-0.0192517133816316	-1.2587590286681485	0.0
SLC31A1	-0.0159924784809275	-0.07996068149551505	0.0
SRCAP	0.0162476189729023	0.2957415447197604	0.0
VDAC2	0.0192813610493258	0.6018807108275195	0.0
CHCHD10	-0.0172109849017885	-0.7124936143898664	0.0
CNTN1	0.0223913653548074	1.436138346709526	-0.29974728709078513
COMTD1	0.0087923401117821	-0.32972154904784773	0.5682388195295561
DPYSL3	0.015595594644813	0.4277425355346009	0.0
EIF4G1	-0.0185577603173971	-0.007834669963187477	0.0
IFIT2	0.0175511707883888	0.6514424664467713	0.0
PDIA4	-0.0184901519777571	-0.8533436613502575	0.0
SDF4	-0.0169668582986461	-0.3104639723664107	0.0
SEC61B	-0.017094682166167	-0.055647468280458884	0.0
ADO	0.0154550809006875	0.6090786091883852	0.0
COMMD3-BMI1	0.0187265061761254	0.0	0.0
DNAJC3	-0.0160726800990122	-0.31247592793199735	0.0
EPS8L2	-0.0193240835303408	-2.576682806966131	0.0
IKBIP	-0.0208220931828964	-0.5123515641570169	0.0
MPZL1	0.0169606127033039	0.4726662240803187	0.0
UPF2	0.0186364922221212	0.7182878100541301	0.0
PDPN	-0.0292125273170491	-2.8167881544742857	1.1654526322042247
NMRAL1	-0.0241609653177257	-1.613264833563178	0.0
PELO	-0.0189482858110119	-0.22599011658338897	0.0
PIK3IP1	0.021474414387934	0.311675564692729	0.0
PPA1	0.0162090364712723	0.7923125553146042	0.34477384700354186
SH3BGRL	0.02017970343215	0.183702694415092	0.0
SND1	-0.0194369821195615	-0.22480035072553603	0.0
SOX6	0.0185343800365435	1.644553368201481	0.0
GRPEL2	-0.0237173020763779	-0.9013837696143259	0.0
BCL3	-0.0148668591060161	-1.7996828783719436	0.4092672456282173
UST	0.0163640053973241	1.0809369086068037	0.0
AP3D1	-0.0177997649145941	0.136146701419159	0.0
BICD1	-0.0200443671846008	-0.7906768130515954	0.31478445201391586
CALD1	-0.0181665322067132	-0.6325001229207236	0.0
DOCK6	-0.0191483054182478	-0.9543544435529248	0.0
GSDMD	-0.017610413696846	-1.7800458745890353	0.0
IL1RAP	-0.0165688232407619	-2.266573067234965	0.0
P2RY12	0.0188751682396508	1.1465909433610137	0.0
PEA15	0.0182701725468558	0.9180997086165028	0.0
PHLPP1	0.0158753104387449	0.8645917197556653	0.0
SEC14L1	-0.0188896665521414	-0.2163197406138427	0.0
SOX2	0.0173243114982187	0.7450035026783134	0.0
STK24	-0.0203184524330938	-0.1675690389234941	0.0
TMEM35A	0.0152074711981809	1.0456070132333157	0.0
UBTD2	0.0166409994741228	0.3366122886777442	0.0
SHD	0.0172525126965941	1.5064855151713228	-0.30702654257396345
ATAT1	0.0166376723371502	0.8015115209812214	0.0
EFNB3	0.020780289554788	-0.1767344369118011	0.7463012725637893
EIF2S2	-0.018585648774684	0.051247291189862695	0.0
EML2	-0.0176469761212448	-1.0682248717308367	0.390326848182286
EOGT	-0.017426764319008	-0.6297787792463964	0.0
GLIPR2	0.0184790568003428	0.046563651026630015	0.0
KIAA1328	-0.0156318153128685	0.4963486029729759	0.5160373796706146
P2RX7	0.0213193218174261	1.5944264925934666	0.0
SLC35B2	-0.0159775526151256	0.04498307591515108	0.0
TM7SF2	0.0172674568884378	-0.07085605010162029	0.0
TRAPPC13	-0.0153888780781683	0.2607844048176067	0.0
UBE2E3	0.0221758051092775	0.36477695309553915	0.0
CUL9	-0.0143903900215601	0.23764519638854809	0.0
F3	-0.017644872544828	-2.2860505559481177	0.0
KIAA1522	-0.0180900715434662	-1.128812671167084	0.0
MTAP	0.0160527007838034	0.5735206917343665	0.0
MXRA5	-0.0157724872058294	-2.3405743273396244	0.0
PFN2	0.0186398852278603	0.8622805174777827	0.0
PLCB3	0.0154312603885903	0.269608960603505	0.0
PPIF	0.0245905465096484	1.4341878872370835	0.0
SPPL2B	-0.0201553002407995	0.011543519773041414	0.0
THEM6	0.0168664082067088	0.47737582580430254	0.0
UBXN1	0.0204302003260736	0.5823705768212579	0.0
MB21D1	-0.0194931912100328	0.0	0.0
ACBD3	-0.0169849854756119	-0.014368442146934316	0.0
FLYWCH1	0.0148851278192856	0.0771006294320231	0.0
MAGI3	0.0183270982374459	0.6508284928407649	0.0
NUDT11	0.0163876461936011	1.2905985810775489	0.0
OBSL1	-0.0192756470266908	-0.29932275755197035	0.0
PNPLA4	-0.0200568567020849	-2.5070936078787622	0.0
RIPK2	0.0237911352381559	0.7777351738820026	0.0
RPN1	-0.0185122449680483	-0.15358551664114656	0.0
S100A10	-0.0191123816472104	-2.0197337847623666	0.0
SLC25A24	-0.0192309842453111	-1.6678867118233156	-0.2705133057509508
ANXA7	0.0174538545859281	0.22213970335788827	0.5228086248757954
ATP6V1G1	-0.0190715185179761	0.22585781876885652	0.0
BMP7	-0.0216316914114689	-0.5360819198701369	0.7327960100063615
BTN3A1	0.0209986118760527	0.2808098257034222	0.0
CALU	-0.0176932463034411	-0.8802051778223252	0.0
FBLL1	0.0168923474767103	1.0417872521785556	0.0
GRID1	0.0160194675928548	0.5840582789018242	0.0
PDZD8	0.0199947236318041	0.6116475171433674	0.0
PLCG1	-0.0184789884620301	-0.22173694969798055	0.0
RARS	-0.0214670797753168	0.0	0.0
RFTN2	0.0209724858676353	1.0155631125690585	0.0
TSPAN14	0.0248571303523813	0.5628908744799223	0.0
B2M	0.0168273200685749	-0.2890765129281912	0.0
BORCS7	0.017203253907284	0.3419452598752791	0.0
BTN3A3	0.0198847082008447	-0.13013660945182015	0.0
CDKN1B	0.0174200541113043	0.16307172290750377	0.8624711986476705
HSPB7	-0.0113025189810131	-1.2184604120192761	0.0
NCAM2	0.0181025544077252	0.36604864368463774	0.7483717218380306
PLOD3	-0.0201628981346547	-0.9516029587974111	0.0
RIN1	-0.0185174097375302	-2.3625256221755406	0.0
SELENOM	-0.0179858425060422	-1.7125603442787298	0.40505389938292813
TPD52L2	-0.0175301802062113	-0.2584372169488174	0.0
ZMYM2	0.0173655503754253	0.40909306251393035	-0.2952758157770813
BMPR1A	0.023868141541094	0.6532169797444253	0.0
SLITRK5	0.020228158210384	1.122198010564847	0.4527631802324463
ACAA2	-0.0195166111572122	-0.9494243370010252	0.0
C2orf49	0.0193705215369346	0.31291389755611154	0.0
DDOST	-0.0162462453391272	-0.2221281085934812	0.28024230701337227
FUT8	-0.0164930300689638	-0.5288843548227421	0.0
GPX8	-0.0176901970539796	-2.4048288778994187	0.0
KRAS	0.0176369685105318	0.28159785160111417	0.0
LZIC	0.0157973603230492	0.1195281430442594	0.33335299862248263
MACROD1	0.019087053650048	0.6842759599502334	0.0
MAEA	-0.0195348813879564	0.04462902437260453	0.0
MAGT1	-0.0170815048134519	-0.4418439348483861	0.0
NOM1	-0.0160658706127162	-0.281718364176989	0.0
PCDH7	0.0182524138481843	0.5054717349943154	0.0
PIBF1	-0.015279501572329	0.23735413853107934	0.0
UACA	-0.0151542979621555	-0.4722151214671125	0.0
MYO19	-0.020141901973336	0.10493212211591685	0.0
C7orf25	-0.015561956458911	-0.3431747754267908	0.0
CBL	0.0162974394934632	0.42484424879796295	0.0
EPB41L3	0.0163983829192356	0.014485799444215252	-0.649113381991153
GDI2	0.0177413000729682	0.6955485859251395	0.0
HDGF	0.0165345389657663	0.55443656786525	0.0
LARP4	-0.0191007440676881	0.45388572650465303	0.0
MAPK1	0.0177585642901124	-0.09000745815397215	0.0
C20orf194	0.0156718753659103	0.0	0.0
CLEC5A	-0.0175901573165435	-1.9228716212379309	0.0
CRAT	0.0165200947571981	0.11638390071611221	0.0
CRMP1	0.014592855362549	0.7146106925631152	0.0
GATM	-0.0163582762828188	-0.9970594466384272	0.0
GPM6B	0.0179855005854876	-0.08097656027486597	0.0
KIAA0100	0.0138470753664166	0.0	0.0
LRRC1	0.0162678042452453	0.9114960000800565	0.0
MAML2	0.0177729028919486	1.087529462149234	0.0
MDK	-0.0229587760961686	-2.063002422732113	1.8008783588039718
NSUN6	0.0176083457002998	1.0714588363761417	0.0
POT1	0.0180971062675296	-0.31590374647945474	0.0
PSMD10	0.0163913654098422	0.10471876634912622	0.0
SSR4	-0.0165500702608448	0.1074086295073087	0.0
KCNQ5	0.0137387590066505	1.161925938651886	0.0
AREL1	-0.0156298266781872	0.3618343614664947	0.0
ATP9B	-0.0179444878654621	0.42484246614928173	0.0
CDC37	-0.0176254303653422	-0.04217491531589764	0.0
CHI3L1	-0.0165546777144848	-4.326700684742768	0.30296804320846654
KDSR	0.0172713231040531	0.07021370656194545	0.0
NAA15	-0.020243027599201	0.03704833334971317	0.0
NMNAT3	-0.017410911036415	-1.7064545803219078	0.0
S100A13	-0.0185619654118833	-2.4852060987409943	0.0
TRAF7	0.0155739501636966	-0.03492877564411969	0.0
TRUB1	0.016566485243294	0.5228078547158508	-0.2841964297370073
UBE2E1	0.0240588530726585	0.47760669239461995	0.0
ADCY2	0.0202425467192828	1.478461515145637	0.0
CABLES1	0.016427232558874	0.5970019647434447	0.0
CHD1L	0.0165713800779152	0.44916652269833585	0.0
FHL2	-0.0147051509813295	-1.7801076520423413	0.0
FN3KRP	0.0159627696902705	-0.0646827994285879	0.0
GRB10	-0.0128592655096856	-1.7432863501386946	0.0
KCTD5	-0.0157588030107468	0.06296692751340967	0.0
L3HYPDH	0.0151487767117925	-0.06635346386983662	0.0
LRIG1	0.0166352824192811	1.2477296753032938	0.0
NFATC4	-0.0165046903047519	-0.7087811537375045	0.6758137748523008
SH3RF1	-0.0143877470387497	0.07976413291366258	0.0
SPATS2L	-0.0168441654506062	-0.8491743241033483	0.0
SSR1	-0.0178757930221834	-0.07181507306431462	0.0
ADIPOR1	-0.0149452302121563	-0.22429881993178596	0.0
ANAPC4	-0.0160386400065799	0.3771453424541699	1.091075000518638
ARFRP1	-0.0185363221357382	-0.12653037787570381	0.47493118037028464
BLOC1S5	-0.0163092981119865	0.1723914018652176	0.0
GDPD1	0.019402607882277	1.0206285704853182	0.0
POGLUT1	-0.0157830727960619	0.45320771430417595	0.0
POLR1C	-0.0149199906018196	0.10905922036290143	0.0
RARRES2	-0.0162141939153255	-4.800493603694116	0.0
RASSF4	0.0173989244348247	1.2960718393771253	0.0
SHROOM2	-0.0171005357938645	-1.5011722844264375	0.0
SIRT1	0.0169056109375264	0.8211065038169726	0.0
SNX9	-0.0180756898028835	-0.9927548637251675	0.0
TAPT1	0.0153779344480735	0.45562973456457356	0.0
HEY1	0.0145340930769484	0.7718840393897636	0.0
CPT1A	0.0175749700760817	0.32715572129839204	0.0
GLUD2	0.0200744958297439	0.6072408256511286	0.0
HGH1	-0.0179576682389533	-0.05018059444932041	0.0
MAOB	-0.018294510156787	-3.715519561709451	0.4790672256662693
MMP14	-0.0191599604863733	-1.758979269209542	0.29965683998669307
RACK1	-0.0161716090257324	0.201245028016799	0.0
SEC63	-0.0145488389494378	0.3530469575446405	0.0
STK26	-0.0189807608949878	-1.199052278896035	0.0
TOGARAM1	0.0183428370897809	-0.0904361089742209	0.0
EID2	-0.018603685813485	0.111445195879147	0.0
ADGRE2	-0.0181902191117243	-0.4715267260464609	0.7848814190475379
CCDC9	-0.0147930790472699	-0.476212892465048	0.0
CDC16	-0.0177296991079703	-0.09577328431186187	0.0
CIP2A	-0.0155485325020091	0.3601628993911898	0.0
GLUD1	0.0196423944542672	0.8539836504479232	0.0
KLHL29	-0.0207192442888451	-1.6544518444121854	0.0
PKNOX2	0.0145142207782054	0.9358382055586603	0.0
RBM38	-0.0156951433698489	-0.08298162759018245	0.0
SLITRK2	0.0165121678292632	0.7315347300228904	0.0
SNX21	-0.0166548047337533	-0.911035149885701	0.0
GID4	-0.0273486063427766	0.18348751646799408	0.0
MTUS1	-0.0220240846941813	-0.7530510254893727	0.0
CKAP4	-0.0159056484631495	0.0913858188207732	0.0
DENND2A	-0.0150639846381931	-1.1572698093552969	0.0
DGKB	0.0173490272582983	0.6196343263465514	0.0
EFS	0.0154092308834685	0.8654716154047457	0.0
FAM69A	0.0131148219380833	0.0	0.0
FBLN7	-0.0138508070859325	-2.7969492722398255	0.0
GCLC	0.0187312418284206	0.7215803951054889	0.0
GPR155	-0.0124223871020859	-0.4072283894250427	0.0
MAPT	0.0153298794995536	0.9438172272135144	0.0
NAA50	-0.0152191901607865	0.13562125509295883	0.0
NOLC1	0.0172431157501347	0.3882964606552677	0.0
PPP2R5A	0.0248304277958123	0.7953041514288861	0.6604064001334362
RPL12	-0.0152465272524957	0.4844587518263729	0.0
ZNF711	0.0170725592206191	1.1400782296838203	0.0
MAPKAPK5	-0.0151261018101306	0.10867306667102873	0.0
BTN3A2	0.0191848157840027	-0.11964970849966129	0.0
CLINT1	-0.0185199832604607	0.06287833898002924	0.4038947212073446
EIF3B	-0.0156027741249511	-0.11180085533794186	0.0
HARS	-0.0193234132423447	0.0	0.0
IFIT1	0.0128443406216326	0.47278263488177935	0.0
KAT8	0.0146395268624283	0.22266581635092703	0.0
MYH9	-0.017745438069459	-0.5733634704908233	0.0
OSBPL1A	-0.0202711987933426	-0.33418245215791165	0.0
PLEKHG1	-0.019516415351436	-1.4858323868878796	0.0
RPS2	-0.0156975493916728	0.4117302162700735	0.0
RPS3	-0.0165239591330121	0.5400736748341701	0.0
SLC25A1	0.0195700163270257	0.039594988445867466	0.0
UBE2D4	0.017062493002202	0.04596527550153036	0.0
VANGL2	0.0155626993649265	0.6137129566387484	0.0
NXPH1	0.0178924118645675	1.2908411729606653	0.0
CASP9	0.0157721645974351	0.8558659704456076	0.0
CCN1	-0.0147174102401375	-1.6202927727780725	0.5902439220443451
EPHB1	0.0199612245526809	2.12492237479845	0.41329471587641053
GPI	-0.0132743199480556	-0.7784379919754418	0.0
IFIT3	0.0135695524487683	0.34060347810553765	0.0
LRP1B	0.016563766531724	0.8379359515244049	0.0
PDLIM1	-0.0204599136622189	-0.7001235918037597	0.0
SALL3	0.0164933870849541	1.5298875943119645	0.0
THAP11	0.0146936405839643	0.16754275453249917	0.0
PHC1	0.0153347644305502	0.633374434724205	0.0
CCDC85B	0.0176702635423437	0.03598601210002304	0.0
