gene	protein	rna	methylation
VAV3	0.0007896872753736	4.0446333820843225e-08	1.0
CUTC	0.0008330723180674	3.508863602938133e-05	1.0
FRMD5	0.0008330723180674	0.0028538092390123	1.0
POLR1A	0.0008330723180674	0.0358901369511006	1.0
RAMP1	0.0008330723180674	0.0381583340106442	1.0
ACSS3	0.0008786596899361	3.013014701808516e-07	0.0031717294735657
ERBB2	0.0008786596899361	0.0021454771710413	1.4892317639312792e-08
OPLAH	0.0008786596899361	0.0001391912854003	1.0
ABHD6	0.0009265506693013	0.000599394460033	1.0
ACADS	0.0009265506693013	0.0020769932995101	1.072246870030521e-08
ALCAM	0.0009265506693013	1.2950814340742247e-06	1.0
HMGN3	0.0009265506693013	0.0596415541735628	1.0
SEC24D	0.0009265506693013	0.0199859365521146	1.0
SHROOM3	0.0009265506693013	2.4495990166496564e-05	1.0
SUPV3L1	0.0009265506693013	0.0003355490182212	1.0
ARAP1	0.0009768506151374	0.7144498574562824	2.382770822290047e-10
CDH11	0.0010296691016597	0.0474828113026704	1.0
CLIC1	0.0010296691016597	1.123251733372343e-05	1.4892317639312792e-08
FRA10AC1	0.0010296691016597	0.0020769932995101	1.0
IFIT5	0.0010296691016597	0.0008749318392205	1.0
TTC12	0.0010296691016597	6.485286870032447e-05	1.0
BCAT1	0.0010851200558892	0.0017619090867178	1.0
CACNA2D1	0.0010851200558892	0.0522827527646013	1.0
FKBP10	0.0010851200558892	0.0991773443342647	1.0
KIF1BP	0.0010851200558892	1.0	1.0
PHYHIPL	0.0010851200558892	9.33710166018985e-05	1.0
CCDC120	0.0012043976857474	0.0009762627739477	1.0
CRIP1	0.0012043976857474	0.8416510797660218	1.0
MDGA2	0.0012043976857474	0.0011038637763161	1.0
MYO9B	0.0012043976857474	0.4889484989098217	1.0
SOX13	0.0012043976857474	0.0140349925070997	1.0
TLE3	0.0012043976857474	0.0007827496823508	1.0
IGFBP2	0.0012684752590398	0.014379273374275	1.0
MCC	0.0012684752590398	0.2822342211189929	1.0
CSDC2	0.0013356873911748	3.119121383422056e-05	1.0
FLNC	0.0013356873911748	0.0011675194064354	1.0
SYT6	0.0013356873911748	0.0034595659224496	4.622575395242691e-08
TRAF3IP1	0.0013356873911748	0.5230041714164845	1.0
ADGRE5	0.0014061719401751	0.0037528978495664	1.0
RAI14	0.0014061719401751	0.1987549560799328	1.0
RLBP1	0.0014061719401751	0.4747118288658407	1.0
SEPHS1	0.0014061719401751	0.0012093926181962	0.0053327906191542
SQSTM1	0.0014061719401751	0.0351587729976527	1.0
USO1	0.0014061719401751	0.3568997664008231	1.0
CYB5R2	0.0015575360791323	4.31469505465949e-06	4.622575395242691e-08
HMGN5	0.0015575360791323	0.0047445310340332	1.0
STBD1	0.0015575360791323	0.1076464830927134	1.0
CLIC2	0.0016387182201606	0.0430413980217813	0.3992752473820419
GOLGA2	0.0016387182201606	0.2619746499128035	1.0
NMT2	0.0016387182201606	0.0124149399472285	1.0
NUDT5	0.0016387182201606	0.0009113679320915	1.0
PARD3	0.0016387182201606	0.0012301095911748	1.0
TIMP1	0.0016387182201606	1.866894335540168e-06	1.0
UNC45A	0.0016387182201606	0.268618221198779	3.694867403292284e-05
SFRP4	0.0016755123254804	0.0054709797367485	1.0
DPP10	0.001723778204524	1.6436346034736173e-07	1.0
LRRFIP1	0.001723778204524	0.0039825239825297	4.765541644580094e-10
SGPL1	0.001723778204524	0.0020103881831644	1.0
SLC25A20	0.001723778204524	7.196090204821812e-07	7.624866631328151e-09
ASCC2	0.0018128816981544	0.8593872366123328	0.0012076990515798
CSTF2T	0.0018128816981544	0.0006728709285064	1.0
EEPD1	0.0018128816981544	0.0007827496823508	1.0
FKBP5	0.0018128816981544	0.0162079744090727	7.624866631328151e-09
KLF16	0.0018128816981544	0.0239282863834893	5.242095809038103e-09
RIPK1	0.0018128816981544	0.085221691374758	1.429662493374028e-09
SGCB	0.0018128816981544	0.2962895404660722	1.0
STEAP3	0.0018128816981544	6.839968063296997e-05	0.0001051488170626
FCHSD2	0.0019062004244895	7.895064394000608e-06	1.0
GRIK2	0.0019062004244895	0.0020769932995101	1.0
LMNB2	0.0019062004244895	0.0677938935926424	1.0
TSTD1	0.0019062004244895	3.013014701808516e-07	1.0
COQ8A	0.0020039123359464	0.0408153391038368	1.0
LIMS2	0.0020039123359464	0.0109542692243834	1.0
MARCHF5	0.0020039123359464	1.123251733372343e-05	1.0
PARP12	0.0020039123359464	0.0076084692275093	1.0
POLR1B	0.0020039123359464	0.0096404921588126	1.0
TMEM94	0.0020039123359464	0.2243995505096254	1.0
UBQLN4	0.0020039123359464	5.514119938456762e-05	0.0044523647826003
BCS1L	0.0021062017879092	0.0358901369511006	0.0016477343938612
CASP3	0.0021062017879092	0.0209172803434025	1.0
CIRBP	0.0021062017879092	0.0154545927637503	0.0032967017524845
LGALS1	0.0021062017879092	2.2258239053400957e-06	4.88742037214023e-06
RWDD1	0.0021062017879092	0.6588364477682731	1.0
TWISTNB	0.0021062017879092	1.0	1.0
ARL3	0.002213259715152	0.0316807218625611	1.0
BCAN	0.002213259715152	4.670290265761311e-05	1.0
LENG9	0.002213259715152	0.0003260862521353	2.196914698151424e-07
LRRC8A	0.002213259715152	0.0029436029928049	1.0
MGARP	0.002213259715152	0.0228151551358996	2.5255269486615008e-05
SOS2	0.002213259715152	0.0430413980217813	1.0
FRY	0.0023252838106143	8.873610317656481e-05	1.0
NUCB2	0.0023252838106143	0.1678473934686426	1.0
DGCR2	0.0024031330490615	0.058542959249817	1.0
ASAP3	0.0024424787064371	0.1906805958038605	1.0
DCAKD	0.0024424787064371	0.0173950536276446	1.0
PHF20L1	0.0024424787064371	0.0331599861977032	1.0
S100A16	0.0024424787064371	0.0042240069913087	9.814740241699706e-05
SMYD2	0.0024424787064371	0.004349348272646	1.0
ARAP3	0.0025650561571626	0.0001453023028199	1.0
ATAD1	0.0025650561571626	0.0023720228821676	1.0
FERMT1	0.0025650561571626	7.341379472012243e-06	3.427258412240889e-06
FRMPD3	0.0025650561571626	0.0004360965296811	1.0
HMGN4	0.0025650561571626	0.3295209203588092	1.0
PIAS2	0.0025650561571626	0.4560738613070551	1.0
PLD4	0.0025650561571626	0.2014986487754589	1.2665618305882744e-05
STAM	0.0025650561571626	0.0001673706896283	1.0
TCEAL2	0.0025650561571626	0.0024390807235203	1.0
TGFB3	0.0025650561571626	0.0715439325890635	1.0
TRIM22	0.0025650561571626	0.044776157777883	1.0
MMP2	0.0026932352249908	0.3071195805444386	1.0
NAA10	0.0026932352249908	0.2098875605705991	1.0
NARS2	0.0026932352249908	0.0084617642639555	1.0
TAGLN	0.0026932352249908	0.0140349925070997	1.1913854111450234e-10
WDR62	0.0026932352249908	0.3257188299930522	1.0
ARSE	0.0027250080610459	1.0	1.0
MAB21L1	0.0028157323065668	9.821171061205844e-05	1.0
ALG14	0.0028211553463326	0.7889349830171634	1.0
DEPTOR	0.0028272424669807	0.0783482298136827	1.0
DLG5	0.0028272424669807	0.0044778400523038	1.0
NUDT3	0.0028272424669807	0.3147206369344472	1.0
RELA	0.0028272424669807	0.0344395178021018	1.0
SSFA2	0.0028272424669807	1.0	1.0
TRIP6	0.0028272424669807	0.0001453023028199	8.339697878015161e-10
CDH8	0.0029673121240742	0.6301636121059777	1.0
LARP1	0.0029673121240742	0.8239914673127718	1.0
MACF1	0.0029673121240742	0.9669349818332704	3.867117906035632e-06
MAPKAP1	0.0029673121240742	0.1777405695696927	1.0
NOL3	0.0029673121240742	0.0012970111619134	3.57415623343507e-09
PCGF2	0.0029673121240742	0.0015401986824721	1.0
PHLDA3	0.0029673121240742	0.0001032658728859	2.662746393909128e-07
SPRY4	0.0029673121240742	0.0005543262312124	0.0001374640740931
ARHGAP12	0.0031136863118141	0.014379273374275	1.0
ASCC3	0.0031136863118141	0.8357556245814166	1.0
DGKZ	0.0031136863118141	0.0323529724632102	7.55338350665945e-08
FSTL1	0.0031136863118141	0.0006230815923386	1.0
INF2	0.0031136863118141	0.1583551142765239	1.0
RBPMS	0.0031136863118141	0.0093943101914596	1.0
SLC31A1	0.0031136863118141	0.6864400185367299	1.0
SRCAP	0.0031136863118141	0.3735702394315282	1.0
VDAC2	0.0031136863118141	0.0008125045831429	1.0
CHCHD10	0.0032666152126188	0.0082412278184199	1.0
CNTN1	0.0032666152126188	3.939587197101012e-05	0.0353879796361519
COMTD1	0.0032666152126188	0.1464477607258875	1.802566127062421e-07
DPYSL3	0.0032666152126188	0.0543074064215618	1.0
EIF4G1	0.0032666152126188	0.8771915319695551	1.0
IFIT2	0.0032666152126188	0.0715439325890635	1.0
PDIA4	0.0032666152126188	0.0062896835309753	1.0
SDF4	0.0032666152126188	0.0959353191233165	1.0
SEC61B	0.0032666152126188	0.720097684691909	1.0
ADO	0.0034263572694679	0.000354767195486	1.0
COMMD3-BMI1	0.0034263572694679	1.0	1.0
DNAJC3	0.0034263572694679	0.1752293295366328	1.0
EPS8L2	0.0034263572694679	3.1235619519307454e-06	1.0
IKBIP	0.0034263572694679	0.0975460767312917	1.0
MPZL1	0.0034263572694679	0.0076084692275093	1.0
UPF2	0.0034263572694679	0.0005329030490792	1.0
PDPN	0.0035877186909164	3.985513459859106e-06	3.57415623343507e-09
NMRAL1	0.003593179380845	5.4843527934138457e-08	1.0
PELO	0.003593179380845	0.2619746499128035	1.0
PIK3IP1	0.003593179380845	0.0284876260810774	1.0
PPA1	0.003593179380845	9.110437770805731e-06	0.0982975225783127
SH3BGRL	0.003593179380845	0.1094038933192445	1.0
SND1	0.003593179380845	0.3856053411460773	1.0
SOX6	0.003593179380845	3.1235619519307454e-06	1.0
GRPEL2	0.0036435034134157	0.0001320177109893	1.0
BCL3	0.0036798424725878	5.219422302448397e-05	5.9330993475022176e-08
UST	0.0036798424725878	0.0020769932995101	1.0
AP3D1	0.0037673570967758	0.4606960612628465	1.0
BICD1	0.0037673570967758	0.0036423808807396	1.395576956761169e-05
CALD1	0.0037673570967758	0.0358901369511006	1.0
DOCK6	0.0037673570967758	0.013839192142431	1.0
GSDMD	0.0037673570967758	8.42997496197199e-05	1.0
IL1RAP	0.0037673570967758	0.0001320177109893	1.0
P2RY12	0.0037673570967758	0.0103052835144178	1.0
PEA15	0.0037673570967758	0.1111828336549699	1.0
PHLPP1	0.0037673570967758	6.146482896537564e-05	1.0
SEC14L1	0.0037673570967758	0.9909799811377632	1.0
SOX2	0.0037673570967758	0.0003401678606384	1.0
STK24	0.0037673570967758	0.4333414251349672	1.0
TMEM35A	0.0037673570967758	0.0003260862521353	1.0
UBTD2	0.0037673570967758	0.0809227026438469	1.0
SHD	0.0038768169508567	0.0001257753673078	0.0004032774090528
ATAT1	0.0039491748157882	0.0001836270805674	1.0
EFNB3	0.0039491748157882	0.6920105252800894	1.80149388019239e-06
EIF2S2	0.0039491748157882	0.7542827808242072	1.0
EML2	0.0039491748157882	0.0013900111693605	1.686417963329892e-05
EOGT	0.0039491748157882	0.003130445762129	1.0
GLIPR2	0.0039491748157882	0.8298689852229656	1.0
KIAA1328	0.0039491748157882	0.0036346810213058	0.1495504989561368
P2RX7	0.0039491748157882	0.0001453023028199	1.0
SLC35B2	0.0039491748157882	0.7144498574562824	1.0
TM7SF2	0.0039491748157882	0.9369215669136052	1.0
TRAPPC13	0.0039491748157882	0.3898133146915937	1.0
UBE2E3	0.0039491748157882	0.0439019108818546	1.0
CUL9	0.0041389259826164	0.26528275204396	1.0
F3	0.0041389259826164	3.985513459859106e-06	1.0
KIAA1522	0.0041389259826164	0.0035346499508434	1.0
MTAP	0.0041389259826164	0.2098875605705991	1.0
MXRA5	0.0041389259826164	0.0378742333600253	1.0
PFN2	0.0041389259826164	9.33710166018985e-05	1.0
PLCB3	0.0041389259826164	0.1111828336549699	1.0
PPIF	0.0041389259826164	0.0005543262312124	1.0
SPPL2B	0.0041389259826164	0.8239914673127718	1.0
THEM6	0.0041389259826164	0.2395816172573171	1.0
UBXN1	0.0041389259826164	0.0003401678606384	1.0
MB21D1	0.0042535978166756	1.0	1.0
ACBD3	0.004336913286459	0.9309278478807852	1.0
FLYWCH1	0.004336913286459	0.5684362480289417	1.0
MAGI3	0.004336913286459	0.0084617642639555	1.0
NUDT11	0.004336913286459	0.0001836270805674	1.0
OBSL1	0.004336913286459	0.2927344921562412	1.0
PNPLA4	0.004336913286459	1.2950814340742247e-06	1.0
RIPK2	0.004336913286459	8.42997496197199e-05	1.0
RPN1	0.004336913286459	0.5787717926603946	1.0
S100A10	0.004336913286459	0.0001753375015962	1.0
SLC25A24	0.004336913286459	3.67804562572635e-06	7.388829353672098e-05
ANXA7	0.0045434488595927	0.3450025697856774	0.0475480528432589
ATP6V1G1	0.0045434488595927	0.4200089799730424	1.0
BMP7	0.0045434488595927	0.1537571637472757	2.060262791493089e-06
BTN3A1	0.0045434488595927	0.4889484989098217	1.0
CALU	0.0045434488595927	0.0078146653033641	1.0
FBLL1	0.0045434488595927	0.0020103881831644	1.0
GRID1	0.0045434488595927	0.0076084692275093	1.0
PDZD8	0.0045434488595927	0.0136976104568259	1.0
PLCG1	0.0045434488595927	0.7428328146704418	1.0
RARS	0.0045434488595927	1.0	1.0
RFTN2	0.0045434488595927	0.0002994153566479	1.0
TSPAN14	0.0045434488595927	0.000354767195486	1.0
B2M	0.0047588544761346	0.4560738613070551	1.0
BORCS7	0.0047588544761346	0.0866930870929539	1.0
BTN3A3	0.0047588544761346	0.8890947219291804	1.0
CDKN1B	0.0047588544761346	0.2303915587094667	0.0041359157805888
HSPB7	0.0047588544761346	0.0975460767312917	1.0
NCAM2	0.0047588544761346	0.1470429320574521	5.411272537420696e-07
PLOD3	0.0047588544761346	0.0006475664073529	1.0
RIN1	0.0047588544761346	9.71437032571426e-07	1.0
SELENOM	0.0047588544761346	7.599417349305664e-05	3.203635370568968e-07
TPD52L2	0.0047588544761346	0.112983447835892	1.0
ZMYM2	0.0047588544761346	0.0150740653904317	0.218530163668888
BMPR1A	0.0047608191086498	0.000354767195486	1.0
SLITRK5	0.0047641313797593	0.0044187541747955	7.486665923635326e-07
ACAA2	0.0049834617507375	0.0013428218121061	1.0
C2orf49	0.0049834617507375	0.2927344921562412	1.0
DDOST	0.0049834617507375	0.2753713580320401	0.0034257572666228
FUT8	0.0049834617507375	0.0190890965409519	1.0
GPX8	0.0049834617507375	8.873610317656481e-05	1.0
KRAS	0.0049834617507375	0.1025019992424348	1.0
LZIC	0.0049834617507375	0.7314370374687333	7.55338350665945e-08
MACROD1	0.0049834617507375	0.0133670195050136	1.0
MAEA	0.0049834617507375	0.4606960612628465	1.0
MAGT1	0.0049834617507375	0.0439019108818546	1.0
NOM1	0.0049834617507375	0.2892069256027823	1.0
PCDH7	0.0049834617507375	0.0397336794930235	1.0
PIBF1	0.0049834617507375	0.1384266877586805	1.0
UACA	0.0049834617507375	0.1583551142765239	1.0
MYO19	0.0051431348464557	0.5429740180449096	1.0
C7orf25	0.005217612336991	0.1890066336292637	1.0
CBL	0.005217612336991	0.0439019108818546	1.0
EPB41L3	0.005217612336991	0.5329438027014509	0.0213341632190519
GDI2	0.005217612336991	0.0089177806511377	1.0
HDGF	0.005217612336991	0.0022882554918813	1.0
LARP4	0.005217612336991	0.7428328146704418	1.0
MAPK1	0.005217612336991	0.9729443543493346	1.0
C20orf194	0.0054616581252945	1.0	1.0
CLEC5A	0.0054616581252945	0.0018214201073202	1.0
CRAT	0.0054616581252945	0.5839710510411974	1.0
CRMP1	0.0054616581252945	0.0022882554918813	1.0
GATM	0.0054616581252945	0.0413609711724737	1.0
GPM6B	0.0054616581252945	0.8298689852229656	1.0
KIAA0100	0.0054616581252945	1.0	1.0
LRRC1	0.0054616581252945	0.0003855828165589	1.0
MAML2	0.0054616581252945	2.0320309876369392e-05	1.0
MDK	0.0054616581252945	1.2950814340742247e-06	4.765541644580094e-10
NSUN6	0.0054616581252945	0.0001085411493217	1.0
POT1	0.0054616581252945	0.1987549560799328	1.0
PSMD10	0.0054616581252945	0.4560738613070551	1.0
SSR4	0.0054616581252945	0.4288714727346406	1.0
KCNQ5	0.0055460944896462	0.0044778400523038	1.0
AREL1	0.0057159614399574	0.0881839367972738	1.0
ATP9B	0.0057159614399574	0.0389395872155091	1.0
CDC37	0.0057159614399574	0.6698270635743053	1.0
CHI3L1	0.0057159614399574	5.514119938456762e-05	1.466595441119524e-07
KDSR	0.0057159614399574	0.5230041714164845	1.0
NAA15	0.0057159614399574	0.6698270635743053	1.0
NMNAT3	0.0057159614399574	0.0003855828165589	1.0
S100A13	0.0057159614399574	2.4921056385936093e-08	1.0
TRAF7	0.0057159614399574	0.9429187058969092	1.0
TRUB1	0.0057159614399574	0.0096404921588126	0.0001051488170626
UBE2E1	0.0057159614399574	0.0121104640333768	1.0
ADCY2	0.0059808952352731	0.0002746357751821	1.0
CABLES1	0.0059808952352731	0.0173950536276446	1.0
CHD1L	0.0059808952352731	0.2623202009389007	1.0
FHL2	0.0059808952352731	0.0070172240561378	1.0
FN3KRP	0.0059808952352731	0.5480226443199718	1.0
GRB10	0.0059808952352731	4.414818962351897e-05	1.0
KCTD5	0.0059808952352731	0.6479159174171651	1.0
L3HYPDH	0.0059808952352731	0.8416510797660218	1.0
LRIG1	0.0059808952352731	0.0014386137790779	1.0
NFATC4	0.0059808952352731	0.1560438823325411	2.382770822290047e-10
SH3RF1	0.0059808952352731	0.6155941844001098	1.0
SPATS2L	0.0059808952352731	0.000576483031244	1.0
SSR1	0.0059808952352731	0.508267608145204	1.0
ADIPOR1	0.0061485779190059	0.4423582070321574	1.0
ANAPC4	0.0062568432903036	0.3609197402993056	8.339697878015161e-10
ARFRP1	0.0062568432903036	0.3107845423157232	1.466595441119524e-07
BLOC1S5	0.0062568432903036	0.2426990549382874	1.0
GDPD1	0.0062568432903036	0.0017040700576368	1.0
POGLUT1	0.0062568432903036	0.0413609711724737	1.0
POLR1C	0.0062568432903036	0.4288714727346406	1.0
RARRES2	0.0062568432903036	1.0641831770325767e-09	1.0
RASSF4	0.0062568432903036	0.0011268942283984	1.0
SHROOM2	0.0062568432903036	0.0017040700576368	1.0
SIRT1	0.0062568432903036	6.821247041323763e-06	1.0
SNX9	0.0062568432903036	2.2258239053400957e-06	1.0
TAPT1	0.0062568432903036	0.0034296471049043	1.0
HEY1	0.0064070012945438	0.0070172240561378	1.0
CPT1A	0.0065442004021021	0.1059104607680627	1.0
GLUD2	0.0065442004021021	0.0796625257349034	1.0
HGH1	0.0065442004021021	0.6643231183501889	1.0
MAOB	0.0065442004021021	5.5961780464276615e-09	0.0001891006240287
MMP14	0.0065442004021021	0.000599394460033	7.6054470491264865e-06
RACK1	0.0065442004021021	0.1405451061898492	1.0
SEC63	0.0065442004021021	0.1242501281899313	1.0
STK26	0.0065442004021021	0.1224329021722275	1.0
TOGARAM1	0.0066713533363049	0.7657846682687334	1.0
EID2	0.0068151545780561	0.8239914673127718	1.0
ADGRE2	0.0068433725770929	0.2426990549382874	0.0007519394472264
CCDC9	0.0068433725770929	0.0381583340106442	1.0
CDC16	0.0068433725770929	0.6864400185367299	1.0
CIP2A	0.0068433725770929	0.275665462656753	1.0
GLUD1	0.0068433725770929	0.0009762627739477	1.0
KLHL29	0.0068433725770929	0.0002629197131658	1.0
PKNOX2	0.0068433725770929	0.0009762627739477	1.0
RBM38	0.0068433725770929	0.9189519681101626	1.0
SLITRK2	0.0068433725770929	0.0250076716875526	1.0
SNX21	0.0068433725770929	3.939587197101012e-05	1.0
GID4	0.0071000727735009	0.4069102830023189	1.0
MTUS1	0.0071000727735009	0.013043114162355	1.0
CKAP4	0.0071547772203169	0.4794330266023305	1.0
DENND2A	0.0071547772203169	0.0046095458740605	1.0
DGKB	0.0071547772203169	0.0319089983551783	1.0
EFS	0.0071547772203169	0.0002994153566479	1.0
FAM69A	0.0071547772203169	1.0	1.0
FBLN7	0.0071547772203169	1.5711062189875776e-05	1.0
GCLC	0.0071547772203169	0.0018214201073202	1.0
GPR155	0.0071547772203169	0.1492568052668182	1.0
MAPT	0.0071547772203169	9.821171061205844e-05	1.0
NAA50	0.0071547772203169	0.4112503812153782	1.0
NOLC1	0.0071547772203169	0.0261266474641041	1.0
PPP2R5A	0.0071547772203169	0.3731416632830328	3.778904473686386e-05
RPL12	0.0071547772203169	0.0351587729976527	1.0
ZNF711	0.0073936960499158	0.0001836270805674	1.0
MAPKAPK5	0.0074662455007154	0.6643231183501889	1.0
BTN3A2	0.0074788433222434	0.948918942597014	1.0
CLINT1	0.0074788433222434	0.9909799811377632	6.37748610585931e-07
EIF3B	0.0074788433222434	0.737128012448743	1.0
HARS	0.0074788433222434	1.0	1.0
IFIT1	0.0074788433222434	0.4606960612628465	1.0
KAT8	0.0074788433222434	0.1702828424741421	1.0
MYH9	0.0074788433222434	0.1384266877586805	1.0
OSBPL1A	0.0074788433222434	0.4423582070321574	1.0
PLEKHG1	0.0074788433222434	5.219422302448397e-05	1.0
RPS2	0.0074788433222434	0.1204054527844645	1.0
RPS3	0.0074788433222434	0.014379273374275	1.0
SLC25A1	0.0074788433222434	0.924937874581048	1.0
UBE2D4	0.0074788433222434	0.7963434955889753	1.0
VANGL2	0.0074788433222434	0.0218841155923159	1.0
NXPH1	0.00764597309358	0.0014386137790779	1.0
CASP9	0.007816011642838	0.0089177806511377	1.0
CCN1	0.007816011642838	0.0133670195050136	2.2636322811755446e-09
EPHB1	0.007816011642838	7.341379472012243e-06	2.2636322811755446e-09
GPI	0.007816011642838	0.0010122000972896	1.0
IFIT3	0.007816011642838	0.4514767363013169	1.0
LRP1B	0.007816011642838	0.0190890965409519	1.0
PDLIM1	0.007816011642838	0.0837695979830659	1.0
SALL3	0.007816011642838	0.0002994153566479	1.0
THAP11	0.007816011642838	0.2426990549382874	1.0
PHC1	0.007865637408492	0.0607563437041811	1.0
CCDC85B	0.0080872258308453	0.8712497186161992	1.0
APOBEC3G	0.0081667348925709	0.0029436029928049	1.0
