rna	protein	methylation
TACC3	-0.520712229081495	-0.0096408023622663	0.0398780138505347
CAPN1	-0.229250678323054	0.00438381685018723	0.117975233196464
SLC30A9	0.14376456224198	0.00978197326341253	-0.0103221013823742
MTMR11	-0.336501083099353	0.00348959575745862	0.468327716751801
CCDC88C	0.515009202652039	-0.000443346973182517	0.121900746126635
YAF2	0.134537656444836	-0.00239962316984406	0.00314514632539252
ZMYND11	0.739342535822146	0.0131927564076985	0.0559022815883604
WAS	0.0888751378482273	0.000786826007268519	0.0858816961695546
DPEP1	-0.313996402680504	0.00198457399296581	0.0692243662918234
BID	0.509970205369949	0.00241054402929171	0.201422248246501
MATR3	0.545690357612826	0.0111245168448594	-0.0736668004520803
STMN4	0.459314593520091	0.00640927568086518	-0.104835547956551
NUDCD3	-0.433081807996562	-0.00903469721119912	0.2353269472409
CHDH	-1.17845033245146	-0.00450387728151535	0.0398317114052744
GLT8D1	-0.217074514423275	-0.0014141746427017	0.0192963588377603
ATP2C1	0.0932834425687076	-0.0100470996164171	-0.048763708773998
IGF1	-0.208735579160198	-0.00221292278442782	0.136162475274566
SLC38A5	0.165299844797541	0.0025040248405072	0.189621313054961
RALBP1	-0.471963241978272	0.00461734749333465	0.0174343639638027
RUFY3	0.64080421931366	0.0100359284083241	-0.17051063111208
CNTN1	1.43613834670953	0.0223913653548074	-0.299747287090785
WWTR1	-1.76544976233078	-0.0257475425079795	0.16438508485419
AGPS	0.224895014196757	0.00550866975348188	0.0683472561661281
ATP1A2	0.118237820927046	0.00126896281542708	0.291169080401735
TTC27	0.227543073915201	-0.00602821823537484	0.182529723279613
PHLDB1	0.0193764536979741	-0.00802017521026312	0.445742158333797
PRDM11	0.463299507754258	0.00669347647686533	0.179666006289615
SYT13	-1.69525048868297	7.51145620382674e-05	0.105292304344168
CD74	-0.269316035443978	0.0114590945374654	0.418829327965518
HGF	-0.212768136209665	0.00256869264353877	0.135935685587058
ZRANB1	0.777343851943135	-0.00209565463573683	0.0126463201863159
NCDN	-0.680438122678444	0.000919405870980989	-0.0539111978774237
ZFP64	0.0327398058770558	0.00818920412276236	0.349176739282346
MNAT1	0.623681633536622	-0.00588381392816958	0.162642637258024
SAMD4A	-0.206717567669538	0.00080500073799872	0.103985069084986
MRE11	0.541316463044195	0.00211064240601947	0.155271638895872
PLEKHB1	-0.01026181292917	0.000707253169467167	0.240309979971105
SERPINB1	-0.794373968016553	-0.0131316813214531	0.457230918660302
SPAST	0.50860859982138	0.00629740965809837	-0.0972771233639333
NRXN3	-0.979863769799729	0.00694706597632041	0.241410885673543
OSBPL5	-0.234251334438552	-0.0142164935644308	0.0668863701813873
AQR	0.233168749573063	0.0013396628025545	0.0699811664984444
CPS1	1.66674945348339	0.0185027667688504	0.209178814933682
C8B	-1.24082899253121	1.62022816396222e-05	0.11691141647746
FHL1	0.27177591298906	0.0161917204003086	-0.0519210338505696
GABRA1	-2.38234351775835	0.0056144574466886	0.448529296416923
RNF10	0.170293080979911	-0.00263169377130283	0.00124175638766498
ZDHHC6	0.205959890158973	0.00476475324063157	-0.00768921401674041
GRAMD1B	0.0949125650024611	-0.00369573875053165	0.121717365355477
RNH1	-0.42483504646652	-0.00707036737168223	0.246888627136118
NDUFS1	0.212871926410473	0.000648177502390772	0.00538514046274009
RB1CC1	0.338675863486116	0.00131758695341476	-0.0710034045997342
ERP44	-0.203283841476089	-0.0104696287632682	0.0019516528041494
ALAS1	0.0774591970231133	0.00215403948404319	0.295644036693615
BIRC3	-2.97305673350178	0.00354789264102511	0.0178933153517258
AKAP11	0.0295391865186626	-0.00973733721076453	0.0851717663905717
GLRX2	0.0434381404729662	0.000456805511922845	0.0636448764554341
SNAPC1	-0.177204304367953	0.0244848965955939	0.0179424558071027
DERA	0.0379983100021048	-0.0109655843013367	0.11712680776161
STRAP	0.0492899020645474	-0.00875341235810744	-0.220563004125616
DEF6	-0.00292493289352703	0.00477772583376942	0.293923815727418
PLEKHO1	0.647589747686884	0.00880097202771821	0.127835662662471
GCLM	-0.352825776758014	-0.000564674193656072	0.316276893899802
UBR2	0.273077567848855	0.0025855742663968	0.118795128277568
EHD2	-1.57158674525955	-0.0137221352136591	0.159223107638529
CCDC28A	-0.18146688623614	0.0127657567031974	-0.0118327364817612
RRAGD	0.5599756488042	0.00563191140135958	0.168561458468646
PHF20	0.286741155608939	0.00191676296174652	0.0635075624179774
HSD17B6	-1.45339200074957	-0.00288348278362313	0.209719415694206
TYMP	-0.367053994972601	-0.000335267810226146	0.123358934520198
NCAPH2	0.188954775145503	-0.00282274816794823	0.0589268846861013
TOMM34	0.0551141458951121	-0.00321979740986212	-0.0360642191606357
SEC63	0.35304695754464	-0.0145488389494378	-0.00550379294431947
KPNA6	0.060245768645447	-0.00212029328491522	0.0113947616581053
FAS	-1.61515090029312	-0.0143448909962279	0.0655759152240368
CD44	-1.26796433910964	-0.00403843170267415	0.0995219878586865
AGPAT4	0.564017808516171	0.00578885966476185	0.026851730080273
BTN3A1	0.280809825703422	0.0209986118760527	0.151023724084298
MIPEP	-0.331032816175601	-0.00843877691541853	0.0899029237552615
PRKCH	0.142274137150938	0.00553902684339124	0.305211720089886
IFNGR1	0.163670421105768	-0.000553543929918179	0.0943019017759926
B4GALT7	-0.153870085564611	-0.0102695475704433	0.0844295108371246
VRK2	-1.00410146002864	-0.0134833769029081	0.0560726544941256
TNFRSF1B	-0.335899860332031	0.0040355960671697	0.132661738960284
VEZT	0.215125678032386	0.00759309306815086	0.0723107520119357
BRD9	0.406555027381406	0.00604579822461729	-0.00840550893288868
SNX1	0.278580397269544	-0.00425939990437982	0.0531868884186922
TBPL1	0.683258606778192	0.0115403490937816	0.103411571529691
BCLAF1	0.396540896340326	0.00166726049824355	0.0673324419797668
ANK1	-0.535990855440724	0.00234924352397042	0.200257300400505
TFB1M	-0.246322761474944	-0.00129700494425177	0.0873080488724042
RABEP1	0.173335490581178	0.000463331688115582	0.0389236741091829
HMGB3	0.502118080309141	0.00161709510744268	-0.0703690373017975
NUP160	0.194113421668198	-0.00397711572203255	0.701917256616628
GRN	-0.283433096520815	-0.00404044145653732	0.107927622345573
ARHGAP31	1.08103698459194	-0.0024524205013295	0.0143822736385512
RANBP3	0.342470153861287	0.00371974235122025	0.342805958004766
ARID4A	0.278251442160854	0.00745920755979535	-0.150397102870183
EIPR1	0.347164495882288	0.00845948914168275	0.0390481210298921
PNPLA6	-0.0402246028327282	0.000729813233798678	0.0049746944767461
IFT88	-0.0797844321766454	-0.00569875184556956	0.0106242809835734
ALG1	-0.700529873316126	-0.0237999082600279	0.0713243429455586
ZCCHC8	0.0758293944576392	0.000249138865528615	0.0682873353345618
CHPF2	-0.507631911202027	-0.00951258439882248	0.0473179402112033
LRRC7	0.670698211486457	0.00581871005110223	0.174213847452646
FUT8	-0.528884354822742	-0.0164930300689638	0.0154917961596604
UBA6	0.134026502575128	-0.00397716855060063	0.0152969527004139
GAB2	0.48690998416371	0.00980191580677268	0.060345119759139
ATP6V0A1	0.085058414728537	-0.000493582963130315	0.198853252748266
PIAS1	0.317068999871962	-0.00437123218647666	0.0973616412749147
SLC4A7	-0.189596124346357	-0.0103636694915132	0.0855059593927354
APBA2	0.580425110928226	0.00631166567088261	0.250111699904399
MAP2K3	-0.690238273772953	-0.0161795489642119	0.460885552292407
RNF19A	-0.0690909812798436	0.00744687587778125	0.00646556972283371
PEX3	0.207374202140505	-0.00392821830014361	0.0244793861864598
FAM136A	0.093899139373118	-0.00277265796432092	0.196243290200329
VCL	-0.0947073234422834	0.0147098591332202	0.0940873705177873
DAPK2	0.0721298168215622	-0.000580433533037651	0.109215715532127
NSMAF	0.208447234849299	-0.00171995025477171	0.164158291826802
ADSS2	-0.194393426442822	-0.0117334962187338	-0.00879265870369177
TIMP2	0.031407953227699	-0.00431657576245066	0.138933318941173
RFC1	0.321536377119309	0.00184556738341206	0.0491468646884169
TBC1D23	0.160481214211395	-0.00820550919955383	0.133648224050801
CUL3	0.366496940870582	0.0122876866091804	-0.0590998877926185
CYP46A1	-0.644573663204094	0.000673203981864445	0.108931188666501
ZZZ3	0.246689357305915	0.000543088784026909	0.05710628701286
USP2	0.000763544509759093	0.00521549762231943	0.0700818542448489
TUBG2	-0.463336777054152	-0.00472970737641943	0.0353575390553267
RPL26L1	0.108798857460849	-0.00101900324447163	-0.0227646302185141
NSUN2	0.312588844832221	-0.00259566215064772	0.0282687672941909
FBXO42	0.29205769384822	0.000874580136395848	0.0824763624495313
MRI1	-0.37685653656797	0.0010956270025695	0.851225126896406
AGA	-0.718825602807885	-0.0085068205495037	0.100390299698103
PI4K2B	-0.193011885303944	-0.00920926003274045	-0.106960177123835
BOD1L1	0.298888142139692	0.00380985284180529	0.0309884447359161
MAT2B	-0.0086416057246013	0.00374261786228597	-0.0589579702166127
EDC4	0.400732016471495	0.00402851178483578	0.11569991971055
TRIO	0.0914170810155525	-0.00619079067809798	0.122094549258943
VCAN	0.737765147329206	0.023092021054287	0.160406850323934
CLEC16A	0.359142797217882	0.00157470736386112	0.0707257184634002
MSR1	-0.692768842878038	-0.00741953415658503	0.154657972156926
CDH1	-0.398562582382725	0.00403119381231435	0.174216412436863
DNAH5	-1.87497466741504	0.0016723148534874	0.0864652694923681
ZFYVE16	0.384206547961677	-0.00361224567175683	0.152051925131787
RIPOR1	0.0362337889778061	-0.00451840478885583	1.04739315475677
C6	-2.01793948445516	-0.00139455530234393	0.128187234861287
RAI14	-0.477198126503998	-0.0195773349608992	0.0838640877836918
PNKP	-0.334494897862176	-0.00441874914818152	0.127544880906174
PHLPP2	0.0168479521804749	0.00701230079883146	0.0112118934557014
SPDL1	0.410214438319995	0.004970555002161	-0.0275357197763663
STAU2	0.198492352222165	-0.00629733156003344	0.0434907928395383
RTN4R	-0.353169119262983	0.00540209948828584	0.246207227714767
PHF23	0.0985126207252754	0.0098856195828805	0.0144777127659913
CDH10	0.0782306416047364	0.00686758962143811	-0.0959189316739148
INPP4A	-0.339461185427919	-0.00270006673935182	0.0873274575027909
RAB27B	1.98385024941081	-0.0040406989418717	1.23483988955591
PSMA4	0.27598183688082	-0.010345123195251	-0.327627409880726
LSG1	-0.211041269745651	-0.0110250139508711	-0.101495674749434
TDP1	0.206199408672611	-0.0061658642532676	0.0265661630313185
AIFM2	-1.1924768615927	-0.0257663771196323	0.492301589239558
RETSAT	-0.18379894510737	-0.00258361763891916	-0.0320082248239529
CAPG	-0.953715778248673	-0.015444123492301	0.252019463135284
AP2S1	-0.57226454969219	-0.00457455905438702	-0.0302864829258938
DCUN1D1	0.299180522789236	0.00833567753568186	0.0316629361776782
JADE2	-0.215550495637957	-0.0045993587926283	0.168663800038205
ZIC2	-1.12592849206235	0.000789559778491219	2.06823412574142
LCP2	-0.146378890813808	-0.00150678008809843	0.313442259667008
TRIT1	0.629520380335059	-0.00355299415667326	0.0413118451611251
CTNNA1	-0.247488210070416	0.0109107962395079	0.147894161788713
PHKA2	-0.175578737911387	-0.0139097308429648	0.00737186250180508
CNTLN	0.0380801923953044	-0.0146436961690495	0.132387756708454
EPHA3	0.400753603439234	-0.00526153277030197	0.0251248408905029
DSG2	-3.58368932697424	-0.00615937247945593	0.253284995089463
GEMIN8	-0.247157761543845	-1.42514991282898e-05	-0.222228377519235
GPM6B	-0.080976560274866	0.0179855005854876	0.108341306539623
PREX2	-0.821526689685817	-0.0043483736209803	-0.0685397125492357
WDR37	0.68443580447935	0.0134872919569323	0.085515055400443
YTHDC2	0.263337324736005	-0.0136479915316439	0.0311852337564999
CTPS2	0.240007540032914	0.00114572623567275	-0.0225742932067851
ATP6V1H	-0.0762916900471392	0.00244173662758723	0.0166331574826869
POLR2B	0.525038587663219	-0.000140270401591821	0.0286008921371535
ARAP2	-0.608378199711249	-0.0058657765794865	0.0402533210560607
TPR	0.241824660781844	-0.00241967298127364	0.102028778118741
CP	-2.18494136083805	0.00175862330445482	0.131825521838772
DTNBP1	-0.0392905610098308	-0.0137084176143362	0.214780363184878
C12orf4	0.180517073637933	0.00224319676353436	0.0955057415598483
WWC3	-0.332887588394315	-0.0107441150447936	0.164427190494699
ARHGAP6	-0.18068104903997	0.00828443050948009	0.141305894381131
FAM184B	0.0296554631697097	-0.0153548231530271	0.23194170905629
MAP4	-0.10639822189396	0.00272956384305239	0.100743039802593
GOPC	0.52901960721793	-0.0137902155547391	-0.0252128973201612
USP28	0.464831217238605	-0.00303246903646422	0.0176257183788754
HDAC9	-0.281776384022043	0.000447153592620172	0.211132091059875
CC2D2A	0.197686206162299	0.00588498300112284	0.003229243194666
RRM2B	-0.570849180996507	-0.0146413651023921	0.0989209613506664
ZNF800	-0.185370154634005	0.00081520075795725	0.0874305499284283
SNX29	0.124271585902369	-0.00379295738144933	0.108989107389341
LMO3	-1.31225882524948	-0.00074040661724381	0.589304781060412
MRPS10	0.0508325260505477	-0.00100581609853137	0.0440853373479338
RSF1	0.533322580261557	0.0111075093732064	0.172729547810807
VPS13D	1.08390389835873	0.0110264528871355	0.132469267993092
CELF2	0.821295754258581	0.0073084931762357	0.105441270805307
FAM120A	-0.0987408106858543	-0.00937179627461276	0.0257727184536273
R3HDM1	0.262113100500599	-0.00644942865113071	0.0665959337567651
COL9A2	-0.457078462526991	0.0123951502669796	0.567846226722848
KITLG	-0.569150799644615	-0.0116899234683331	0.149657048836927
ERCC8	0.242001273195834	0.000145704375493836	0.0159388316159926
H6PD	-0.493806049210012	-0.00456012462656554	0.140365693440244
EPN3	-1.07581957963668	-0.0107912139943979	-0.000410265133124379
LTBP1	-1.4640736666281	-0.00850206632096651	0.0654355198622694
