gene	protein_pval	protein_fdr	protein_log2fc
RLBP1	0.0014061719401751	0.111898441545908	-0.0183104775559371
SEPHS1	0.0014061719401751	0.111898441545908	0.025937351655109
SQSTM1	0.0014061719401751	0.111898441545908	-0.0180483243803404
USO1	0.0014061719401751	0.111898441545908	-0.0225030667085543
CYB5R2	0.0015575360791323	0.121287559533574	-0.0177684024033289
HMGN5	0.0015575360791323	0.121287559533574	0.0234728712298979
STBD1	0.0015575360791323	0.121287559533574	-0.0249556775552436
CLIC2	0.0016387182201606	0.121532694123754	0.0229715987166138
GOLGA2	0.0016387182201606	0.121532694123754	-0.0178524451274514
NMT2	0.0016387182201606	0.121532694123754	0.0234888283426858
NUDT5	0.0016387182201606	0.121532694123754	0.0244316866957062
PARD3	0.0016387182201606	0.121532694123754	0.0219115548881441
TIMP1	0.0016387182201606	0.121532694123754	-0.0186298411670603
UNC45A	0.0016387182201606	0.121532694123754	-0.0214810036406131
SFRP4	0.0016755123254804	0.123421860624242	-0.0218448869324246
DPP10	0.001723778204524	0.123525226708001	0.0218323484945439
LRRFIP1	0.001723778204524	0.123525226708001	-0.0204218906817476
SGPL1	0.001723778204524	0.123525226708001	0.0216698107105296
SLC25A20	0.001723778204524	0.123525226708001	-0.0228584038466535
ASCC2	0.0018128816981544	0.123525226708001	-0.0195714274357474
CSTF2T	0.0018128816981544	0.123525226708001	0.022827968901695
EEPD1	0.0018128816981544	0.123525226708001	0.0209827518060172
FKBP5	0.0018128816981544	0.123525226708001	-0.0243001710788155
KLF16	0.0018128816981544	0.123525226708001	-0.0163945790651066
RIPK1	0.0018128816981544	0.123525226708001	-0.0198872837957604
SGCB	0.0018128816981544	0.123525226708001	0.0195093522147824
STEAP3	0.0018128816981544	0.123525226708001	-0.0190504223234807
FCHSD2	0.0019062004244895	0.126715835535276	0.0210168961896332
GRIK2	0.0019062004244895	0.126715835535276	0.0187447994234519
LMNB2	0.0019062004244895	0.126715835535276	0.0191583276200671
TSTD1	0.0019062004244895	0.126715835535276	-0.0186651118387012
COQ8A	0.0020039123359464	0.127758200505778	0.0226586713956196
LIMS2	0.0020039123359464	0.127758200505778	-0.0193524359397823
MARCHF5	0.0020039123359464	0.127758200505778	0.019944262195612
PARP12	0.0020039123359464	0.127758200505778	-0.0209151954316609
POLR1B	0.0020039123359464	0.127758200505778	-0.0228306876852978
TMEM94	0.0020039123359464	0.127758200505778	0.0194687142841518
UBQLN4	0.0020039123359464	0.127758200505778	0.0170985732854835
BCS1L	0.0021062017879092	0.129727750801052	0.0171896001272455
CASP3	0.0021062017879092	0.129727750801052	-0.019334113757549
CIRBP	0.0021062017879092	0.129727750801052	0.0203216567296909
LGALS1	0.0021062017879092	0.129727750801052	-0.0223919378609298
RWDD1	0.0021062017879092	0.129727750801052	-0.020606547146696
TWISTNB	0.0021062017879092	0.129727750801052	-0.0146290624839901
ARL3	0.002213259715152	0.131852226309222	0.0212513501369901
BCAN	0.002213259715152	0.131852226309222	0.0251754758505813
LENG9	0.002213259715152	0.131852226309222	-0.020340182148284
LRRC8A	0.002213259715152	0.131852226309222	0.0193518274845611
MGARP	0.002213259715152	0.131852226309222	-0.018107290797944
SOS2	0.002213259715152	0.131852226309222	0.0185210085548234
FRY	0.0023252838106143	0.137028346504421	0.0224472359974656
NUCB2	0.0023252838106143	0.137028346504421	-0.0201836450854289
DGCR2	0.0024031330490615	0.138436842699936	0.0169906520628534
ASAP3	0.0024424787064371	0.138436842699936	0.0194352590595853
DCAKD	0.0024424787064371	0.138436842699936	0.0211786640200864
PHF20L1	0.0024424787064371	0.138436842699936	0.0203631774308257
S100A16	0.0024424787064371	0.138436842699936	-0.0206730224421217
SMYD2	0.0024424787064371	0.138436842699936	-0.014194470103264
ARAP3	0.0025650561571626	0.138436842699936	-0.0182250397983044
ATAD1	0.0025650561571626	0.138436842699936	0.0155761965355777
FERMT1	0.0025650561571626	0.138436842699936	0.0199825214838088
FRMPD3	0.0025650561571626	0.138436842699936	0.0220199115689651
HMGN4	0.0025650561571626	0.138436842699936	0.0264409196346069
PIAS2	0.0025650561571626	0.138436842699936	0.0179062646027664
PLD4	0.0025650561571626	0.138436842699936	0.0175526672824309
STAM	0.0025650561571626	0.138436842699936	0.0212522191171677
TCEAL2	0.0025650561571626	0.138436842699936	0.0208556145300956
TGFB3	0.0025650561571626	0.138436842699936	-0.0180270301201783
TRIM22	0.0025650561571626	0.138436842699936	-0.0156986845739642
MMP2	0.0026932352249908	0.141843721849517	-0.0160923359170044
NAA10	0.0026932352249908	0.141843721849517	-0.018251143572444
NARS2	0.0026932352249908	0.141843721849517	0.0198852794649135
TAGLN	0.0026932352249908	0.141843721849517	-0.0201465321449488
WDR62	0.0026932352249908	0.141843721849517	-0.0185336195729194
ARSE	0.0027250080610459	0.142697210069554	-0.0255558517236837
MAB21L1	0.0028157323065668	0.142697210069554	-0.0193572458395437
ALG14	0.0028211553463326	0.142697210069554	0.0174214978947258
DEPTOR	0.0028272424669807	0.142697210069554	0.0225669637454237
DLG5	0.0028272424669807	0.142697210069554	0.0235021294187608
NUDT3	0.0028272424669807	0.142697210069554	0.0178541475449637
RELA	0.0028272424669807	0.142697210069554	0.0183186192487562
SSFA2	0.0028272424669807	0.142697210069554	-0.0192172658406857
TRIP6	0.0028272424669807	0.142697210069554	-0.0181185141079584
CDH8	0.0029673121240742	0.144418021324363	0.0208388686313168
LARP1	0.0029673121240742	0.144418021324363	-0.0180456776458623
MACF1	0.0029673121240742	0.144418021324363	-0.0185578655430035
MAPKAP1	0.0029673121240742	0.144418021324363	0.0188163071830459
NOL3	0.0029673121240742	0.144418021324363	-0.0190074439268354
PCGF2	0.0029673121240742	0.144418021324363	0.0172784540991378
PHLDA3	0.0029673121240742	0.144418021324363	-0.0163242624174989
SPRY4	0.0029673121240742	0.144418021324363	-0.0175763454611257
ARHGAP12	0.0031136863118141	0.145688447087546	0.0200258396319089
ASCC3	0.0031136863118141	0.145688447087546	-0.0188165809218427
DGKZ	0.0031136863118141	0.145688447087546	-0.016123179108222
FSTL1	0.0031136863118141	0.145688447087546	-0.0160824885293247
INF2	0.0031136863118141	0.145688447087546	-0.0171991110600339
RBPMS	0.0031136863118141	0.145688447087546	-0.0192517133816316
SLC31A1	0.0031136863118141	0.145688447087546	-0.0159924784809275
SRCAP	0.0031136863118141	0.145688447087546	0.0162476189729023
VDAC2	0.0031136863118141	0.145688447087546	0.0192813610493258
CHCHD10	0.0032666152126188	0.147159665487484	-0.0172109849017885
CNTN1	0.0032666152126188	0.147159665487484	0.0223913653548074
COMTD1	0.0032666152126188	0.147159665487484	0.0087923401117821
DPYSL3	0.0032666152126188	0.147159665487484	0.015595594644813
EIF4G1	0.0032666152126188	0.147159665487484	-0.0185577603173971
IFIT2	0.0032666152126188	0.147159665487484	0.0175511707883888
PDIA4	0.0032666152126188	0.147159665487484	-0.0184901519777571
SDF4	0.0032666152126188	0.147159665487484	-0.0169668582986461
SEC61B	0.0032666152126188	0.147159665487484	-0.017094682166167
ADO	0.0034263572694679	0.149896814120623	0.0154550809006875
COMMD3-BMI1	0.0034263572694679	0.149896814120623	0.0187265061761254
DNAJC3	0.0034263572694679	0.149896814120623	-0.0160726800990122
EPS8L2	0.0034263572694679	0.149896814120623	-0.0193240835303408
IKBIP	0.0034263572694679	0.149896814120623	-0.0208220931828964
MPZL1	0.0034263572694679	0.149896814120623	0.0169606127033039
UPF2	0.0034263572694679	0.149896814120623	0.0186364922221212
PDPN	0.0035877186909164	0.149896814120623	-0.0292125273170491
NMRAL1	0.003593179380845	0.149896814120623	-0.0241609653177257
PELO	0.003593179380845	0.149896814120623	-0.0189482858110119
PIK3IP1	0.003593179380845	0.149896814120623	0.021474414387934
PPA1	0.003593179380845	0.149896814120623	0.0162090364712723
SH3BGRL	0.003593179380845	0.149896814120623	0.02017970343215
SND1	0.003593179380845	0.149896814120623	-0.0194369821195615
SOX6	0.003593179380845	0.149896814120623	0.0185343800365435
GRPEL2	0.0036435034134157	0.149896814120623	-0.0237173020763779
BCL3	0.0036798424725878	0.149896814120623	-0.0148668591060161
UST	0.0036798424725878	0.149896814120623	0.0163640053973241
AP3D1	0.0037673570967758	0.149896814120623	-0.0177997649145941
BICD1	0.0037673570967758	0.149896814120623	-0.0200443671846008
CALD1	0.0037673570967758	0.149896814120623	-0.0181665322067132
DOCK6	0.0037673570967758	0.149896814120623	-0.0191483054182478
GSDMD	0.0037673570967758	0.149896814120623	-0.017610413696846
IL1RAP	0.0037673570967758	0.149896814120623	-0.0165688232407619
P2RY12	0.0037673570967758	0.149896814120623	0.0188751682396508
PEA15	0.0037673570967758	0.149896814120623	0.0182701725468558
PHLPP1	0.0037673570967758	0.149896814120623	0.0158753104387449
SEC14L1	0.0037673570967758	0.149896814120623	-0.0188896665521414
SOX2	0.0037673570967758	0.149896814120623	0.0173243114982187
STK24	0.0037673570967758	0.149896814120623	-0.0203184524330938
TMEM35A	0.0037673570967758	0.149896814120623	0.0152074711981809
UBTD2	0.0037673570967758	0.149896814120623	0.0166409994741228
SHD	0.0038768169508567	0.15001360223597	0.0172525126965941
ATAT1	0.0039491748157882	0.15001360223597	0.0166376723371502
EFNB3	0.0039491748157882	0.15001360223597	0.020780289554788
EIF2S2	0.0039491748157882	0.15001360223597	-0.018585648774684
EML2	0.0039491748157882	0.15001360223597	-0.0176469761212448
EOGT	0.0039491748157882	0.15001360223597	-0.017426764319008
GLIPR2	0.0039491748157882	0.15001360223597	0.0184790568003428
KIAA1328	0.0039491748157882	0.15001360223597	-0.0156318153128685
P2RX7	0.0039491748157882	0.15001360223597	0.0213193218174261
SLC35B2	0.0039491748157882	0.15001360223597	-0.0159775526151256
TM7SF2	0.0039491748157882	0.15001360223597	0.0172674568884378
TRAPPC13	0.0039491748157882	0.15001360223597	-0.0153888780781683
UBE2E3	0.0039491748157882	0.15001360223597	0.0221758051092775
CUL9	0.0041389259826164	0.151418023699613	-0.0143903900215601
F3	0.0041389259826164	0.151418023699613	-0.017644872544828
KIAA1522	0.0041389259826164	0.151418023699613	-0.0180900715434662
MTAP	0.0041389259826164	0.151418023699613	0.0160527007838034
MXRA5	0.0041389259826164	0.151418023699613	-0.0157724872058294
PFN2	0.0041389259826164	0.151418023699613	0.0186398852278603
PLCB3	0.0041389259826164	0.151418023699613	0.0154312603885903
PPIF	0.0041389259826164	0.151418023699613	0.0245905465096484
SPPL2B	0.0041389259826164	0.151418023699613	-0.0201553002407995
THEM6	0.0041389259826164	0.151418023699613	0.0168664082067088
UBXN1	0.0041389259826164	0.151418023699613	0.0204302003260736
MB21D1	0.0042535978166756	0.153013037698954	-0.0194931912100328
ACBD3	0.004336913286459	0.153013037698954	-0.0169849854756119
FLYWCH1	0.004336913286459	0.153013037698954	0.0148851278192856
MAGI3	0.004336913286459	0.153013037698954	0.0183270982374459
NUDT11	0.004336913286459	0.153013037698954	0.0163876461936011
OBSL1	0.004336913286459	0.153013037698954	-0.0192756470266908
PNPLA4	0.004336913286459	0.153013037698954	-0.0200568567020849
RIPK2	0.004336913286459	0.153013037698954	0.0237911352381559
RPN1	0.004336913286459	0.153013037698954	-0.0185122449680483
S100A10	0.004336913286459	0.153013037698954	-0.0191123816472104
SLC25A24	0.004336913286459	0.153013037698954	-0.0192309842453111
ANXA7	0.0045434488595927	0.154307412670653	0.0174538545859281
ATP6V1G1	0.0045434488595927	0.154307412670653	-0.0190715185179761
BMP7	0.0045434488595927	0.154307412670653	-0.0216316914114689
BTN3A1	0.0045434488595927	0.154307412670653	0.0209986118760527
CALU	0.0045434488595927	0.154307412670653	-0.0176932463034411
FBLL1	0.0045434488595927	0.154307412670653	0.0168923474767103
GRID1	0.0045434488595927	0.154307412670653	0.0160194675928548
PDZD8	0.0045434488595927	0.154307412670653	0.0199947236318041
PLCG1	0.0045434488595927	0.154307412670653	-0.0184789884620301
RARS	0.0045434488595927	0.154307412670653	-0.0214670797753168
RFTN2	0.0045434488595927	0.154307412670653	0.0209724858676353
TSPAN14	0.0045434488595927	0.154307412670653	0.0248571303523813
B2M	0.0047588544761346	0.155504671563281	0.0168273200685749
BORCS7	0.0047588544761346	0.155504671563281	0.017203253907284
BTN3A3	0.0047588544761346	0.155504671563281	0.0198847082008447
CDKN1B	0.0047588544761346	0.155504671563281	0.0174200541113043
HSPB7	0.0047588544761346	0.155504671563281	-0.0113025189810131
NCAM2	0.0047588544761346	0.155504671563281	0.0181025544077252
PLOD3	0.0047588544761346	0.155504671563281	-0.0201628981346547
RIN1	0.0047588544761346	0.155504671563281	-0.0185174097375302
SELENOM	0.0047588544761346	0.155504671563281	-0.0179858425060422
TPD52L2	0.0047588544761346	0.155504671563281	-0.0175301802062113
ZMYM2	0.0047588544761346	0.155504671563281	0.0173655503754253
BMPR1A	0.0047608191086498	0.155504671563281	0.023868141541094
SLITRK5	0.0047641313797593	0.155504671563281	0.020228158210384
ACAA2	0.0049834617507375	0.156119827605002	-0.0195166111572122
C2orf49	0.0049834617507375	0.156119827605002	0.0193705215369346
DDOST	0.0049834617507375	0.156119827605002	-0.0162462453391272
FUT8	0.0049834617507375	0.156119827605002	-0.0164930300689638
GPX8	0.0049834617507375	0.156119827605002	-0.0176901970539796
KRAS	0.0049834617507375	0.156119827605002	0.0176369685105318
LZIC	0.0049834617507375	0.156119827605002	0.0157973603230492
MACROD1	0.0049834617507375	0.156119827605002	0.019087053650048
MAEA	0.0049834617507375	0.156119827605002	-0.0195348813879564
MAGT1	0.0049834617507375	0.156119827605002	-0.0170815048134519
NOM1	0.0049834617507375	0.156119827605002	-0.0160658706127162
PCDH7	0.0049834617507375	0.156119827605002	0.0182524138481843
PIBF1	0.0049834617507375	0.156119827605002	-0.015279501572329
UACA	0.0049834617507375	0.156119827605002	-0.0151542979621555
MYO19	0.0051431348464557	0.159782049713136	-0.020141901973336
C7orf25	0.005217612336991	0.159782049713136	-0.015561956458911
CBL	0.005217612336991	0.159782049713136	0.0162974394934632
EPB41L3	0.005217612336991	0.159782049713136	0.0163983829192356
GDI2	0.005217612336991	0.159782049713136	0.0177413000729682
HDGF	0.005217612336991	0.159782049713136	0.0165345389657663
LARP4	0.005217612336991	0.159782049713136	-0.0191007440676881
MAPK1	0.005217612336991	0.159782049713136	0.0177585642901124
C20orf194	0.0054616581252945	0.160927018599895	0.0156718753659103
CLEC5A	0.0054616581252945	0.160927018599895	-0.0175901573165435
CRAT	0.0054616581252945	0.160927018599895	0.0165200947571981
CRMP1	0.0054616581252945	0.160927018599895	0.014592855362549
GATM	0.0054616581252945	0.160927018599895	-0.0163582762828188
GPM6B	0.0054616581252945	0.160927018599895	0.0179855005854876
KIAA0100	0.0054616581252945	0.160927018599895	0.0138470753664166
LRRC1	0.0054616581252945	0.160927018599895	0.0162678042452453
MAML2	0.0054616581252945	0.160927018599895	0.0177729028919486
MDK	0.0054616581252945	0.160927018599895	-0.0229587760961686
NSUN6	0.0054616581252945	0.160927018599895	0.0176083457002998
POT1	0.0054616581252945	0.160927018599895	0.0180971062675296
PSMD10	0.0054616581252945	0.160927018599895	0.0163913654098422
SSR4	0.0054616581252945	0.160927018599895	-0.0165500702608448
KCNQ5	0.0055460944896462	0.162974453170145	0.0137387590066505
AREL1	0.0057159614399574	0.163129349786429	-0.0156298266781872
ATP9B	0.0057159614399574	0.163129349786429	-0.0179444878654621
CDC37	0.0057159614399574	0.163129349786429	-0.0176254303653422
CHI3L1	0.0057159614399574	0.163129349786429	-0.0165546777144848
KDSR	0.0057159614399574	0.163129349786429	0.0172713231040531
NAA15	0.0057159614399574	0.163129349786429	-0.020243027599201
NMNAT3	0.0057159614399574	0.163129349786429	-0.017410911036415
S100A13	0.0057159614399574	0.163129349786429	-0.0185619654118833
TRAF7	0.0057159614399574	0.163129349786429	0.0155739501636966
TRUB1	0.0057159614399574	0.163129349786429	0.016566485243294
UBE2E1	0.0057159614399574	0.163129349786429	0.0240588530726585
ADCY2	0.0059808952352731	0.16507270849354	0.0202425467192828
CABLES1	0.0059808952352731	0.16507270849354	0.016427232558874
CHD1L	0.0059808952352731	0.16507270849354	0.0165713800779152
FHL2	0.0059808952352731	0.16507270849354	-0.0147051509813295
FN3KRP	0.0059808952352731	0.16507270849354	0.0159627696902705
GRB10	0.0059808952352731	0.16507270849354	-0.0128592655096856
KCTD5	0.0059808952352731	0.16507270849354	-0.0157588030107468
L3HYPDH	0.0059808952352731	0.16507270849354	0.0151487767117925
LRIG1	0.0059808952352731	0.16507270849354	0.0166352824192811
NFATC4	0.0059808952352731	0.16507270849354	-0.0165046903047519
SH3RF1	0.0059808952352731	0.16507270849354	-0.0143877470387497
SPATS2L	0.0059808952352731	0.16507270849354	-0.0168441654506062
SSR1	0.0059808952352731	0.16507270849354	-0.0178757930221834
ADIPOR1	0.0061485779190059	0.167186533212966	-0.0149452302121563
ANAPC4	0.0062568432903036	0.167186533212966	-0.0160386400065799
ARFRP1	0.0062568432903036	0.167186533212966	-0.0185363221357382
BLOC1S5	0.0062568432903036	0.167186533212966	-0.0163092981119865
GDPD1	0.0062568432903036	0.167186533212966	0.019402607882277
POGLUT1	0.0062568432903036	0.167186533212966	-0.0157830727960619
POLR1C	0.0062568432903036	0.167186533212966	-0.0149199906018196
RARRES2	0.0062568432903036	0.167186533212966	-0.0162141939153255
RASSF4	0.0062568432903036	0.167186533212966	0.0173989244348247
SHROOM2	0.0062568432903036	0.167186533212966	-0.0171005357938645
SIRT1	0.0062568432903036	0.167186533212966	0.0169056109375264
SNX9	0.0062568432903036	0.167186533212966	-0.0180756898028835
TAPT1	0.0062568432903036	0.167186533212966	0.0153779344480735
HEY1	0.0064070012945438	0.170780264335249	0.0145340930769484
CPT1A	0.0065442004021021	0.171090822023303	0.0175749700760817
GLUD2	0.0065442004021021	0.171090822023303	0.0200744958297439
HGH1	0.0065442004021021	0.171090822023303	-0.0179576682389533
MAOB	0.0065442004021021	0.171090822023303	-0.018294510156787
MMP14	0.0065442004021021	0.171090822023303	-0.0191599604863733
RACK1	0.0065442004021021	0.171090822023303	-0.0161716090257324
SEC63	0.0065442004021021	0.171090822023303	-0.0145488389494378
STK26	0.0065442004021021	0.171090822023303	-0.0189807608949878
TOGARAM1	0.0066713533363049	0.173907803812277	0.0183428370897809
EID2	0.0068151545780561	0.173907803812277	-0.018603685813485
ADGRE2	0.0068433725770929	0.173907803812277	-0.0181902191117243
CCDC9	0.0068433725770929	0.173907803812277	-0.0147930790472699
CDC16	0.0068433725770929	0.173907803812277	-0.0177296991079703
CIP2A	0.0068433725770929	0.173907803812277	-0.0155485325020091
GLUD1	0.0068433725770929	0.173907803812277	0.0196423944542672
KLHL29	0.0068433725770929	0.173907803812277	-0.0207192442888451
PKNOX2	0.0068433725770929	0.173907803812277	0.0145142207782054
RBM38	0.0068433725770929	0.173907803812277	-0.0156951433698489
SLITRK2	0.0068433725770929	0.173907803812277	0.0165121678292632
