Brown	DPM
TMEM98	0.0429011477002671	0.0429011477002671
ABCC8	0.736027813387585	0.779907697973072
CACNG3	0.765017309947727	0.765017309947727
TMEM132A	0.649884076961265	0.649884076961265
AP2B1	0.105520874548493	0.304469214147988
TAC1	0.46901025458652	0.969703372053303
CX3CL1	0.808236550707012	0.999615728961183
SPATA20	0.0297149590594294	0.0297149590594294
CACNA1G	0.341461312968844	0.341461312968844
TNFRSF12A	5.8543997065043e-09	5.8543997065043e-09
RALA	0.540392561053501	0.698222285292985
ETV1	0.00206882397261281	0.00206882397261281
AGK	0.8080623425157	0.869432796132635
ALDH3B1	0.572373088442609	0.958731492796498
FARP2	0.766021065141164	0.766021065141164
IFRD1	0.240758212411816	0.240758212411816
PAF1	0.600199322063637	0.77387876411856
VPS41	0.661799640452747	0.661799640452747
ARHGAP44	0.940278611444854	0.940278611444854
ELAC2	0.716724086628273	0.716724086628273
SCIN	0.862714506239626	0.862714506239626
ARSD	2.64927738606651e-09	2.64927738606651e-09
MARK4	0.847827809569751	0.860331317405364
PROM1	4.13813683325333e-07	4.13813683325333e-07
CCDC124	0.465907428125	0.695308704099426
PAFAH1B1	0.414613285191158	0.414613285191158
NOS2	0.000762105218149821	0.000762105218149821
DNAH9	0.0132414165355329	0.910434387257054
GAS7	0.872228068330115	0.872228068330115
MATK	0.895071511592025	0.921025057262579
TKTL1	0.385596413458825	0.385596413458825
PAX6	0.0311214183958857	0.0622678947191314
RPUSD1	0.502914446676855	0.502914446676855
RHBDF1	0.233026738195071	0.233026738195071
LUC7L	0.927220735290479	0.927220735290479
CACNA2D2	0.0527259538050801	0.0527259538050801
BAIAP3	0.00160758517859939	0.0613917445345246
TSR3	0.583334702262365	0.623773898466814
PIGQ	6.38365084266971e-05	0.000156893172080109
TEAD3	0.0732320480667702	0.0732320480667702
DNAJC11	0.164790297727392	0.164790297727392
PSMB1	0.931144417665132	0.931144417665132
SYN1	0.994252523880555	0.994252523880555
JARID2	0.0576743768553456	0.169667324476798
CDKL5	0.900226563493569	0.900226563493569
CAMK1G	0.00730413828205622	0.0194561672331722
NADK	0.806089820172092	0.806089820172092
CYTH3	0.598069191811177	0.907319762921002
ADAM22	0.00213730237139564	0.00213730237139564
SYPL1	0.134879899968132	0.190365152225891
CYB561	2.26922753290211e-09	2.26922753290211e-09
SPAG9	7.86474637528698e-06	0.000179308338231146
CELSR3	0.230279175367393	0.230279175367393
AASS	0.717440354119483	0.717440354119483
MPND	0.0839471616687842	0.0839471616687842
MGST1	0.345267290152984	0.982606345479565
CRY1	0.989566678682439	0.994211566767237
PGLYRP1	3.21311439994154e-05	3.21311439994154e-05
NFIX	0.0869990539094021	0.0869990539094021
MAPK8IP2	0.249778797293875	0.249778797293875
MED24	0.0562906601206046	0.0562906601206046
HEATR5B	0.448395978032112	0.448395978032112
RPS20	0.0338360875020499	0.774363430339032
CSDE1	0.0585726173296951	0.933220869169438
UBE3C	0.0195030231493456	0.0195030231493456
TENM1	0.337243426658013	0.441949690190633
MASP2	0.75760303072643	0.75760303072643
FAM76A	0.259858994517289	0.775681102881891
TRAF3IP3	0.927878426345736	0.980781488005762
POMT2	0.462950840482721	0.462950840482721
VTA1	0.153815298828534	0.153815298828534
BAZ1B	0.522216353917739	0.522216353917739
RANBP9	0.41399040639966	0.41399040639966
SPRTN	0.229872442296673	0.342879462484213
ZNF207	0.158099472128736	0.158099472128736
UQCRC1	0.96714009756722	0.967942920023073
STARD3NL	0.391112354877835	0.391112354877835
CD9	0.455816211247419	0.800592953370827
NCAPD2	0.0582099856683025	0.99361502146318
IFFO1	0.000532515114309521	0.000532515114309521
NISCH	0.450858651169514	0.450858651169514
STAB1	0.922595142417602	0.922595142417602
PRSS3	0.663300239458238	0.920380120522672
CD4	6.96412942143487e-06	6.96412942143487e-06
BTK	0.945685446691283	0.945685446691283
HFE	6.45337389017557e-09	6.52422673202433e-09
SCMH1	0.811482252438622	0.866275078148453
FYN	0.114801846727468	0.114801846727468
HIVEP2	0.832761403570132	0.891772940274271
LYPLA2	0.872760057929607	0.872760057929607
CLCN6	0.132044391106119	0.132044391106119
MRC2	0.00217506555114669	0.00217506555114669
SLC6A7	0.873674056775332	0.873674056775332
TSPAN9	0.621867776800763	0.621867776800763
APBA3	0.157091820981483	0.269036102159042
MKS1	0.329777860860915	0.778768840112453
ABHD5	0.4726893769533	0.4726893769533
ANOS1	0.160351935452852	0.160351935452852
AKAP8L	0.389238632005222	0.389238632005222
MBTD1	0.00180793809467461	0.00180793809467461
UTP18	0.607239017526881	0.787189684897352
RNF216	0.565743807289272	0.897566155598265
TTC19	0.00325083227932309	0.00853461308980522
PTBP1	0.875355158763572	0.923824238777855
DPF1	0.365783714255939	0.365783714255939
SYT7	0.814216031660196	0.814216031660196
LARS2	0.897717713769742	0.897717713769742
PIK3C2A	0.55843807850741	0.55843807850741
PLAUR	5.68632075974843e-05	5.68632075974843e-05
ANLN	0.352051385854883	0.352051385854883
WIZ	0.50286979530857	0.50286979530857
RABGAP1	0.0137392015304376	0.0137392015304376
DCN	0.164100514395195	0.164100514395195
QPCTL	0.0956652822430028	0.0956652822430028
PPP5C	0.670841096223795	0.670841096223795
CEP68	0.00480941826996623	0.00480941826996623
MAP4K3	0.440038347698223	0.440038347698223
TYROBP	0.0855872492013564	0.146251967841374
GABRA3	0.0481911716872139	0.0481911716872139
BRCA1	0.851556679248839	0.855690913315
ERCC1	0.466709786874747	0.796529665484479
SEMA3B	0.360937310250519	0.360937310250519
PRICKLE3	8.80873286766275e-09	2.08578420160107e-08
LTF	0.00805906019519271	0.00805906019519271
EXTL3	0.247168914546325	0.247168914546325
ELOVL5	0.625427669997974	0.625427669997974
ALOX5	9.22121826492751e-07	2.57292608549102e-06
CALCOCO1	0.0816195898302135	0.519782374284102
UBR7	0.894034709194984	0.894034709194984
MAP4K5	0.000387619404374611	0.303567103608767
EHD3	0.161802859865409	0.161802859865409
PSMC4	0.794750927316645	0.794750927316645
MAN2B2	0.376407589746552	0.376407589746552
MVP	0.523259207638795	0.523259207638795
NUB1	0.678315827646807	0.841808138495761
PGM3	0.21209802061577	0.21209802061577
RWDD2A	0.0747312145726762	0.0747312145726762
CLK1	0.216964472240645	0.216964472240645
POLR3B	0.0167160143170166	0.0943313110018033
ANGEL1	0.572169458326557	0.572169458326557
DNASE1L1	0.0152253859217716	0.0152253859217716
HEBP1	0.000758462385165472	0.000758462385165472
MAMLD1	0.0169203106451304	0.215044252428349
TACC3	0.632831135604288	0.632831135604288
CAPN1	0.577301670067979	0.929519171080729
SLC30A9	0.358217555677079	0.358217555677079
MTMR11	0.0248963813736392	0.0317198669666541
CCDC88C	0.491147264685431	0.568503118424853
YAF2	0.843441306169015	0.846183816067865
ZMYND11	0.0066834953136399	0.0066834953136399
WAS	0.993479332940915	0.993479332940915
DPEP1	0.976888200343837	0.999109205609017
BID	0.226860003043264	0.226860003043264
MATR3	0.301592666573225	0.301592666573225
STMN4	0.141888948633712	0.141888948633712
NUDCD3	0.0277658174195628	0.0277658174195628
CHDH	0.0628674057775307	0.0628674057775307
GLT8D1	0.564500025000131	0.564500025000131
ATP2C1	0.547837766436631	0.646692358342273
IGF1	0.991429595702067	0.991429595702067
SLC38A5	0.597664215186034	0.597664215186034
RALBP1	0.260137079631935	0.554324265315486
RUFY3	0.0188914911339848	0.0188914911339848
CNTN1	1.79316021030189e-05	1.79316021030189e-05
WWTR1	4.04180327732185e-05	4.04180327732185e-05
AGPS	0.420954846574826	0.420954846574826
ATP1A2	0.0502062582828987	0.0587455460390664
TTC27	0.32099977061011	0.999147486183327
PHLDB1	1.82481417151081e-05	3.27556396398005e-05
PRDM11	0.143843092839735	0.143843092839735
SYT13	0.985678160096588	0.996783803543115
CD74	0.000249499236567476	0.00450636596782586
HGF	0.898333542829316	0.98167395451699
ZRANB1	0.0788624482998939	0.105530220559613
NCDN	0.717220143115876	0.980481389539252
ZFP64	8.82047704700849e-05	0.00208299444180512
MNAT1	0.0288901209317656	0.14335268776883
SAMD4A	0.881529642469468	0.998746413593798
MRE11	0.334575777694305	0.334575777694305
PLEKHB1	0.963637695160509	0.995080878190596
SERPINB1	1.03622713952512e-08	1.03622713952512e-08
SPAST	0.0766353910816225	0.0766353910816225
NRXN3	0.497171647100147	0.673541047577072
OSBPL5	0.14952822312008	0.14952822312008
AQR	0.71091136158168	0.71091136158168
CPS1	0.00668805694278107	0.00668805694278107
C8B	0.899620453945668	0.935128251962232
FHL1	0.0892106735230109	0.0892106735230109
GABRA1	0.0181710146485403	0.213981682644886
RNF10	0.568043124722741	0.922179467281413
ZDHHC6	0.546470742913082	0.546470742913082
GRAMD1B	0.785589021858859	0.824163670229408
RNH1	0.0608518707743773	0.0608518707743773
NDUFS1	0.708292589193918	0.708292589193918
RB1CC1	0.686687838773073	0.686687838773073
ERP44	0.430576224542516	0.430576224542516
ALAS1	0.00517502973196497	0.0200510334150737
BIRC3	0.00293272557535291	0.00759780654450996
AKAP11	0.320950965803336	0.577194422051539
GLRX2	0.888477739224948	0.888477739224948
SNAPC1	0.175486515433905	0.367387099178313
DERA	0.469507161216852	0.571267679266977
STRAP	0.547583338466879	0.632482370778868
DEF6	0.0110858466500467	0.0425120143010776
PLEKHO1	0.00781835145921085	0.00781835145921085
GCLM	0.0527376148799929	0.0527376148799929
UBR2	0.481354324269133	0.481354324269133
EHD2	0.00189322433413536	0.00189322433413536
CCDC28A	0.341794850152528	0.59436751645813
RRAGD	0.327170405871437	0.327170405871437
PHF20	0.241622931665563	0.241622931665563
HSD17B6	0.204596616570363	0.204596616570363
TYMP	0.896506974446478	0.896506974446478
NCAPH2	0.704280224023863	0.817194111484947
TOMM34	0.775313341082737	0.965676615221701
SEC63	0.0441909386520338	0.421167784674886
KPNA6	0.984926631403907	0.994981197068915
FAS	0.00328049092523825	0.00328049092523825
CD44	0.0584232864678056	0.0584232864678056
AGPAT4	0.187415622909566	0.187415622909566
BTN3A1	0.0794519056264721	0.0794519056264721
MIPEP	0.2773845285334	0.2773845285334
PRKCH	2.03303521009958e-06	6.04199604140022e-05
IFNGR1	0.863871718413791	0.909198216034784
B4GALT7	0.22530426830373	0.22530426830373
VRK2	0.0500070120935007	0.0500070120935007
TNFRSF1B	0.87443129181993	0.999962017701782
VEZT	0.266747159478381	0.266747159478381
BRD9	0.058839761607972	0.058839761607972
SNX1	0.650534160674848	0.750182065071411
TBPL1	0.00570499458463148	0.00570499458463148
BCLAF1	0.601603955305263	0.601603955305263
ANK1	0.941607421081885	0.98698461696751
TFB1M	0.835856329556231	0.835856329556231
RABEP1	0.955792009653023	0.955792009653023
HMGB3	0.607239017526881	0.607239017526881
NUP160	0.0656007775378045	0.0891730612430759
GRN	0.610563849683836	0.610563849683836
ARHGAP31	0.0772770190679151	0.137677222539988
RANBP3	0.0119768879817669	0.417323029796771
ARID4A	0.38550115444665	0.38550115444665
EIPR1	0.186470776717974	0.186470776717974
PNPLA6	0.927077127263717	0.929249977088527
IFT88	0.836078853443621	0.836078853443621
ALG1	0.000916834226570472	0.000916834226570472
ZCCHC8	0.917911066454189	0.917911066454189
CHPF2	0.120058065450387	0.120058065450387
LRRC7	0.264038626855439	0.264038626855439
FUT8	0.0119924213455329	0.0119924213455329
UBA6	0.93806476384947	0.991011937647347
GAB2	0.0476644565908911	0.0476644565908911
ATP6V0A1	0.515760441927604	0.805794457956266
PIAS1	0.685591955195525	0.836067322192534
SLC4A7	0.479120558518088	0.479120558518088
APBA2	1.53968718655574e-08	0.000134041378832957
MAP2K3	1.71962508298274e-09	1.71962508298274e-09
RNF19A	0.645121479377358	0.741265176809234
PEX3	0.876563169057827	0.99978079465462
FAM136A	0.781202399998153	0.96508556635351
VCL	0.468939937578641	0.557185948248888
DAPK2	0.812671769837213	0.990056893010046
NSMAF	0.701835609590893	0.767550313807096
ADSS2	0.233749300710187	0.233749300710187
TIMP2	0.872231609796176	0.918148852354101
RFC1	0.677219863385662	0.677219863385662
TBC1D23	0.489671408107194	0.637540751121653
CUL3	0.0697730492821265	0.0697730492821265
CYP46A1	0.570371505607245	0.602107036584236
ZZZ3	0.676230890926391	0.676230890926391
USP2	0.914673426194372	0.914673426194372
TUBG2	0.307142001595903	0.307142001595903
RPL26L1	0.856788333102701	0.902418793748507
NSUN2	0.382345731540698	0.659533413068096
FBXO42	0.303810049871636	0.303810049871636
MRI1	0.00405364671976738	0.00948969828773422
AGA	0.0180364775514056	0.0180364775514056
PI4K2B	0.440857696794544	0.440857696794544
BOD1L1	0.657427768313968	0.657427768313968
MAT2B	0.917003913675677	0.92277304761429
EDC4	0.342031946971969	0.342031946971969
TRIO	0.815482549525423	0.925002680568477
VCAN	0.0579542248791829	0.0579542248791829
CLEC16A	0.345339666308068	0.345339666308068
MSR1	0.348374566952471	0.348374566952471
CDH1	0.931922366054189	0.999643125113548
DNAH5	0.042926504688102	0.051795125979942
ZFYVE16	0.697912953238488	0.939344472046909
RIPOR1	0.0434120793572413	0.0487267791567489
C6	0.472698768404593	0.472698768404593
RAI14	0.0232640587533097	0.0232640587533097
PNKP	0.553394618977752	0.553394618977752
PHLPP2	0.64927617289617	0.64927617289617
SPDL1	0.537239717266505	0.537239717266505
STAU2	0.52791599701006	0.992271534458708
RTN4R	0.657569352646475	0.992464060047914
PHF23	0.249572601707404	0.249572601707404
CDH10	0.749604271826691	0.749604271826691
INPP4A	0.576884843907751	0.576884843907751
RAB27B	1.49735918442632e-07	0.000633612336141352
PSMA4	0.101932100352074	0.314942996765281
LSG1	0.243426956884118	0.243426956884118
TDP1	0.43184882669675	0.98599881710614
AIFM2	3.15929902098962e-10	3.15929902098962e-10
RETSAT	0.820087582757064	0.820087582757064
CAPG	4.12661055960563e-08	4.12661055960563e-08
AP2S1	0.0628674057775307	0.0628674057775307
DCUN1D1	0.269941010624513	0.269941010624513
JADE2	0.766058706058478	0.766058706058478
ZIC2	4.23093710849832e-07	4.7311939430976e-07
LCP2	0.0160603400976955	0.0160603400976955
TRIT1	0.0239508254840404	0.0467671963958684
CTNNA1	0.188667955194294	0.711743878428167
PHKA2	0.304557563504004	0.304557563504004
CNTLN	0.218671690564368	0.241992150034765
EPHA3	0.504253963165184	0.97472417859661
DSG2	0.0235095302206427	0.0235095302206427
GEMIN8	0.866643671557813	0.866643671557813
GPM6B	0.118944638046668	0.146152849917652
PREX2	0.162276999381544	0.162276999381544
WDR37	0.00494739613888722	0.00494739613888722
YTHDC2	0.254966066453895	0.491087475050359
CTPS2	0.573089094149674	0.573089094149674
ATP6V1H	0.843676401334052	0.941042677616945
POLR2B	0.566789751084182	0.575142007057391
ARAP2	0.34264990037505	0.34264990037505
TPR	0.779372316497886	0.976872979236364
CP	0.0546802904628914	0.0914756158197152
DTNBP1	0.189449823146916	0.189449823146916
C12orf4	0.819268469589608	0.819268469589608
WWC3	0.482946723688848	0.482946723688848
ARHGAP6	0.764401522252381	0.834466575278305
FAM184B	0.165810570218675	0.211795387206873
MAP4	0.901371936831838	0.99984342636991
GOPC	0.0558121572215256	0.954241062164025
USP28	0.337771567240317	0.783339388532044
HDAC9	0.844568183573241	0.913067041270906
CC2D2A	0.463521464399253	0.463521464399253
RRM2B	0.0157449819085633	0.0157449819085633
ZNF800	0.877744771540059	0.891937814248599
SNX29	0.910399761312961	0.996949483660508
LMO3	1.31284607144197e-06	1.31284607144197e-06
MRPS10	0.966021421159302	0.989103250373469
RSF1	0.0481636398496494	0.0481636398496494
VPS13D	0.0265677323177748	0.0265677323177748
CELF2	0.0570591527205474	0.0570591527205474
FAM120A	0.411029145548376	0.411029145548376
R3HDM1	0.260859540456861	0.857872743605391
COL9A2	1.7903595831051e-06	5.56833042597031e-05
KITLG	0.316472529721873	0.316472529721873
ERCC8	0.818125644795716	0.818125644795716
H6PD	0.557445441698809	0.557445441698809
EPN3	0.276623745297655	0.276623745297655
LTBP1	0.0512070610448708	0.0512070610448708
ELN	0.291538078759695	0.45316413833176
RFC2	0.273156714266076	0.273156714266076
ARID1B	0.0992886966226489	0.0992886966226489
CLPTM1L	0.751655791337998	0.751655791337998
NEDD4L	0.689869925022423	0.936473819975118
HEXB	1.74948757545205e-08	1.74948757545205e-08
PTCD2	0.976074154945993	0.99098135855366
DKK3	2.7125897670677e-07	3.06720255360784e-06
ARHGEF5	0.392062067898773	0.771933751112001
MCUR1	0.984419186313977	0.984419186313977
LIMA1	0.299326781964582	0.299326781964582
LETMD1	0.882098018357392	0.999416298068298
SLC4A8	0.986540561773698	0.986540561773698
LAMC3	0.891017662452689	0.924665052400954
MAPK9	0.209983324623367	0.241441773128356
BCAR1	0.256688546045212	0.397177724515946
HERPUD1	0.756051227375328	0.756051227375328
POLQ	0.721220678072137	0.861183694900288
PIK3CB	0.688193849256015	0.688193849256015
CYBA	1.14325216432415e-05	1.7217287556148e-05
HEBP2	0.0229053149890935	0.0229053149890935
MPHOSPH9	0.104722045976126	0.886273880907768
PLEKHA5	0.227462094983344	0.641172293701774
SIKE1	0.307215711294992	0.429817612786474
RRP12	0.583420127397097	0.583420127397097
FNIP2	0.374642387631052	0.385018240885508
MSMO1	0.23835021204446	0.23835021204446
TTC17	0.455228720551649	0.678094613583417
FOXN3	0.264047188540178	0.520731101700931
AKR7A2	0.0101766437053358	0.0731940265304382
MRTO4	0.872760057929607	0.872760057929607
USE1	0.0052658831803826	0.00715980085770022
MCF2L2	7.62884104210444e-08	0.0222414170324863
LAMA3	0.785394583881374	0.993626515438907
AP5M1	0.460532902029171	0.460532902029171
ANAPC4	8.68347681932027e-08	3.54189152386506e-07
TRAPPC3	0.616786167138201	0.616786167138201
THRAP3	0.526050291110904	0.526050291110904
ENTPD2	0.00132088461297646	0.00132088461297646
ARID4B	0.113141070074813	0.113141070074813
SDCCAG8	5.95980715687165e-07	5.95980715687165e-07
PTPRN	0.983401237089785	0.983401237089785
KIF1B	0.573345081927763	0.573345081927763
TBC1D22A	0.914347125902902	0.914347125902902
SYNE2	0.586708829406293	0.631197389365796
ATP9A	0.788388500102599	0.788388500102599
CBLN4	0.440268098525726	0.618732689447119
FAM168A	0.501142914185548	0.501142914185548
GALC	2.29369631693151e-05	2.29369631693151e-05
NOP58	0.0656403165260843	0.0656403165260843
SZRD1	0.968194009337444	0.968194009337444
KCNH2	0.912457683668945	0.912457683668945
CUL1	0.143382575287285	0.594730960306031
FAM114A2	0.929012653531238	0.986903343123081
CYFIP2	0.0266055078460088	0.0266055078460088
TAB2	0.239068670806159	0.239068670806159
EIF2AK2	0.903556687543564	0.982754426237057
USP36	0.836123928049208	0.836123928049208
KMT2C	0.992692773656024	0.992692773656024
PUM2	0.28219720746211	0.28219720746211
ITIH4	0.999593039452426	0.999593039452426
ITIH1	0.910560375462239	0.910560375462239
HPF1	0.9511792868576	0.9511792868576
ZFR	0.64168302295523	0.64168302295523
ZNF280C	0.248551418861059	0.248551418861059
TRAF1	0.346003808975145	0.346003808975145
RC3H2	0.0656688762251996	0.335350061005042
TRAF3IP2	3.98025894655766e-05	4.18366867332721e-05
GYG2	0.00254636438211771	0.00254636438211771
DCBLD2	0.403906972175515	0.996139716314
SOAT1	0.859857154999666	0.980828439148612
PKP2	0.541158538501219	0.541158538501219
F7	0.306436848645938	0.481691536294628
GDI2	0.00767227655459579	0.00767227655459579
ATG5	0.827574739759197	0.827574739759197
TMCC3	0.589988118697347	0.687875358709175
PITHD1	0.803249075292538	0.891751344113125
MTA3	0.0334265087763371	0.0334265087763371
USP13	0.135556575156699	0.997027111004162
ATP11B	0.870902241731691	0.986547046055184
CDK14	0.218392783983182	0.872002594957915
SEC61A1	0.550633451821062	0.557598232096727
PPP1R12A	0.817503067227225	0.974974408200548
RASGRF1	0.815189468967324	0.93299442081084
CAMK2B	0.0532841749330823	0.0532841749330823
CROCC	0.757081822988985	0.757081822988985
POLR3E	0.77008387070941	0.77008387070941
ATP2B4	0.210566027853269	0.55710953635793
YIPF1	0.000226128510239523	0.000226128510239523
NDC1	0.616602778566607	0.616602778566607
DGKG	0.491833298691545	0.491833298691545
FLYWCH1	0.0843339867738975	0.0843339867738975
UNKL	0.719411473126814	0.719411473126814
TBXAS1	0.675208545585071	0.750693626730937
PARP12	0.00378669038238598	0.00378669038238598
ALDH18A1	0.00396782691582206	0.00828906830528413
TARBP1	0.716360069160593	0.999999260785431
GATB	0.457254454049427	0.457254454049427
CDK17	0.616940439805507	0.616940439805507
SLC2A3	0.024427697031859	0.596972088121946
PSD	0.609554175421338	0.965771363218522
CTDP1	0.116013242271455	0.116013242271455
YBX3	0.00202049867013445	0.00202049867013445
WNK1	0.900668066437657	0.976432397292142
CCAR1	0.0347833019018458	0.0347833019018458
OGFR	0.570922053155912	0.570922053155912
GNA15	0.13923376396373	0.956518889110297
PTPRU	0.000481255080716736	0.000481255080716736
SNRNP40	0.739193337318841	0.739193337318841
RIMBP2	0.998664424988046	0.998664424988046
COL11A1	0.000123869684938311	0.000123869684938311
QSER1	0.970180361504363	0.970180361504363
MPC1	0.400615461873143	0.907791001665418
ACAA1	0.734273679933534	0.872892180740718
BCAT1	0.000993054744730041	0.000993054744730041
HDAC7	3.96731436456734e-09	3.96731436456734e-09
LZTS1	0.0763209676534222	0.0763209676534222
NCKAP1	0.029509940679424	0.029509940679424
MRPS35	0.906179224992055	0.906179224992055
GUCY1B1	0.654250606013345	0.986606871374641
SFSWAP	0.139048060311562	0.139048060311562
TNK2	0.199146099185978	0.199146099185978
MON2	0.260992788935277	0.633791438369547
ARSF	9.1066104839219e-05	9.1066104839219e-05
GPBP1	0.514690875801071	0.57478061530742
ELMO2	0.313140157247472	0.313140157247472
WAPL	0.073348587951673	0.073348587951673
VMP1	6.66002360545257e-06	6.66002360545257e-06
APPBP2	0.162173118968202	0.162173118968202
POLD1	0.768998915267276	0.807158367973331
EIF4B	0.0858940774288954	0.296232390808726
SPHK2	0.850307745320594	0.850307745320594
RPL18	0.725000952972662	0.725000952972662
ISOC2	0.24574302056918	0.908880933167582
U2AF2	0.911008500971629	0.911008500971629
EPN1	0.646731080169546	0.646731080169546
MED29	0.384000747776126	0.992818678672516
ZNF275	0.142389339859575	0.142389339859575
MTMR1	0.0882055997299058	0.0882055997299058
GPC1	0.328923705333087	0.363766893920639
ADCK1	0.177645559979414	0.177645559979414
HAGH	0.281410577812137	0.281410577812137
CASP8	0.000241053496913014	0.000241053496913014
LIMCH1	0.053118602032785	0.053118602032785
INTS13	0.222020290163144	0.409573007200859
TM7SF3	0.407858591583466	0.407858591583466
ST3GAL6	0.106937531576224	0.106937531576224
NGFR	0.189928443924793	0.189928443924793
CDON	0.179307575790078	0.179307575790078
TAF2	0.455290153207203	0.455290153207203
HIPK2	0.37936119945785	0.37936119945785
TNPO3	0.999623944111383	0.999623944111383
RFXANK	0.930255089280762	0.930255089280762
TMEM161A	0.733103191031801	0.733103191031801
SUGP2	0.758409103086684	0.758409103086684
SLC12A2	0.190293271533155	0.190293271533155
SNX24	0.00126953132953573	0.00126953132953573
EYA2	0.00217574224033608	0.00217574224033608
CNN2	0.577309185663373	0.577309185663373
SNCAIP	0.0524870154002452	0.0524870154002452
DDX20	0.392337878995127	0.448479622283899
FAR2	0.00265767490979208	0.00265767490979208
BCAS1	0.557445441698809	0.557445441698809
CHI3L2	0.0179040239550589	0.0179040239550589
PMS1	0.180874393118836	0.180874393118836
HMG20B	0.453441241369928	0.453441241369928
TAF11	0.0854492760146426	0.34728637738482
ANKS1A	0.0217055504512613	0.0217055504512613
AP3D1	0.0689142805323499	0.164476995050896
NTHL1	0.159321999251094	0.186153862440545
GNAI3	0.0159030852029773	0.694750643603067
IPO5	0.0168600482669044	0.0664664749915504
OAT	0.392822082845588	0.392822082845588
WDR3	0.147164300209094	0.853510440193073
PKN2	0.831671130585274	0.831671130585274
WDR18	3.34309038618214e-05	0.00165620070707468
TRAM2	0.903537836378034	0.903537836378034
NTN1	1.81029665725428e-07	7.92984931560033e-05
DGKA	0.750815404476284	0.750815404476284
ERBB3	0.0845670589675455	0.0845670589675455
ANKRD44	0.323945110211945	0.323945110211945
ADAT1	0.947287576642945	0.952132238171071
PDIA5	0.598925315743111	0.598925315743111
TBC1D22B	0.636612041175503	0.750193159485695
NDUFB4	0.627785267748734	0.627785267748734
SPEN	0.194819867120081	0.194819867120081
MYLK	0.697622714731855	0.779858902472763
ZC3H15	0.532242376696056	0.880314879477425
